"SB_ 1951","SB_ 1952","SB_ 1953","SB_ 1954","SB_ 1955","SB_ 1956","SB_ 1957","SB_ 1958","SB_ 1959","SB_ 1960","SB_ 1961","SB_ 1962","SB_ 1963","SB_ 1964","SB_ 1965","SB_ 1966","SB_ 1967","SB_ 1968","SB_ 1969","SB_ 1970","SB_ 1971","SB_ 1972","SB_ 1973","SB_ 1974","SB_ 1975","SB_ 1976","SB_ 1977","SB_ 1978","SB_ 1979","SB_ 1980","SB_ 1981","SB_ 1982","SB_ 1983","SB_ 1984","SB_ 1985","SB_ 1986","SB_ 1987","SB_ 1988","SB_ 1989","SB_ 1990","SB_ 1991","SB_ 1992","SB_ 1993","SB_ 1994","SB_ 1995","SB_ 1996","SB_ 1997","SB_ 1998","SB_ 1999","SB_ 2000","SB_ 2001","SB_ 2002","SB_ 2003","SB_ 2004","SB_ 2005","SB_ 2006","SB_ 2007","SB_ 2008","SB_ 2009","SB_ 2010","SB_ 2011","SB_ 2012","SB_ 2013","SB_ 2014","SB_ 2015","SB_ 2016","SB_ 2017"
72.3589,80.3808,106.954,143.645,114.066,56.6242,34.6909,60.5602,78.2522,67.3401,58.5638,51.7312,40.8729,33.3011,17.474,10.2723,5.20158,8.41524,11.3983,22.722,37.6718,43.2031,56.8472,73.2347,83.0519,92.5255,101.488,81.9212,70.3282,64.3872,59.8947,49.3326,32.5032,29.2387,42.6448,60.5142,61.2965,69.3475,66.3647,70.5899,72.4731,82.5347,84.4838,69.9994,67.0767,76.4065,86.3317,81.3364,77.2427,77.92,94.816,91.5087,83.8627,68.7942,56.952,46.7472,54.3936,42.5204,52.8867,55.8565,90.1856,100.087,93.6041,99.9772,88.0791,89.1658,82.7152
83.1855,91.3766,121.067,150.345,132.534,72.9325,43.7575,67.2244,84.2196,64.448,52.2892,48.7922,43.135,35.4053,18.138,8.31922,5.43318,10.9238,15.2372,28.2893,42.1537,49.4855,65.8052,83.2989,93.7992,103.547,110.439,88.4743,76.6712,68.1715,62.3699,52.8069,35.015,28.8458,36.7115,50.8778,55.9887,67.5712,63.9003,67.2952,73.2307,85.2752,84.5837,71.1065,67.4117,72.9354,83.2364,85.1584,79.9729,75.9502,96.308,98.667,90.5112,74.413,62.6744,53.2313,57.5196,42.9135,50.7827,53.1093,84.0705,85.9624,81.7436,88.2199,81.6881,78.19,67.5255
81.6914,90.3785,124.329,147.285,124.629,72.3928,40.825,64.0258,96.4677,80.0386,62.8258,56.6015,41.8834,33.0017,23.328,11.898,7.96806,13.4701,18.1072,31.6387,46.7038,55.1249,71.4928,90.0135,100.419,111.655,115.15,88.4671,78.2843,71.9848,64.5989,52.7132,35.7976,29.7184,40.0371,57.3599,60.3245,72.0893,67.3505,68.7731,71.6979,80.4066,84.2263,74.5843,71.8141,79.5843,89.5764,88.7006,82.6103,79.1406,95.4474,95.8314,90.3192,70.1539,57.9863,51.8882,58.7031,42.6111,49.3094,51.5459,81.4048,86.8094,79.0232,79.0611,64.7865,58.9675,50.8649
75.377,89.3964,123.001,147.529,125.299,72.3007,43.0485,62.1079,86.068,69.4937,57.4632,53.435,46.7693,38.4533,23.2066,11.6222,7.19114,10.465,13.9459,26.2687,39.0851,43.2773,58.4366,74.8049,83.3065,94.0413,101.9,82.7554,70.5895,62.6757,55.7451,46.8071,30.5885,26.2059,35.8925,52.8697,57.2363,68.4477,64.3021,67.669,74.2367,86.3686,86.6246,73.3219,69.9699,76.0444,83.5257,80.1233,74.2882,72.8003,90.1558,86.5093,81.4514,65.4443,54.249,49.1496,57.6222,43.5574,52.1821,54.4147,85.407,91.3247,86.5993,91.0044,81.9023,80.693,74.6634
97.5316,124.877,165.525,184.802,138.371,77.336,46.7183,55.8838,76.2646,78.1088,66.6798,64.8929,53.5419,40.8207,22.4038,13.6272,4.87194,9.19447,15.0281,27.3092,40.8332,45.154,59.9957,79.5348,89.5834,105.698,116.509,90.9794,75.9539,64.6065,58.6404,48.5125,30.7135,29.0087,40.6386,56.5353,60.2219,71.3669,69.1188,74.902,78.2803,86.1867,87.757,74.731,72.2255,80.1882,88.5736,89.0445,83.2847,77.8886,93.9369,93.3495,82.7781,67.8732,60.6888,53.817,60.7807,46.7465,54.714,54.5236,83.6903,89.3986,79.7119,78.0278,66.9709,61.3111,55.0301
101.229,113.359,137.939,167.477,139.833,72.1137,39.552,63.4365,85.7978,77.1845,68.3541,70.8202,49.3817,31.2977,24.5435,16.525,5.39637,9.43962,14.3709,25.7906,37.3192,43.5616,60.6636,77.511,85.5213,99.8354,110.197,86.1106,75.0041,66.338,59.8327,48.9745,32.9587,30.1671,39.2569,53.6749,60.3709,74.2023,71.3888,76.1435,81.4385,93.7645,95.744,80.4346,75.7012,80.8547,87.688,87.1585,80.9255,77.2663,92.2592,93.3144,88.5683,71.8079,65.0716,57.5607,62.566,47.0729,55.3894,56.9739,87.5642,90.1674,80.5587,82.382,67.7816,59.5585,47.9132
102.971,111.445,141.661,177.858,144.085,77.3164,48.4916,67.6252,86.7561,82.4763,78.045,69.2786,49.009,41.9929,31.7056,23.8541,9.83541,11.3153,15.4078,26.6108,40.0761,48.8799,64.4505,81.6253,91.9097,104.91,111.262,86.3139,74.303,65.02,56.5776,46.1001,29.366,25.8366,36.6268,52.4482,55.0556,66.2984,65.2042,70.9157,75.4099,83.6447,86.0566,76.5869,74.3215,83.015,91.9135,91.1706,85.2967,82.015,97.9067,95.9028,88.861,72.3955,62.9535,54.1979,64.4086,48.2438,53.9342,54.6515,83.5645,86.5244,81.9205,87.1537,70.0339,58.0914,42.5376
100.555,123.096,156.178,174.386,153.446,93.0308,58.5971,69.1354,88.2613,89.3461,65.0467,53.5145,52.9595,47.0876,27.2854,13.3903,4.45506,7.57573,13.7899,26.991,40.0202,45.0366,60.1483,79.8518,91.821,104.819,115.813,96.5738,80.5531,68.3936,59.336,47.7112,30.3,25.9544,36.7268,53.8399,56.9234,66.5896,64.7786,70.1715,73.9282,84.6948,85.9904,74.4356,71.6403,78.5773,86.267,85.1957,78.7895,75.6323,93.3949,96.4875,89.2934,72.5765,59.8396,51.6477,60.2231,45.9659,54.4462,56.6724,87.9422,91.1899,84.5382,86.6628,70.3167,63.646,52.5302
103.596,118.798,142.419,172.415,145.409,92.7293,66.1224,74.2799,89.32,83.7347,63.0654,62.1914,56.3543,42.1716,23.1152,16.22,9.08011,9.5775,13.2608,27.5077,42.5394,49.6373,64.3372,81.5582,89.4918,98.5418,104.142,83.8485,72.5447,65.0004,59.5977,49.593,30.9296,26.3074,39.8001,59.0633,62.754,73.1139,70.0981,73.8149,78.6589,89.4792,89.1728,74.6889,70.2909,81.566,93.5623,90.5132,82.6328,79.8073,101.636,101.274,92.1521,73.4567,62.658,54.0861,58.7521,43.7534,52.7012,51.5491,77.3533,82.9587,74.6647,76.6101,64.5103,56.5916,43.2409
100.242,108.359,149.38,182.19,139.926,80.4068,48.4019,66.7987,84.0849,68.1799,60.7108,65.4533,49.6262,36.8093,24.071,14.0902,6.60255,10.5289,16.2637,31.9978,42.3935,45.4234,61.8369,79.9896,89.0275,100.901,108.873,86.4457,72.6374,63.5866,55.1877,45.085,31.0405,27.0559,38.4492,56.2326,61.7834,77.6342,74.2764,77.9984,80.8009,89.2165,88.3588,76.0886,72.8949,78.8895,86.1472,83.4217,77.8373,73.2952,92.391,94.9068,89.4487,73.6124,64.2107,58.1248,67.163,51.7583,59.2658,55.6504,81.4777,88.1263,81.3618,85.3656,70.8499,61.6854,52.2077
