"M_1951","M_1952","M_1953","M_1954","M_1955","M_1956","M_1957","M_1958","M_1959","M_1960","M_1961","M_1962","M_1963","M_1964","M_1965","M_1966","M_1967","M_1968","M_1969","M_1970","M_1971","M_1972","M_1973","M_1974","M_1975","M_1976","M_1977","M_1978","M_1979","M_1980","M_1981","M_1982","M_1983","M_1984","M_1985","M_1986","M_1987","M_1988","M_1989","M_1990","M_1991","M_1992","M_1993","M_1994","M_1995","M_1996","M_1997","M_1998","M_1999","M_2000","M_2001","M_2002","M_2003","M_2004","M_2005","M_2006","M_2007","M_2008","M_2009","M_2010","M_2011","M_2012","M_2013","M_2014","M_2015","M_2016","M_2017"
0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748,0.623748
0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251,0.601251
0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997,0.611997
0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802,0.607802
0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909,0.623909
0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029,0.614029
0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331,0.587331
0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883,0.619883
0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258,0.606258
0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769,0.630769
0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602,0.619602
0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039,0.60039
0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042,0.621042
0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921,0.588921
0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609
0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401,0.622401
0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491,0.618491
0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646,0.61646
0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447,0.628447
0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124,0.618124
0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734,0.618734
0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265,0.590265
0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931,0.628931
0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281,0.636281
0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319,0.622319
0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488,0.59488
0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377,0.609377
0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298,0.615298
0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739,0.610739
