"SimFolder","Scenario","Procedure","Period","t1","t2","statistic","value"
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pObj3",0.782666666666667
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pHealthy",0.837333333333333
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"t1Trend",68
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"trendPeriod",10
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"avgExpSlope",-0.0555681528828076
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"trendDec",83
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"trendInc",17
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"obsPdecline",0.83
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pDecline",0.375699058621799
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pGTlrp",0.833333333333333
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pGTtarg",0.266666666666667
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"t1AvgCatch",25.9724726716928
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"t1AvgDep",0.873244244859349
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"pObj4",-999
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medProbGt.75B0",0.266666666666667
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1ProbGt.75B0",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2ProbGt.75B0",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medProbGt.3B0",0.833333333333333
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1ProbGt.3B0",0.196666666666667
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2ProbGt.3B0",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medProbGt.6B0",0.4
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1ProbGt.6B0",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2ProbGt.6B0",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medProbGtLTA",0.6
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1ProbGtLTA",0.0666666666666667
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2ProbGtLTA",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medProbGtrefB",0.4
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1ProbGtrefB",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2ProbGtrefB",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"medPropClosure",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q1PropClosure",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"Q2PropClosure",0.4
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Med",68,82,"minProbBtGt.3B0",0.55
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medAvgDep",0.550840699097368
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1AvgDep",0.188718149142247
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2AvgDep",1.86616738963913
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medFinalDep",0.286304139422884
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1FinalDep",0.0985853175837982
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2FinalDep",0.939245073295521
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medLowDep",0.173192167505958
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1LowDep",0.0605177286865507
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2LowDep",0.471749433159184
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medAAV",25.475288423618
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1AAV",3.70008066991941
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2AAV",61.4032504844382
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medAvgCatch",19.6823292935655
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1AvgCatch",8.82556722566625
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2AvgCatch",28.8651626285235
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medLowCatch",0.135297475827113
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1LowCatch",0.117746885341406
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2LowCatch",18.3132719776618
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medHighCatch",30.0259718294648
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1HighCatch",29.940086158948
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2HighCatch",30.0784223202812
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medAvgDiscard",-999
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1AvgDiscard",-999
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2AvgDiscard",-999
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"criticalP",0.346
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"cautiousP",0.2085
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"healthyP",0.4455
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"yearAtTargetProb",45
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"probAtTargetYear",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"targetAtYearProb",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"probGteDepMSY",0.7505
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"probGteLimit",0.654
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pObj1",0.9555
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pObj3",0.7505
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pHealthy",0.817
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"t1Trend",68
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"trendPeriod",10
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"avgExpSlope",-0.0547228329516089
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"trendDec",94
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"trendInc",6
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"obsPdecline",0.94
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pDecline",0.375699058621799
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pGTlrp",0.7
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pGTtarg",0.2
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"t1AvgCatch",25.9724726716928
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"t1AvgDep",0.873244244859349
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"pObj4",-999
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medProbGt.75B0",0.2
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1ProbGt.75B0",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2ProbGt.75B0",0.95
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medProbGt.3B0",0.7
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1ProbGt.3B0",0.1975
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2ProbGt.3B0",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medProbGt.6B0",0.35
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1ProbGt.6B0",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2ProbGt.6B0",0.9525
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medProbGtLTA",0.5
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1ProbGtLTA",0.05
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2ProbGtLTA",1
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medProbGtrefB",0.325
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1ProbGtrefB",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2ProbGtrefB",0.9525
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"medPropClosure",0.05
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q1PropClosure",0
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"Q2PropClosure",0.4
"sim050620181117308","SOG_DDM","HS30-60_HR.2_cap30","Long",68,87,"minProbBtGt.3B0",0.46
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medAvgDep",0.548603769687056
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1AvgDep",0.113667191146664
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2AvgDep",2.14365994057539
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medFinalDep",0.251279087490423
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1FinalDep",0.0407889439009132
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2FinalDep",1.80171042742634
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medLowDep",0.216383090438315
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1LowDep",0.0305724066638242
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2LowDep",0.704053353480505
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medAAV",30.4526929500879
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1AAV",17.6624606201527
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2AAV",59.0591935497696
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medAvgCatch",26.3222714490885
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1AvgCatch",11.766460423401
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2AvgCatch",52.7965454402992
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medLowCatch",11.2313729152055
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1LowCatch",0.0957232718106675
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2LowCatch",25.6306814623027
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medHighCatch",46.3544033374631
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1HighCatch",30.5187145439783
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2HighCatch",88.6302406366157
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medAvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"criticalP",0.328
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"cautiousP",0.209
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"healthyP",0.463
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"yearAtTargetProb",45
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"probAtTargetYear",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"targetAtYearProb",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"probGteDepMSY",0.738
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"probGteLimit",0.672
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pObj1",0.878
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pObj3",0.75
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pHealthy",0.798
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"t1Trend",68
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"trendPeriod",10
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"avgExpSlope",-0.127592228288504
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"trendDec",89
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"trendInc",11
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"obsPdecline",0.89
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pDecline",0.380706169041124
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pGTlrp",0.8
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pGTtarg",0.2
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"t1AvgCatch",25.9271875909652
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"t1AvgDep",0.891655538021173
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"pObj4",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medProbGt.75B0",0.2
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1ProbGt.75B0",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2ProbGt.75B0",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medProbGt.3B0",0.8
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1ProbGt.3B0",0.1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2ProbGt.3B0",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medProbGt.6B0",0.35
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1ProbGt.6B0",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2ProbGt.6B0",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medProbGtLTA",0.7
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1ProbGtLTA",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2ProbGtLTA",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medProbGtrefB",0.35
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1ProbGtrefB",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2ProbGtrefB",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"medPropClosure",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q1PropClosure",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"Q2PropClosure",0.205
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Short",68,77,"minProbBtGt.3B0",0.45
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medAvgDep",0.458360492051979
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1AvgDep",0.105236489140937
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2AvgDep",1.69765551434094
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medFinalDep",0.188305695433889
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1FinalDep",0.027817263021581
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2FinalDep",1.01698745745528
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medLowDep",0.10633989814502
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1LowDep",0.0169637949023071
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2LowDep",0.36955248650822
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medAAV",32.7310659949672
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1AAV",19.0109242297869
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2AAV",62.5077390746448
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medAvgCatch",23.1517010263852
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1AvgCatch",9.70028578600751
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2AvgCatch",45.2248931342862
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medLowCatch",7.24648045915453
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1LowCatch",0.0571031924665166
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2LowCatch",16.7258506381121
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medHighCatch",46.9497069696117
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1HighCatch",30.9477439475526
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2HighCatch",89.3920619740044
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medAvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"criticalP",0.432
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"cautiousP",0.196
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"healthyP",0.372
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"yearAtTargetProb",45
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"probAtTargetYear",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"targetAtYearProb",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"probGteDepMSY",0.644
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"probGteLimit",0.568
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pObj1",0.841333333333333
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pObj3",0.654
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pHealthy",0.708
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"t1Trend",68
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"trendPeriod",10
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"avgExpSlope",-0.104623781820309
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"trendDec",93
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"trendInc",7
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"obsPdecline",0.93
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pDecline",0.380706169041124
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pGTlrp",0.633333333333333
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pGTtarg",0.133333333333333
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"t1AvgCatch",25.9271875909652
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"t1AvgDep",0.891655538021173
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"pObj4",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medProbGt.75B0",0.133333333333333
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1ProbGt.75B0",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2ProbGt.75B0",0.936666666666667
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medProbGt.3B0",0.633333333333333
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1ProbGt.3B0",0.0666666666666667
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2ProbGt.3B0",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medProbGt.6B0",0.266666666666667
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1ProbGt.6B0",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2ProbGt.6B0",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medProbGtLTA",0.5
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1ProbGtLTA",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2ProbGtLTA",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medProbGtrefB",0.266666666666667
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1ProbGtrefB",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2ProbGtrefB",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"medPropClosure",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q1PropClosure",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"Q2PropClosure",0.4
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Med",68,82,"minProbBtGt.3B0",0.33
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medAvgDep",0.399407295339292
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1AvgDep",0.100332259271992
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2AvgDep",1.35533236948839
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medFinalDep",0.150781226918204
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1FinalDep",0.00998452460076332
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2FinalDep",0.552544938686435
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medLowDep",0.0650230642864733
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1LowDep",0.0065737415700418
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2LowDep",0.212057063028137
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medAAV",34.2659578886901
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1AAV",20.5704342694466
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2AAV",65.5914802785575
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medAvgCatch",21.2134474053942
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1AvgCatch",8.59698589486984
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2AvgCatch",49.2562284708416
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medLowCatch",5.81236902480437
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1LowCatch",0.0301163858618416
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2LowCatch",12.6733063180042
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medHighCatch",47.2920780510097
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1HighCatch",30.9477439475526
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2HighCatch",89.7733616094458
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"medAvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q1AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"Q2AvgDiscard",-999
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"criticalP",0.5
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"cautiousP",0.1885
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"healthyP",0.3115
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"yearAtTargetProb",45
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"probAtTargetYear",0
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"targetAtYearProb",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"probGteDepMSY",0.574
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"probGteLimit",0.5
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"pObj1",0.812
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"pObj3",0.584
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"pHealthy",0.6445
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"t1Trend",68
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"trendPeriod",10
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"avgExpSlope",-0.0959802303895441
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"trendDec",99
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"trendInc",1
"sim050620181117371","SOG_DDM","minE21.2_HR.2","Long",68,87,"obsPdecline",0.99
