"SimFolder","Scenario","Procedure","Period","t1","t2","statistic","value"
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medAvgDep",0.960588335291122
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1AvgDep",0.321521793298088
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2AvgDep",3.614356050909
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medFinalDep",0.898141981367719
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1FinalDep",0.180139785853111
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2FinalDep",4.90782990291883
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medLowDep",0.654604704177388
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1LowDep",0.252557809264602
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2LowDep",1.45250173851876
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medAAV",1853.96311621263
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1AAV",1729.50142420657
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2AAV",1956.84875817198
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medAvgCatch",0.135378088361844
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1AvgCatch",0.135058374254883
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2AvgCatch",0.135705958575646
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medLowCatch",0.135262537445914
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1LowCatch",0.1349934763647
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2LowCatch",0.1355571816666
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medHighCatch",0.135473688915111
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1HighCatch",0.135228467472471
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2HighCatch",0.135745908215545
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medAvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"criticalP",0.058
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"cautiousP",0.156
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"healthyP",0.786
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"yearAtTargetProb",45
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"probAtTargetYear",0
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"targetAtYearProb",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"probGteDepMSY",0.967
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"probGteLimit",0.942
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pObj1",0.997
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pObj3",0.971
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pHealthy",0.985
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"t1Trend",68
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"trendPeriod",10
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"avgExpSlope",-0.0060838518649675
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"trendDec",56
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"trendInc",44
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"obsPdecline",0.56
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pDecline",0.490859841843905
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pGTlrp",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pGTtarg",0.9
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"t1AvgCatch",0.135408781505216
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"t1AvgDep",1.01562485163334
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"pObj4",-999
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medProbGt.75B0",0.9
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1ProbGt.75B0",0
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2ProbGt.75B0",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1ProbGt.3B0",0.595
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2ProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medProbGt.6B0",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1ProbGt.6B0",0
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2ProbGt.6B0",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medProbGtLTA",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1ProbGtLTA",0.295
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2ProbGtLTA",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medProbGtrefB",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1ProbGtrefB",0.195
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2ProbGtrefB",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"medPropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q1PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"Q2PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Short",68,77,"minProbBtGt.3B0",0.9
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medAvgDep",0.881468005342879
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1AvgDep",0.360088722240784
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2AvgDep",3.6677204254647
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medFinalDep",0.709083482900221
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1FinalDep",0.21000792480855
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2FinalDep",2.88738707062638
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medLowDep",0.533712404791678
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1LowDep",0.20073021581202
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2LowDep",1.37985879444772
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medAAV",1236.1668748708
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1AAV",1153.28190869058
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2AAV",1304.83134342282
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medAvgCatch",0.135352390671035
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1AvgCatch",0.135069472580075
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2AvgCatch",0.135663872125871
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medLowCatch",0.135204545164994
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1LowCatch",0.134982212223986
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2LowCatch",0.13544807894553
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medHighCatch",0.135473688915111
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1HighCatch",0.135243257839377
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2HighCatch",0.135745908215545
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medAvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"criticalP",0.0833333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"cautiousP",0.167333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"healthyP",0.749333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"yearAtTargetProb",45
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"probAtTargetYear",0
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"targetAtYearProb",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"probGteDepMSY",0.953333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"probGteLimit",0.916666666666667
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pObj1",0.998
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pObj3",0.952666666666667
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pHealthy",0.979333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"t1Trend",68
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"trendPeriod",10
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"avgExpSlope",-0.0197288224150283
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"trendDec",68
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"trendInc",32
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"obsPdecline",0.68
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pDecline",0.490859841843905
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pGTlrp",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pGTtarg",0.733333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"t1AvgCatch",0.135408781505216
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"t1AvgDep",1.01562485163334
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"pObj4",-999
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medProbGt.75B0",0.733333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1ProbGt.75B0",0
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2ProbGt.75B0",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1ProbGt.3B0",0.466666666666667
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2ProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medProbGt.6B0",0.9
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1ProbGt.6B0",0.0666666666666667
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2ProbGt.6B0",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medProbGtLTA",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1ProbGtLTA",0.263333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2ProbGtLTA",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medProbGtrefB",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1ProbGtrefB",0.133333333333333
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2ProbGtrefB",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"medPropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q1PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"Q2PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Med",68,82,"minProbBtGt.3B0",0.85
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medAvgDep",0.807515377402734
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1AvgDep",0.376697959916951
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2AvgDep",3.19050697740093
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medFinalDep",0.579378484022607
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1FinalDep",0.181970725272351
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2FinalDep",1.50265342261244
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medLowDep",0.426423659942758
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1LowDep",0.183181498826625
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2LowDep",1.16133056610627
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medAAV",927.227940077651
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1AAV",865.082463277382
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2AAV",978.860378414137
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medAvgCatch",0.135325209307911
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1AvgCatch",0.135076760277909
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2AvgCatch",0.135594050349888
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medLowCatch",0.13515978075136
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1LowCatch",0.134957827186364
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2LowCatch",0.13533036751679
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medHighCatch",0.135473688915111
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1HighCatch",0.135247110851391
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2HighCatch",0.135745908215545
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medAvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2AvgDiscard",-999
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"criticalP",0.1015
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"cautiousP",0.1815
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"healthyP",0.717
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"yearAtTargetProb",45
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"probAtTargetYear",0
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"targetAtYearProb",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"probGteDepMSY",0.943
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"probGteLimit",0.8985
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pObj1",0.9985
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pObj3",0.9435
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pHealthy",0.974
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"t1Trend",68
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"trendPeriod",10
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"avgExpSlope",-0.0257044603085337
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"trendDec",83
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"trendInc",17
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"obsPdecline",0.83
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pDecline",0.490859841843905
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pGTlrp",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pGTtarg",0.55
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"t1AvgCatch",0.135408781505216
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"t1AvgDep",1.01562485163334
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"pObj4",-999
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medProbGt.75B0",0.55
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1ProbGt.75B0",0
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2ProbGt.75B0",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1ProbGt.3B0",0.4
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2ProbGt.3B0",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medProbGt.6B0",0.8
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1ProbGt.6B0",0.05
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2ProbGt.6B0",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medProbGtLTA",0.95
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1ProbGtLTA",0.2
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2ProbGtLTA",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medProbGtrefB",0.85
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1ProbGtrefB",0.1475
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2ProbGtrefB",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"medPropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q1PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"Q2PropClosure",1
"sim0306201822425320","SOG_DIM","NoFish","Long",68,87,"minProbBtGt.3B0",0.8
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medAvgDep",1.0640933372302
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1AvgDep",0.410709604925947
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2AvgDep",2.92680001584078
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medFinalDep",1.09899896180991
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1FinalDep",0.211938641152484
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2FinalDep",3.16427419864112
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medLowDep",0.790273761186031
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1LowDep",0.241775904159365
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2LowDep",1.56092574845961
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medAAV",1852.121653788
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1AAV",1749.03779364179
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2AAV",1978.41625344966
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medAvgCatch",0.135396262364044
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1AvgCatch",0.135086235410811
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2AvgCatch",0.135685736170739
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medLowCatch",0.135279842180034
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1LowCatch",0.135002368526663
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2LowCatch",0.135554742427744
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medHighCatch",0.135505802680559
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1HighCatch",0.135240475993252
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2HighCatch",0.135746291896243
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medAvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"criticalP",0.058
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"cautiousP",0.107
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"healthyP",0.835
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"yearAtTargetProb",45
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"probAtTargetYear",0
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"targetAtYearProb",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"probGteDepMSY",0.965
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"probGteLimit",0.942
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pObj1",0.994
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pObj3",0.958
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pHealthy",0.976
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"t1Trend",68
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"trendPeriod",10
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"avgExpSlope",-0.00869655144669558
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"trendDec",45
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"trendInc",55
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"obsPdecline",0.45
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pDecline",0.5
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pGTlrp",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pGTtarg",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"t1AvgCatch",0.135444471540854
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"t1AvgDep",1.05276137747901
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"pObj4",-999
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medProbGt.75B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1ProbGt.75B0",0
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2ProbGt.75B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1ProbGt.3B0",0.5
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2ProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medProbGt.6B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1ProbGt.6B0",0.1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2ProbGt.6B0",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1ProbGtLTA",0.3
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2ProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medProbGtrefB",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1ProbGtrefB",0.2
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2ProbGtrefB",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"medPropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q1PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"Q2PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Short",68,77,"minProbBtGt.3B0",0.85
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medAvgDep",1.07932264195393
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1AvgDep",0.345192081432512
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2AvgDep",2.96112114061855
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medFinalDep",0.807224805581365
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1FinalDep",0.211206241642702
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2FinalDep",2.71148010633719
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medLowDep",0.668699144807032
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1LowDep",0.181118567021571
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2LowDep",1.33006257529123
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medAAV",1235.16293802377
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1AAV",1166.54364403726
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2AAV",1319.15885529997
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medAvgCatch",0.135367211601359
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1AvgCatch",0.135073335157815
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2AvgCatch",0.135637481657334
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medLowCatch",0.135200783332511
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1LowCatch",0.13498042756592
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2LowCatch",0.135416490176322
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medHighCatch",0.135505802680559
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1HighCatch",0.13525088384109
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2HighCatch",0.135746291896243
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medAvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"criticalP",0.0833333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"cautiousP",0.128666666666667
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"healthyP",0.788
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"yearAtTargetProb",45
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"probAtTargetYear",0
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"targetAtYearProb",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"probGteDepMSY",0.943333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"probGteLimit",0.916666666666667
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pObj1",0.991333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pObj3",0.938
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pHealthy",0.963333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"t1Trend",68
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"trendPeriod",10
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"avgExpSlope",-0.0168297334094451
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"trendDec",62
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"trendInc",38
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"obsPdecline",0.62
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pDecline",0.5
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pGTlrp",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pGTtarg",0.866666666666667
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"t1AvgCatch",0.135444471540854
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"t1AvgDep",1.05276137747901
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"pObj4",-999
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medProbGt.75B0",0.866666666666667
