"R_1951","R_1952","R_1953","R_1954","R_1955","R_1956","R_1957","R_1958","R_1959","R_1960","R_1961","R_1962","R_1963","R_1964","R_1965","R_1966","R_1967","R_1968","R_1969","R_1970","R_1971","R_1972","R_1973","R_1974","R_1975","R_1976","R_1977","R_1978","R_1979","R_1980","R_1981","R_1982","R_1983","R_1984","R_1985","R_1986","R_1987","R_1988","R_1989","R_1990","R_1991","R_1992","R_1993","R_1994","R_1995","R_1996","R_1997","R_1998","R_1999","R_2000","R_2001","R_2002","R_2003","R_2004","R_2005","R_2006","R_2007","R_2008","R_2009","R_2010","R_2011","R_2012","R_2013","R_2014","R_2015","R_2016","R_2017","R_2018"
1025.98,1110.68,1805.28,1450.86,754.614,466.388,487.481,1054.06,800.508,608.458,1251.14,1118.27,1538.36,1002.86,490.473,649.664,1352.82,357.476,631.679,756.119,525.181,473.477,573.146,869.904,545.092,1096.63,841.231,478.801,761.731,663.327,684.383,572.578,437.432,838.758,1452.52,671.787,1927.9,600.05,1593.19,817.631,1865.61,1417.75,1965.85,794.461,1242.42,2213.9,1927.14,858.969,1172.82,1579.78,1737.84,1770.2,977.66,1116.26,1029.48,1677.6,442.705,1831.7,369.945,2217,1261.86,757.65,1374.21,1626.34,1424.18,1856.78,2009.72,1103.92
887.496,1152.05,1791.19,1233.18,859.465,491.36,594.12,1115.36,991.779,544.659,1404.81,1336.53,1255.32,908.357,586.813,690.843,354.942,181.197,888.938,1123.12,831.72,865.807,920.729,1162.24,695.15,941.185,688.778,338.632,520.016,443.612,537.404,347.548,319.38,574.759,1063.05,589.167,1699.12,550.9,1400.68,777.754,1947.51,1355.41,2059.29,857.722,1584.76,2341.57,2414.33,1059.9,1807.41,2226.05,2224.14,2107.37,1537.94,1313.94,1130.55,1765.37,408.262,1759.07,324.567,2002.11,979.319,627.072,1023.15,1001.31,1051.55,1188.02,1770.68,1180.19
1093.66,1133.19,1939.1,1648.64,773.69,550.776,701.572,1078.15,1010.83,637.353,1251.31,1398.45,1556.1,786.52,916.677,586.541,1641.85,466.458,1378.36,1177.06,878.911,748.695,681.026,922.905,534.157,870.009,599.339,298.441,499.99,354.42,401.507,280.268,252.448,483.75,1011.05,550.692,1675.91,528.579,1541.99,878.132,2365.17,1505.37,1995.35,944.027,1880.91,2545.14,2308.96,1106.44,1506.06,1979.7,2009.43,2158.55,1639.52,1421.39,1240.8,2187.41,443.417,2139.54,379.432,2099.96,1375.69,727.334,1134.8,1054.1,1171.19,1319.78,1758.97,976.366
1831.93,1015.05,1486.55,1498.91,672.967,536.172,550.352,863.177,977.34,631.114,1219.94,912.913,2201.18,668.023,612.655,1298.32,1712.05,661.801,1515.45,1384.65,730.588,560.38,504.377,720.43,473.144,748.476,523.141,304.281,447.747,428.099,361.837,318.835,256.648,437.404,852.383,371.532,1332.11,416.766,1140.75,720.694,1959.87,1517.29,2422.97,1031.22,2025.7,2452.27,2321.53,930.402,1327.3,1450.64,1558.16,1847.57,1277.15,1286.78,1300.27,2055.08,757.738,2133.08,417.45,2419.05,1477.72,837.057,1494.82,1247.56,1404.02,1808.78,2056.97,1470.23
878.69,645.25,1490.85,1209.11,792.333,399.795,386.881,932.326,895.36,598.675,1106.23,796.69,1883.25,597.083,749.298,809.251,985.445,237.596,908.405,842.629,670.755,631.392,640.388,977.369,624.143,1076.38,755.026,507.136,810.245,644.231,575.892,450.131,361.964,611.925,1032.27,583.081,1542.81,635.496,1364.48,937.127,2047.44,1430.57,1994.82,809.306,1495.81,2084.53,1923.07,799.589,1064.5,1340.99,1586.6,1745.25,1163.46,1210.47,1166.81,2091.78,653.753,1775.07,363.184,2031.88,1185.58,562.551,1240.47,1022.16,1363.12,1826.27,2466.66,1124.43
1085.4,890.781,1212.14,1209.5,771.975,532.215,590.225,889.218,1169.53,564.235,1457.03,1109.01,1488.56,743.77,758.151,634.958,672.35,250.82,742.519,839.47,616.941,557.591,651.527,901.564,589.242,940.378,739.511,415.357,742.877,596.89,638.604,595.73,536.268,719.31,1335.76,651.512,1656.04,541.552,1276.12,891.296,2256.68,1623.78,2297.57,1117.59,2168.77,2876.8,2697.39,1081.1,1520.81,1506.25,1753.92,1762.26,1059.44,1013.49,1028.46,1610.72,406.72,1619.53,310.714,2090.4,1143.48,600.413,1123.68,1343.19,959.051,1432.47,2411.03,1027.68
1298.22,1246.8,1858.68,988.127,731.597,441.411,866.208,1151.26,985.403,682.703,1437.18,1291.18,1562.56,848.237,402.956,652.83,524.27,301.18,961.552,1360.38,1050.93,1033.18,1025.75,1120.29,717.99,1068.68,705.405,350.325,676.654,553.482,577.274,508.004,455.064,893.78,1567.7,767.948,1916.87,512.031,1456.48,881.581,2074.3,1587.18,1977.54,887.716,1802.82,2690.57,2859.47,1185.86,1601.76,2008.61,1944.26,1818,1101.61,959.071,845.882,1432.08,483.213,1578.07,285.72,2165.5,1507.97,719.505,1332.03,1291.46,1278.76,1587.8,2063.13,612.006
1416.42,993.179,1602.65,1238.66,615.545,384.039,681.198,971.689,885.564,421.585,1350.83,1144.48,1884.01,1096.76,538.553,749.097,542.394,115.212,538.94,618.33,518.619,579.731,553.909,989.383,669.501,1071,949.284,515.765,870.97,686.379,676.161,620.783,451.073,891.339,1479.92,872.17,1958.77,587.69,1279.93,729.332,1934.98,1409.11,1666.88,834.147,1758.24,2776.19,2388.37,1268.13,1596.87,2219.69,2350.94,2225.48,1239.79,1147.96,926.279,1699.78,362.333,1498.33,359.884,1807.16,1317.64,528.698,1069.92,1146.31,1353.17,1501.8,2390.93,917.117
1240.98,1224.34,1791.11,1471.85,658.082,435.685,604.055,1125.69,1177.76,491.646,1182.68,1266.49,1452.48,769.727,320.718,848.547,327.625,181.452,960.925,1201.33,914.525,868.252,900.151,1121.35,691.114,1069.72,784.279,432.276,810.558,668.794,834.371,637.738,589.485,1082.41,1651.25,935.637,2100.78,499.221,1383.56,755.817,1873.04,1695.51,2283.95,1193.64,1993.17,3091.6,2996.02,1251.73,1538.22,2053.15,1832.13,2047.5,1110.19,1132.91,1077.27,2078.18,454.158,1626.14,328.483,1882.58,1207.84,514.443,1047.24,1029.58,861.96,1124.14,1634.54,733.022
837.031,902.063,1256.23,1290.57,705.911,477.541,431.679,1054.08,1148.43,443.543,1173.26,986.194,1333.34,759.05,358.604,524.653,426.178,235.39,743.062,848.672,676.431,667.017,764.828,885.681,484.371,876.565,559.622,320.835,510.519,464.335,522.88,449.779,353.343,635.967,1385.7,766.891,2018.98,637.937,1362.99,814.662,2067.18,1366.32,1798.84,774.095,1425,2240.14,2145.22,855.532,1294.43,1645.66,2136.7,2083.54,1352.55,1433.24,1127.09,1914.16,581.769,1674.68,319.05,1863.17,1159.31,609.992,1385.31,1163.41,1346.9,1582.5,1942,1048.8
1048.4,1366.14,1599.07,1353.97,696.275,546.14,464.957,792.42,1057.36,565.854,1267.74,1109.98,1336.17,792.256,387.678,347.138,972.31,262.891,649.877,655.038,600.335,503.061,582.751,796.363,559.696,948.536,705.282,387.366,688.402,586.392,567.998,487.523,459.726,748.674,1562.86,793.369,1934.59,630,1579.37,800.542,2251.79,1460.92,2070.1,875.545,1968.86,2615.55,2720.79,994.322,1250.21,1397.08,1773.58,1665.62,1134.22,1181.5,913.297,1589.16,455.188,1486.57,287.596,1636.55,952.46,613.176,1100.7,1370.64,1183.25,1644.81,1922.47,902.146
