rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017
779.336,415.889,504.715,660.781,709.415,860.949,803.205,451.43,960.212,424.852,1239.53,241.417,218.87,469.483,400.817,164.973,371.133,732.776,531.458,513.11,627.259,759.336,363.413,295.631,395.537,140.369,415.024,358.42,240.702,255.556,445.493,1005.9,1135.41,398.046,1471.55,290.061,277.427,178.466,524.306,267.315,289.699,150.654,238.772,1296.54,419.466,232.314,231.531,436.722,556.599,567.666,240.08,243.134,161.219,396.887,133.958,324.093,178.045,374.232,119.221,107.615,285.333,240.73,805.508,202.182,191.97
1026.48,378.988,547.932,705.674,594.615,787.204,705.847,437.756,800.175,437.696,663.17,305.984,166.037,638.247,558.903,123.418,728.12,1097.27,911.436,754.93,837.34,1072.49,417.441,297.012,539.026,170.949,524.274,384.657,271.712,233.375,511.494,998.877,1003.35,371.875,1549.59,335.608,285.081,191.452,432.805,354.964,388.598,179.053,253.344,1123.02,454.664,219.416,276.697,418.746,508.371,514.971,173.685,253.627,149.581,303.657,138.895,344.355,192.119,456.544,143.301,114.259,383.787,176.044,666.702,139.892,171.736
882.374,351.511,685.902,656.32,591.66,1049.54,522.908,457.995,1049.79,539.022,939.272,290.068,166.654,755.703,540.658,107.212,373.207,523.837,593.849,430.202,636.437,687.509,359.338,241.103,475.692,182.743,460.959,456.249,321.275,281.657,590.499,1122.87,1234.06,413.256,1452.76,273.159,272.324,156.548,385.851,325.608,288.571,136.383,229.818,1081.17,508.865,257.032,329.327,403.295,706.902,704.167,291.347,289.89,216.611,307.157,127.793,293.556,140.451,386.999,97.5935,102.007,308.928,237.366,796.247,163.716,181.205
902.075,260.605,468.645,427.134,433.879,873.956,629.71,489.671,1082.25,577.606,849.848,407.074,180.694,597.223,104.774,69.4889,248.774,477.128,437.834,469.113,651.729,888.876,411.386,296.63,539.872,176.269,472.336,438.417,244.442,219.634,415.214,1090.49,951.772,303.778,1347.59,272.307,233.752,163.135,469.11,322.863,223.181,109.431,185.907,953.883,351.35,192.23,267.255,426.371,592.081,426.087,282.807,291.959,159.663,281.032,104.297,209.803,109.309,280.382,82.8203,122.815,382.128,233.358,915.367,217.195,215.682
645.701,304.048,353.171,510.725,311.704,638.768,634.564,370.59,656.378,478.232,752.524,268.419,193.719,348.15,464.273,109.226,525.507,901.79,648.868,607.65,687.946,991.957,438.338,306.922,588.219,234.533,641.193,521.273,462.593,400.177,841.68,1530.64,1402.34,402.814,1359.56,307.939,309.936,210.172,570.626,365.691,360.84,186.214,318.17,1271.08,447.192,245.51,261.675,281.25,359.356,382.758,182.175,188.015,143.178,233.554,115.867,217.804,152.457,478.313,114.347,129.914,292.418,247.557,562.688,150.703,210.633
628.403,257.105,416.912,456.917,401.151,662.743,517.05,391.146,727.675,321.845,620.91,243.653,51.3158,432.956,287.803,52.6378,373.571,502.153,555.759,663.938,636.009,839.48,405.437,320.636,590.282,204.32,733.015,475.666,322.254,320.514,558.894,1053.1,989.754,378.986,1223.45,209.98,266.385,135.044,389.752,349.842,281.623,127.713,211.11,1179.73,439.961,279.146,353.949,509.052,558.797,521.397,248.034,276.544,213.383,394.328,165.707,262.35,168.632,471.665,119.493,118.849,273.322,167.027,634.412,234.183,344.157
561.736,206.021,276.847,415.135,328.268,735.374,558.632,459.291,592.914,347.642,868.868,379.995,118.132,414.43,128.628,168.486,399.375,637.538,603.975,625.185,754.087,1038.91,448.661,326.733,542.363,216.372,567.801,270.552,226.684,166.501,298.822,623.934,665.011,218.553,911.328,193.024,253.38,171.218,428.265,379.469,312.347,178.206,281.148,1204.76,432.64,228.28,237.018,298.046,524.408,438.493,250.729,232.964,191.026,331.16,171.283,339.335,196.67,566.224,146.324,113.264,344.545,206.122,740.554,183.393,218.255
601.891,260.218,392.11,495.335,429.003,795.408,737.104,421.527,1105.78,533.339,821.048,499.515,220.395,524.598,298.966,450.471,789.679,984.787,758.727,606.51,811.651,934.558,346.769,255.027,392.833,147.524,433.116,312.963,267.32,253.82,434.614,867.881,942.238,292.537,1233.21,213.122,274.075,177.337,492.652,356.377,377.044,193.006,248.002,1259.72,434.373,236.533,231.972,362.288,444.928,505.143,179.535,249.268,146.871,348.817,109.397,285.944,136.493,414.764,126.798,125.441,390.446,242.301,557.755,138.385,201.837
470.468,290.345,446.458,554.091,514.904,869.852,754.327,491.885,1160.74,373.199,1049.76,300.118,92.5223,732.605,182.18,244.101,443.209,646.934,604.52,546.678,610.702,989.675,355.695,303.002,480.656,229.05,684.061,396.398,359.711,364.526,487.433,1279.71,982.714,348.535,1559.06,289.326,339.653,181.781,597.717,391.841,330.96,219.31,266.661,1234.12,455.509,262.186,256.304,427.06,562.35,493.022,264.02,257.74,218.213,405.978,154.243,307.181,174.759,389.457,122.547,114.837,261.642,183.156,540.491,142.413,199.882
436.453,234.51,339.443,473.832,421.232,884.715,709.08,376.707,858.897,276.073,822.37,235.052,77.4906,193.392,575.688,80.5476,353.334,573.6,532.738,519.8,813.615,893.445,479.313,256.483,403.367,155.594,419.498,271.512,192.108,192.849,348.396,697.158,734.165,321.841,1123.27,218.619,204.03,123.986,304.521,274.261,228.919,126.691,170.505,749.878,385.838,192.108,258.476,387.249,544.555,546.151,305.696,292.365,225.985,436.798,207.054,335.582,199.026,477.913,107.637,132.426,340.017,251.532,706.397,152.123,189.095
434.95,264.544,515.799,421.367,515.152,913.85,562.574,510.759,811.889,395.871,922.722,240.869,133.646,294.595,199.772,181.208,470.133,738.052,551.339,575.102,753.774,983.815,449.343,256.687,382.579,162.253,342.319,309.568,225.32,211.253,405.313,829.401,1097.3,420.211,1730.2,348.305,394.076,287.134,704.984,424.489,352.205,157.05,245.016,1234.97,359.467,175.503,254.045,273.143,349.953,475.113,196.561,232.824,165.769,239.903,161.775,269.382,166.437,367.249,94.505,83.0256,185.815,109.119,459.209,118.485,185.834
633.376,392.922,560.829,515.606,552.963,857.839,701.81,473.01,856.395,459.313,684.472,336.088,111.41,500.24,279.633,263.511,794.134,927.161,702.504,741.203,695.06,1087.58,369.936,274.381,447.601,215.805,530.155,501.148,400.21,343.393,596.801,1083.09,1205.94,324.24,1070.38,186.319,215.863,141.378,406.796,302.414,284.446,136.953,229.551,1095.16,479.164,207.039,219.981,342.673,376.85,498.382,204.475,256.893,143.874,327.051,115.503,238.099,187.308,422.811,103.116,146.849,381.829,261.262,813.043,219.424,318.098
917.717,896.286,883.315,1123.16,807.234,1350.98,1141.04,853.991,1429.31,558.091,1420.44,402.196,127.832,1031.97,237.577,126.537,735.358,1040.39,788.149,633.595,1095.11,1162.71,517.447,430.571,760.799,216.744,845.381,590.002,467.453,413.545,966.833,1512.14,1321.06,400.442,1451.24,266.427,297.243,186.84,509.235,401.322,336.382,181.272,281.096,1602.66,515.055,344.875,420.984,623.773,774.371,678.799,291.894,355.787,255.93,412.47,133.015,313.34,122.963,295.155,70.7256,76.8831,247.587,180.593,634.456,151.946,178.59
1230.4,634.975,621.295,963.2,605.446,1209.22,700.527,690.195,1360.55,575.142,1354.82,509.251,235.131,728.207,690.451,181.436,497.996,930.801,677.086,542.988,639.799,1050.28,333.005,263.593,497.996,153.883,427.279,516.587,313.966,343.56,593.047,1167.56,1370.8,353.292,1631.74,293.952,303.698,205.024,465.774,326.735,235.692,147.816,260.846,1196.31,417.348,267.998,286.141,464.998,654.027,612.706,357.693,270.326,166.945,260.597,136.287,263.491,138.786,449.349,116.676,133.029,398.167,289.725,1156.55,205.939,434.594
861.739,371.345,520.029,881.129,462.632,1086.38,831.928,758.8,1228.09,509.17,1284.13,494.553,161.683,698.327,479.185,114.697,497.204,589.538,655.969,576.833,739.819,792.842,408.971,276.063,508.415,183.423,500.471,448.56,280.917,294.072,562.805,1125.32,1123.21,302.111,1405.72,236.541,243.388,167.638,501.989,365.444,259.364,161.769,242.531,1345.55,377.248,242.187,280.934,382.856,524.611,425.491,155.729,157.687,84.4155,172.623,119.938,233.957,132.14,369.539,107.856,136.906,321.232,246.053,1345,199.632,385.747
774.632,371.764,403.777,449.315,462.037,841.617,613.97,438.472,643.468,344.932,551.396,205.584,186.143,301.363,209.524,129.293,366.197,559.426,592.212,508.636,521.884,858.54,402.765,236.757,465.476,152.563,425.152,363.54,209.34,230.114,401.148,912.288,1250.18,327.498,1561.02,280.827,357.282,214.814,529.575,341.808,258.083,138.451,188.644,885.616,311.013,202.558,182.796,348.126,463.973,459.628,259.571,279.694,232.974,395.311,198.607,340.729,160.751,485.615,95.904,92.1076,201.217,142.457,641.639,134.72,221.286
956.468,410.576,490.218,712.364,517.805,962.275,567.371,428.833,994.967,442.308,727.962,148.851,128.025,377.862,289.585,108.262,315.294,596.878,609.908,600.29,779.846,920.801,452.841,348.495,560.646,232.647,662.378,503.898,324.022,286.034,456.895,1043.31,1227.7,329.853,1542.67,280.483,316.085,186.454,412.047,326.529,307.178,116.087,228.932,924.158,345.79,229.237,232.702,402.111,379.461,465.034,174.499,207.247,203.639,307.406,169.348,332.482,191.982,590.138,151.639,188.669,398.511,354.907,969.483,152.426,191.464
719.609,357.021,391.24,760.507,601.622,1211.76,711.438,461.704,946.651,430.981,774.756,221.913,82.2221,402.089,127.006,55.0742,209.911,432.884,437.064,452.25,483.138,654.071,286.416,204.705,345.509,126.36,465.085,335.485,336.547,322.407,693.802,1350.92,1397.74,377.159,1406.32,212.079,219.004,164.245,470.203,294.048,291.558,171.493,235.687,1059.98,365.427,233.693,232.105,406.098,370.617,401.1,250.058,251.346,169.577,335.382,160.43,391.753,169.571,463.517,95.9795,109.848,311.387,201.926,524.225,142.295,134.313
818.78,341.973,633.622,514.377,536.384,668.123,785.935,331.595,825.806,387.329,714.216,221.603,90.2213,562.315,331.411,272.546,645.111,898.784,651.482,686.637,671.457,895.971,356.267,265.841,396.489,148.325,400.755,342.597,266.941,252.303,467.502,1008.53,908.12,296.305,1173.63,207.643,275.005,171.304,389.101,307.919,298.293,161.928,269.817,1222.98,470.063,335.586,251.287,392.239,430.954,598.307,261.831,261.06,249.522,328.737,203.856,327.774,154.051,421.03,94.4145,135.305,349.061,220.652,723.195,194.715,294.268
697.463,322.113,443.207,650.635,602.147,958.674,842.15,429.572,1135.9,417.3,1109.31,249.609,92.1695,539.57,317.845,157.769,430.78,645.06,531.562,593.567,744.781,1076.94,374.08,299.467,518.163,210.517,589.018,354.528,299.625,228.775,479.074,960.022,1466.65,296.208,1591.02,287.976,308.517,185.657,572.384,340.253,299.667,183.353,257.682,1284.85,414.193,276.847,348.805,431.542,510.814,557.132,293.617,374.437,277.137,386.825,174.211,368.596,191.362,312.527,68.5171,104.003,313.239,171.09,820.102,247.233,309.05
618.218,216.802,461.643,445.273,330.797,874.641,555.178,373.349,754.25,560.429,877.711,295.531,232.188,524.576,412.591,162.528,422.271,572.403,527.533,501.772,651.494,774.75,302.407,255.476,481.381,188.05,571.709,398.511,458.119,283.806,594.1,1063.57,1276.27,337.673,1637.92,243.662,267.312,134.261,442.94,320.111,326.536,150.795,267.845,1389.02,507.123,283.407,270.949,370.237,676.988,452.085,216.666,271.788,168.425,264.181,145.303,355.853,171.241,497.364,129.035,150.99,320.114,244.645,789.24,209.008,207.913
626.786,223.219,385.306,471.772,320.995,1188.71,562.414,459.365,739.386,502.953,713.518,305.52,166.594,299.296,361.449,116.728,382.216,874.932,761.173,749.59,877.707,1089.02,463.716,281.071,464.779,182.797,430.201,346.939,261.732,229.959,474.322,885.29,879.462,326.233,1513.16,269.34,260.656,163.395,479.783,395.828,331.164,188.262,242.519,1176.31,442.549,193.347,232.122,257.047,369.394,452.631,181.875,164.106,137.704,247.297,101.554,250.661,166.135,393.754,116.51,165.034,352.513,234.004,871.55,365.303,205.612
578.253,198.104,322.334,399.264,326.812,991.175,921.174,445.003,824.032,355.452,543.471,190.901,138.039,260.632,114.795,109.916,195.595,468.413,431.504,500.192,656.273,989.661,396.362,320.929,518.18,196.827,437.62,400.387,256.844,201.015,371.696,814.608,800.606,246.524,1000.57,248.324,382.514,154.669,515.786,349.129,366.31,204.043,367.687,1336.4,558.148,337.607,336.631,392.941,503.08,517.936,195.137,149.313,94.8458,163.334,83.6469,193.185,117.721,424.876,103.039,141.11,452.471,298.526,754.642,241.54,184.543
557.76,346.29,355.567,416.406,350.833,683.783,624.532,333.014,731.694,382.113,709.745,227.142,159.445,282.306,308.977,80.4557,261.385,543.716,470.242,462.045,656.837,1010.89,462.2,342.542,547.692,183.184,519.709,353.175,221.036,156.676,304.434,679.477,640.33,232.557,1015.62,229.826,267.935,150.211,460.051,320.797,319.422,174.05,244.481,1140.66,436.316,233.85,227.9,368.954,545.182,430.851,266.266,300.75,149.293,215.605,105.333,239.004,111.579,348.112,102.75,117.687,294.342,263.6,941.047,205.912,312.509
1387.94,505.282,737.771,887.851,676.688,1077.49,703.124,424.343,1019.59,269.195,696.359,201.755,90.1424,126.795,483.296,40.5754,382.017,805.513,747.274,812.05,973.607,1145.39,470.411,401.997,560.52,207.33,387.147,285.048,193.909,203.726,276.581,788.978,818.4,292.11,1325.34,244.731,257.792,175.949,426.693,299.257,221.774,118.509,191.524,894.459,399.657,215.612,367.523,510.7,839.193,667.599,264.666,328.286,167.043,287.7,125.458,216.358,119.492,339.861,85.986,120.41,368.62,233.46,783.304,204.411,158.702
1191.5,389.111,680.947,468.478,391.664,892.681,600.512,358.91,695.805,323.025,569.242,352.815,227.236,283.17,730.595,191.735,475.049,718.465,609.103,519.437,638.136,911.42,295.667,299.671,392.376,157.329,405.177,312.185,175.077,218.703,446.412,930.319,849.469,389.989,1706.3,362.441,435.94,267.045,695.489,503.622,353.45,156.181,282.803,1276.72,387.073,234.21,343.854,378.345,468.097,463.102,202.949,219.198,131.763,232.782,160.682,250.977,158.219,423.146,94.4808,124.645,358.488,257.782,660.778,183.719,165.218
884.765,528.169,632.735,910.707,551.55,883.638,869.501,482.711,798.913,397.939,787.99,262.105,167.589,246.212,597.887,72.0635,612.681,718.648,763.187,759.393,712.281,1051.76,474.607,347.552,573.565,234.291,589.838,570.497,357.919,271.303,539.398,1179.68,1319,353.531,1325.01,266.976,245.371,162.429,468.244,258.941,258.304,166.946,218.765,1099.65,414.543,308.843,263.298,424.722,568.349,535.086,228.251,307.694,197.228,385.683,153.843,275.733,168.051,503.953,100.629,116.153,245.652,146.662,645.323,188.293,232.059
783.773,599.773,645.464,884.695,529.876,754.678,728.644,375.088,740.825,361.566,640.251,337.895,97.9852,601.206,216.668,178.243,547.405,722.29,552.011,524.26,490.689,894.419,288.353,202.064,339.475,147.279,316.032,243.775,165.643,171.551,300.354,682.908,636.848,318.343,950.009,220.221,265.317,129.027,435.457,266.814,281.942,128.107,222.709,1104.5,422.955,195.411,275.203,363.941,503.008,608.029,203.768,278.08,169.004,287.78,131.69,239.017,117.69,319.538,93.0805,116.242,260.847,192.335,618.244,136.483,156.474
866.557,639.082,517.753,755.576,499.178,1080.75,662.454,443.192,766.363,459.141,797.259,258.56,129.585,735.579,361.185,103.382,520.355,785.512,582.108,499.953,809.392,1128.32,417.578,312.711,534.591,208.711,557.255,397.523,222.598,251.255,508.861,1071.51,1071.29,407.306,1635.56,348.24,391.821,218.589,608.429,426.552,328.937,162.624,214.873,985.55,426.639,328.842,255.133,392.485,493.17,655.211,228.745,270.474,165.285,410.846,153.315,239.746,121.523,286.076,80.9127,96.9645,285.208,179.467,667.348,133.017,167.304
1227.97,572.723,538.036,1003.55,531.722,973.307,884.306,395.966,916.061,528.821,906.661,364.761,147.665,721.676,161.262,156.643,536.488,757.574,491.644,495.319,697.977,783.083,366.69,216.249,408.397,141.168,402.647,337.061,202.516,263.119,435.749,1086.5,1136.32,330.958,1363.86,217.423,244.786,149.858,439.692,297.179,274.655,132.191,261.499,1060.93,485.2,263.875,303.545,479.198,578.176,693.243,260.738,359.579,291.391,500.976,178.943,265.569,171.766,408.618,103.63,107.858,310.458,166.606,535.331,137.96,158.328
1190.36,421.373,638.4,582.41,547.144,926.385,849.383,433.015,772.052,413.444,942.228,303.832,228.194,561.303,193.903,198.31,564.263,874.358,659.291,553.366,574.25,1207.08,381.237,299.985,556.853,182.243,535.338,432.081,301.948,218.806,506.973,978.92,1063.04,358.804,1620.27,292.63,348.761,184.025,646.633,337.414,320.71,183.757,267.119,999.508,397.641,250.253,297.458,386.218,505.324,530.619,204.671,293.172,221.753,295.355,151.965,272.959,162.522,384.822,80.733,100.314,280.553,156.035,761.422,155.963,274.999
684.522,193.088,441.677,436.629,352.843,732.512,647.265,368.016,766.01,295.486,783.069,305.433,116.628,408.309,384.199,54.1986,268.093,567.677,404.074,447.383,597.787,804.79,418.569,235.802,443.094,147.759,528.294,315.947,223.338,190.874,356.515,776.04,785.431,303.956,1274.82,307.1,268.985,157.009,494.548,357.063,238.988,144.768,183.755,923.326,381.215,204.643,265.023,327.556,555.516,513.163,200.218,285.624,205.881,326.451,135.56,307.95,169.269,446.82,127.878,151.735,390.522,279.537,863.748,171.589,214.975
648.619,308.394,470.238,284.822,343.169,1038.04,508.505,522.571,618.632,330.455,683.425,232.418,145.688,687.969,151.589,139.399,355.733,760.115,746.615,631.069,650.378,868.032,388.76,270.364,363.415,103.925,422.005,309.895,260.982,177.624,384.226,839.956,990.447,375.709,1613.85,235.858,245.002,188.231,455.82,366.348,294.878,165.853,232.748,1062.26,467.089,269.104,302.017,400.891,574.909,457.567,169.795,254.354,153.781,274.347,155.478,246.043,181.548,462.643,123.012,142.473,371.428,228.376,777.51,177.19,159.863
750.664,321.158,569.68,659.448,625.682,955.51,641.887,409.23,1045.64,336.807,1081.57,390.048,180.365,646.185,535.083,204.971,681.087,875.177,853.907,559.912,818.052,1089.74,463.59,325.462,559.817,216.217,617.281,493.022,318.421,300.855,452.587,910.903,1099.96,289.419,1407.36,255.45,304.938,213.881,498.05,414.517,323.931,201.434,269.673,1136.11,475.492,257.088,294.952,552.522,547.163,611.871,216.866,275.421,168.739,241.384,182.605,194.418,103.726,269.316,71.2451,104.044,278.81,209.014,955.301,167.272,235.069
497.536,458.955,497.375,649.055,479.572,1273.35,768.61,510.167,1410.45,731.269,1289.4,552.139,244.253,504.911,430.843,138.036,409.62,691.735,478.201,639.141,666.969,1093.35,429.684,297.026,557.917,220.508,601.996,413.046,283.246,293.569,548.458,1137.13,1222.68,429.283,1729.83,352.649,330.652,234.007,590.248,429.204,352.142,209.071,298.073,1051.75,418.291,201.359,267.569,384.261,537.914,495.963,233.247,296.064,208.56,344.758,152.583,247.701,134.678,386.504,73.6218,93.1466,231.444,192.665,630.874,166.246,299.899
566.787,328.754,402.62,428.645,469.282,776.3,681.709,439.776,572.993,311.833,652.18,353.12,144.158,545.723,150.35,117.608,345.755,770.161,475.522,472.39,641.451,900.499,362.212,276.363,440.631,147.941,369.916,288.487,202.412,174.452,274.339,726.571,981.749,326.759,1627,334.805,327.89,219.797,532.264,463.45,339.826,144.9,198.387,1023.26,377.137,209.412,247.272,337.238,385.342,408.506,175.779,249.868,190.646,325.954,182.75,354.023,193.182,468.948,132.886,127.376,314.589,178.783,490.766,98.0784,125.651
633.805,393.197,365.284,681.343,535.34,1066.94,879.729,600.186,1090.84,728.296,1011.46,536.932,260.756,466.653,450.279,262.273,755.756,1086.01,688.321,685.933,763.618,912.58,377.552,211.737,388.043,129.045,388.375,281.296,196.071,205.453,424.775,1013.44,1281.67,469.85,2261.76,467.388,503.925,280.89,916.789,524.929,365.05,181.304,261.84,899.005,426.094,257.68,286.981,387.498,602.172,619.751,183.365,257.814,159.643,262.351,130.876,269.546,126.519,375.717,116.292,148.013,391.541,282.409,637.738,161.028,196.805
491.774,355.109,415.316,611.26,519.982,1019.05,991.309,540.95,1348.26,731.301,1148.52,380.711,190.81,317.428,377.732,82.7574,556.344,750.216,576.965,605.535,559.317,894.847,425.674,256.234,350.55,131.514,340.818,338.081,248.645,223.205,471.293,1073.45,1401.53,460.913,1886.35,313.03,396.321,204.699,630.007,454.881,423.359,181.609,228.496,1333.71,457.548,220.125,306.292,393.449,490.65,608.444,202.157,419.921,267.405,364.445,201.395,320.97,150.136,444.224,116.728,111.694,343.017,253.149,950.167,185.961,274.201
951.279,432.23,589.559,849.618,564.655,780.405,646.562,387.77,653.34,317.965,732.336,266.573,120.836,685.066,188.02,211.428,349.666,625.655,556.403,645.399,760.786,973.983,478.566,299.581,551.536,169.131,543.187,419.516,220.622,168.037,334.582,729.006,977.605,346.163,1441.48,331.43,366.905,223.508,651.71,441.616,324.357,165.94,245.922,1054.03,412.344,222.03,273.469,393.703,461,437.611,211.665,294.815,171.381,330.099,137.701,297.34,126.958,425.513,104.778,117.386,375.612,289.056,801.82,139.094,196.095
1065.22,484.668,860.639,770.125,795.441,927.688,725.71,581.685,898.432,550.616,813.1,429.91,130.143,1038.93,494.511,106.29,622.851,767.765,735.735,677.665,830.402,1181.3,498.4,335.625,817.272,231.702,700.485,542.079,424.867,349.795,717.377,1549.63,1660.38,531.956,1848.05,356.622,390.703,200.53,541.443,386.033,331.609,158.287,253.833,1043.98,371.705,253.556,229.032,354.499,527.836,546.45,343.827,267.134,191.359,408.53,214.176,283.311,170.694,448.403,85.1761,95.2337,254.217,218.864,496.493,124.566,150.673
755.865,279.326,466.908,534.615,517.571,790.218,759.473,424.08,658.989,334.717,613.418,207.159,170.549,383.754,356.467,157.755,355.321,623.218,605.713,574.223,602.64,884.515,366.842,242.247,404.346,151.835,417.851,283.179,238.471,209.673,362.136,784.745,1100.43,387.896,1577.85,243.068,365.408,220.915,752.962,459.651,423.621,188.325,290.112,1311.64,421.407,257.57,270.158,411.488,452.062,534.468,262.226,270.182,229.42,330.522,205.892,260.135,203.251,427.755,88.089,98.4081,318.387,180.748,617.419,125.966,91.4719
843.5,317.964,540.16,570.783,682.134,917.195,639.652,397.542,694.24,448.326,982.503,327.776,124.256,694.01,854.63,208.383,573.956,682.817,707.144,521.459,705,932.626,391.953,227.17,445.846,147.452,374.976,341.141,233.2,211.946,395.646,947.982,1129,402.707,1807.62,367.684,410.921,234.44,622.258,345.364,330.914,149.602,226.358,1055.41,395.085,234.106,344.89,482.671,625.605,649.637,332.153,245.191,155.158,276.783,95.605,163.941,103.153,258.705,65.6871,108.319,373.375,273.361,1105.06,196.314,172.924
639.794,315.231,520.687,714.763,566.275,1028.08,824.199,676.518,1300.62,702.985,1202.38,422.87,272.684,404.952,562.286,105.866,395.614,747.033,511.884,511.419,624.41,941.397,472.177,247.924,572.722,216.082,511.958,462.941,314.426,329.655,620.74,1055.2,1058.81,346.16,1667.44,260.181,282.15,202.857,491.637,372.579,303.068,172.007,240.942,1145.53,463.153,216.519,322.075,370.35,518.344,639.274,218.145,251.839,175.203,296.895,186.559,254.598,169.549,423.708,164.066,111.242,277.639,226.043,629,122.191,130.396
920.511,433.82,536.965,663.821,483.311,1120.95,569.956,457.781,864.7,453.014,615.967,276.799,77.1614,863.577,167.941,93.491,375.425,573.98,719.928,575.799,680.652,943.454,372.101,287.92,520.823,197.257,513.088,359.422,209.873,227.703,412.942,943.082,970.858,354.355,1627.57,242.369,275.662,183.541,413.404,308.958,258.484,136.599,216.526,970.616,388.055,225.295,236.507,373.03,553.979,526.645,323.131,207.429,162.04,293.785,113.157,253.714,149.635,521.633,114.861,104.517,216.81,166.661,457.967,122.671,142.305
704.92,331.01,589.148,567.347,488.65,1086.79,637.616,609.524,872.836,429.087,761.936,293.022,88.3831,361.631,336.901,143.669,463.141,933.275,731.058,799.146,1086.47,1135.25,487.271,306.009,642.513,235.421,567.377,457.787,276.303,312.248,511.677,1194.72,1546.03,492.577,2196.24,403.994,491.531,220.308,755.555,472.901,286.825,155.306,216.958,1093.7,484.434,241.618,260.482,440.886,693.714,587.906,279.514,295.761,151.263,247.467,118.435,229.085,123.207,326.503,87.5364,132.832,291.221,200.794,722.037,177.076,240.791
860.632,326.873,479.261,456.104,443.004,675.981,679.508,357.117,761.803,329.774,942.23,297.925,138.35,565.553,206.235,131.928,316.206,565.684,605.587,486.095,637.72,1170.67,506.933,369.356,615.1,229.32,592.205,464.439,209.431,252.856,424.249,940.604,928.549,343.042,1547.78,314.086,343.378,197.911,602.835,444.408,319.607,147.582,215.809,866.876,296.513,183.729,184.64,261.034,516.469,464.349,198.537,302.091,239.743,652.687,199.563,316.71,166.534,364.163,94.245,123.251,258.834,156.397,473.582,115.176,206.958
705.435,372.966,506.813,640.841,604.713,645.973,580.452,437.28,865.208,370.765,841.847,301.465,101.118,438.442,403.453,77.6268,426.306,612.173,520.169,548.017,600.61,922.481,391.783,244.68,439.8,159.908,412.407,274.415,144.297,192.527,254.212,702.504,670.777,333.87,1305.87,292.084,305.53,230.587,572.785,337.487,351.233,167.372,252.49,1123.88,491.727,257.282,241.308,351.09,633.994,555.847,246.602,251.4,191.236,273.863,103.498,239.534,114.145,360.078,84.7421,99.6794,374.01,232.212,1128.1,233.812,207.92
667.425,332.451,349.37,524.454,419.678,755.151,562.538,450.75,747.601,672.683,760.349,343.43,192.163,484.501,196.878,36.0275,335.766,466.998,409.644,487.579,643.842,955.995,498.929,338.035,509.547,190.583,490.877,301.241,191.69,190.058,297.143,801.624,941.576,380.468,1668.62,381.422,365.437,245.254,694.581,344.395,294.699,137.5,239.002,1122.04,377.623,262.417,279.922,497.12,712.311,731.695,277.234,264.335,266.282,340.284,155.158,233.976,131.848,480.596,84.7325,133.284,254.254,207.578,464.92,138.494,184.759
854.058,532.762,694.035,698.451,514.565,1150.75,608.412,506.096,915.671,468.878,741.151,458.036,120.566,622.55,204.697,244.186,387.935,780.518,554.694,685.594,836.921,1043.65,454.048,278.917,457.084,143.3,424.758,255.667,190.738,166.122,243.632,742.398,852.644,307.883,1415.52,245.272,295.302,196.03,583.121,383.48,290.05,138.083,226.688,895.143,360.404,213.828,247.452,333.331,493.214,477.345,231.007,195.831,179.211,275.609,114.861,276.773,124.157,343.304,106.928,138.292,341.618,269.84,925.796,228.057,253.071
628.732,307.228,472.473,495.098,454.916,950.082,711.053,383.857,809.099,379.208,776.889,361.401,210.091,245.577,156.025,186.252,327.071,554.975,510.314,560.033,811.375,911.093,461.407,327.946,500.199,141.994,431.033,278.996,184.362,165.48,196.729,447.545,591.076,213.777,789.523,188.922,211.725,168.577,416.085,345.274,379.235,142.308,282.231,1180.28,481.026,263.494,260.632,347.76,557.83,467.606,178.233,170.495,120.91,242.741,125.376,279.102,197.986,510.696,144.71,159.973,507.085,260.423,739.868,120.074,122.104
692.549,318.758,677.653,734.43,740.429,1267.66,945.198,543.699,1132.87,534.716,1100.94,212.998,162.59,289.369,442.081,122.765,336.621,614.046,483.937,507.845,706.62,1040.04,457.813,311.732,535.455,169.363,381.874,254.822,164.088,140.53,280.814,555.596,634.347,223.495,1235.63,220.116,283.488,197.209,533.914,401.232,324.41,141.42,258.363,958.594,376.809,223.762,201.42,350.716,468.239,424.847,198.708,204.093,148.863,242.109,122.164,207.817,122.25,293.594,99.1889,112.803,349.468,180.956,914.028,209.027,298.385
