m_age2_1951,m_age2_1952,m_age2_1953,m_age2_1954,m_age2_1955,m_age2_1956,m_age2_1957,m_age2_1958,m_age2_1959,m_age2_1960,m_age2_1961,m_age2_1962,m_age2_1963,m_age2_1964,m_age2_1965,m_age2_1966,m_age2_1967,m_age2_1968,m_age2_1969,m_age2_1970,m_age2_1971,m_age2_1972,m_age2_1973,m_age2_1974,m_age2_1975,m_age2_1976,m_age2_1977,m_age2_1978,m_age2_1979,m_age2_1980,m_age2_1981,m_age2_1982,m_age2_1983,m_age2_1984,m_age2_1985,m_age2_1986,m_age2_1987,m_age2_1988,m_age2_1989,m_age2_1990,m_age2_1991,m_age2_1992,m_age2_1993,m_age2_1994,m_age2_1995,m_age2_1996,m_age2_1997,m_age2_1998,m_age2_1999,m_age2_2000,m_age2_2001,m_age2_2002,m_age2_2003,m_age2_2004,m_age2_2005,m_age2_2006,m_age2_2007,m_age2_2008,m_age2_2009,m_age2_2010,m_age2_2011,m_age2_2012,m_age2_2013,m_age2_2014,m_age2_2015,m_age2_2016,m_age2_2017
0.874259,0.674873,0.525366,0.418789,0.346287,0.300178,0.275042,0.267946,0.278348,0.307553,0.358353,0.433903,0.534766,0.653118,0.767046,0.847284,0.870225,0.830401,0.743532,0.637692,0.53898,0.460263,0.404545,0.370466,0.355531,0.357369,0.373957,0.403987,0.446175,0.498155,0.555198,0.60903,0.648288,0.663598,0.651529,0.615956,0.566579,0.515689,0.47435,0.448277,0.439447,0.448098,0.473328,0.512282,0.559117,0.607314,0.650909,0.685675,0.710415,0.727812,0.743756,0.763571,0.790962,0.827947,0.874618,0.928552,0.984382,1.03506,1.07247,1.08817,1.07464,1.02695,0.944907,0.835629,0.711765,0.587412,0.474342
0.759409,0.668146,0.588444,0.52026,0.463675,0.418827,0.385996,0.365858,0.359538,0.36773,0.390803,0.428515,0.478779,0.53541,0.58667,0.619731,0.625373,0.6016,0.55449,0.495633,0.437243,0.386927,0.34804,0.321497,0.307207,0.304966,0.31489,0.3374,0.372935,0.421185,0.479673,0.541699,0.595453,0.628898,0.634673,0.613169,0.57243,0.525118,0.483799,0.455536,0.443067,0.446904,0.466155,0.498032,0.537164,0.577946,0.615616,0.647123,0.672101,0.693538,0.717166,0.747708,0.787747,0.837322,0.893073,0.946975,0.986615,1.00131,0.985828,0.941918,0.877643,0.804982,0.735904,0.677127,0.630671,0.595539,0.568731
0.515819,0.503719,0.488233,0.464854,0.43328,0.39674,0.360627,0.331107,0.3138,0.311799,0.327045,0.361439,0.41644,0.490644,0.576217,0.66005,0.726203,0.760496,0.755982,0.715928,0.651784,0.576727,0.501956,0.435335,0.381518,0.342969,0.320923,0.315354,0.325979,0.352541,0.393904,0.44582,0.498812,0.541407,0.563903,0.562007,0.538741,0.50332,0.467099,0.43771,0.41898,0.412433,0.418306,0.435864,0.463442,0.499513,0.542758,0.591908,0.645726,0.70312,0.763065,0.823614,0.881358,0.931201,0.966392,0.97903,0.962264,0.915744,0.846472,0.766372,0.688868,0.626374,0.588675,0.580281,0.603244,0.658875,0.746319
0.465031,0.542125,0.613753,0.64595,0.618694,0.539897,0.439456,0.349321,0.288207,0.258552,0.258515,0.288922,0.354186,0.457266,0.587806,0.718595,0.811275,0.835078,0.786672,0.692137,0.587836,0.496699,0.427467,0.381044,0.35538,0.34796,0.356742,0.380761,0.419595,0.472299,0.535869,0.603289,0.662737,0.701985,0.712915,0.694634,0.653879,0.602574,0.553333,0.513951,0.487895,0.476132,0.478262,0.492836,0.517406,0.549753,0.587989,0.630425,0.675616,0.722518,0.77052,0.818769,0.865905,0.909986,0.948446,0.978129,0.99552,0.997396,0.981321,0.946038,0.891778,0.820389,0.735467,0.642663,0.548587,0.459388,0.379735
0.785554,0.738075,0.690169,0.638238,0.58276,0.527051,0.475899,0.434497,0.407397,0.396529,0.402266,0.424206,0.460679,0.506987,0.553856,0.59058,0.607989,0.601278,0.571762,0.526364,0.474621,0.424232,0.380121,0.345009,0.320274,0.306795,0.3055,0.317181,0.342625,0.382306,0.43524,0.496825,0.557094,0.604202,0.628497,0.626176,0.600936,0.562638,0.523184,0.490604,0.468939,0.459732,0.463042,0.477772,0.501776,0.533086,0.570046,0.61121,0.655394,0.701821,0.750092,0.799305,0.847641,0.89218,0.928792,0.952234,0.957141,0.941154,0.905956,0.856821,0.8014,0.748324,0.705433,0.676753,0.663144,0.66328,0.673776
0.575221,0.553105,0.530151,0.504646,0.477143,0.449952,0.426606,0.411549,0.409667,0.424397,0.458128,0.512197,0.585209,0.669296,0.746991,0.797615,0.805385,0.766398,0.69058,0.59691,0.504628,0.425238,0.363219,0.31908,0.291874,0.280847,0.286316,0.309627,0.353194,0.419748,0.509844,0.616714,0.721083,0.797332,0.824631,0.797593,0.729213,0.643945,0.565577,0.506331,0.469771,0.455639,0.462354,0.487353,0.52657,0.576038,0.631894,0.690286,0.74779,0.802135,0.852529,0.898165,0.93765,0.968895,0.989098,0.994866,0.983267,0.955108,0.915364,0.872121,0.835366,0.816516,0.828085,0.880819,0.985583,1.15452,1.39809
0.862958,0.707609,0.579155,0.473032,0.387465,0.321536,0.274501,0.246088,0.237,0.248409,0.283447,0.347753,0.447351,0.580983,0.727533,0.847626,0.899826,0.865176,0.760119,0.624856,0.497738,0.39675,0.324733,0.278268,0.252925,0.245471,0.254502,0.280451,0.325056,0.390056,0.474422,0.569562,0.655584,0.708985,0.714251,0.672393,0.600319,0.521947,0.457407,0.415257,0.397103,0.402377,0.429941,0.476943,0.536583,0.600338,0.659365,0.70651,0.738873,0.759601,0.776862,0.797558,0.8254,0.860557,0.898967,0.931316,0.94421,0.928324,0.882317,0.81297,0.73261,0.655296,0.592707,0.549595,0.525963,0.519325,0.525173
0.457432,0.442303,0.424033,0.398493,0.366062,0.330597,0.29776,0.273649,0.263868,0.271968,0.301356,0.356433,0.441102,0.552721,0.672899,0.770741,0.81527,0.792368,0.713611,0.608782,0.507996,0.426533,0.368039,0.330903,0.312068,0.308514,0.317582,0.337568,0.367217,0.404992,0.448336,0.492989,0.532931,0.562275,0.576959,0.575931,0.561518,0.538886,0.514452,0.493121,0.477989,0.470839,0.472605,0.483638,0.503868,0.533169,0.571283,0.617545,0.670532,0.72764,0.784913,0.837966,0.882658,0.915698,0.935212,0.941111,0.934939,0.918776,0.894786,0.865043,0.831414,0.795494,0.75858,0.721676,0.685514,0.650587,0.61719
0.806421,0.69309,0.595009,0.510391,0.439292,0.382465,0.340896,0.316036,0.310114,0.325297,0.364782,0.433037,0.533605,0.662679,0.800147,0.912821,0.96644,0.942805,0.850494,0.719657,0.584448,0.466278,0.373408,0.306176,0.261739,0.237127,0.230739,0.242441,0.273982,0.328634,0.409062,0.511825,0.620127,0.707574,0.749328,0.735575,0.677416,0.600268,0.529849,0.479272,0.452367,0.449036,0.467633,0.504501,0.552559,0.604129,0.652256,0.692109,0.722696,0.74808,0.776476,0.81457,0.865758,0.929396,0.99914,1.06066,1.09276,1.07973,1.01887,0.921369,0.807384,0.69856,0.611062,0.550037,0.514025,0.498793,0.498255
0.559262,0.496601,0.440713,0.391155,0.348371,0.313226,0.286805,0.270512,0.266129,0.275084,0.298888,0.339203,0.396822,0.469066,0.546668,0.615794,0.661845,0.674665,0.652904,0.60461,0.543056,0.479719,0.422194,0.374638,0.338886,0.315637,0.305263,0.307897,0.323768,0.353168,0.395756,0.449072,0.507042,0.561574,0.604359,0.629049,0.633352,0.619919,0.595118,0.565444,0.536198,0.511368,0.493887,0.486084,0.490018,0.50721,0.538723,0.584973,0.64499,0.71505,0.787647,0.853788,0.904959,0.935047,0.942008,0.928564,0.90107,0.866011,0.828739,0.793298,0.76253,0.738313,0.721757,0.713177,0.712184,0.717716,0.727947
0.553546,0.510838,0.469626,0.428234,0.387574,0.350126,0.319081,0.297963,0.290343,0.298553,0.32456,0.370226,0.435714,0.515344,0.593127,0.648051,0.662931,0.633057,0.568822,0.490054,0.415861,0.35604,0.313198,0.286638,0.274778,0.27619,0.28989,0.315606,0.353319,0.402395,0.460358,0.521341,0.575536,0.612819,0.626479,0.61578,0.586327,0.548183,0.512241,0.485381,0.470807,0.469511,0.48104,0.503427,0.53304,0.566384,0.600656,0.634041,0.666151,0.698479,0.734188,0.775702,0.82376,0.876866,0.930516,0.976395,1.00328,1.00292,0.973128,0.918376,0.848349,0.77528,0.710413,0.659416,0.623392,0.600629,0.587373
0.606432,0.66219,0.700957,0.687415,0.612093,0.497374,0.380148,0.288873,0.234486,0.214308,0.22603,0.274177,0.370676,0.526333,0.725591,0.912284,1.00744,0.964745,0.810888,0.62076,0.457573,0.341204,0.267058,0.224822,0.206011,0.205365,0.220226,0.250356,0.296844,0.360589,0.440092,0.528384,0.611028,0.67068,0.694166,0.678527,0.63241,0.572062,0.514125,0.46818,0.437878,0.423753,0.424865,0.439211,0.463686,0.495557,0.532622,0.573171,0.616194,0.66175,0.710979,0.764552,0.82191,0.880781,0.93665,0.982359,1.00897,1.00995,0.983359,0.93239,0.864428,0.789172,0.715934,0.65013,0.593654,0.546083,0.50556
0.766213,0.696447,0.626448,0.549897,0.469408,0.392374,0.326792,0.278831,0.252158,0.247372,0.265414,0.309331,0.38313,0.486028,0.602516,0.703252,0.755674,0.741797,0.669899,0.568794,0.469267,0.387563,0.327907,0.288909,0.267661,0.261527,0.268688,0.288469,0.320855,0.365638,0.421139,0.482457,0.540427,0.584691,0.607294,0.60567,0.583753,0.55065,0.51712,0.490391,0.474084,0.469475,0.476277,0.492719,0.515605,0.542092,0.570201,0.599019,0.629026,0.662474,0.703146,0.753789,0.814941,0.883924,0.953345,1.00963,1.03503,1.01911,0.964366,0.885029,0.801657,0.735578,0.705157,0.721514,0.794527,0.937123,1.16291
0.469868,0.489676,0.503921,0.50274,0.482287,0.44581,0.402,0.361685,0.334296,0.324237,0.333235,0.362254,0.411014,0.474769,0.540362,0.590587,0.610559,0.594418,0.548381,0.487566,0.428268,0.379823,0.345595,0.32591,0.319951,0.32653,0.34426,0.372075,0.408874,0.452866,0.5009,0.547883,0.587005,0.612243,0.620336,0.611828,0.591003,0.564876,0.541186,0.525025,0.518858,0.523278,0.53727,0.557925,0.580482,0.600886,0.616849,0.628307,0.637714,0.65017,0.672679,0.710591,0.766741,0.840646,0.926334,1.00902,1.06506,1.07466,1.03142,0.945092,0.837062,0.731835,0.648615,0.594378,0.56874,0.568213,0.586831
0.829317,0.748718,0.675114,0.607368,0.545821,0.491621,0.446276,0.411462,0.388765,0.378714,0.381212,0.395857,0.421735,0.456672,0.496516,0.536091,0.56976,0.592127,0.599082,0.588759,0.562117,0.523018,0.477253,0.431163,0.390562,0.360384,0.344593,0.345195,0.363324,0.399715,0.453619,0.519852,0.585911,0.636574,0.659582,0.650827,0.616386,0.570005,0.527018,0.496576,0.482455,0.485447,0.50437,0.535541,0.572139,0.607386,0.636129,0.655953,0.668115,0.677882,0.693337,0.720676,0.763195,0.820918,0.889148,0.95604,1.00257,1.01243,0.979005,0.90784,0.814258,0.717539,0.634035,0.570605,0.527434,0.501362,0.487201
1.04252,0.935486,0.825123,0.698584,0.563338,0.436261,0.332406,0.259417,0.218002,0.204317,0.216583,0.257846,0.335191,0.452947,0.597154,0.730579,0.805073,0.791451,0.701542,0.578271,0.464072,0.377386,0.320094,0.288258,0.277454,0.28417,0.305519,0.339697,0.385072,0.439001,0.496842,0.55136,0.593401,0.615276,0.613638,0.590731,0.553624,0.512038,0.475378,0.449132,0.435604,0.435321,0.447695,0.470865,0.501463,0.536235,0.572546,0.608683,0.644328,0.681064,0.722208,0.77031,0.826068,0.887593,0.949387,1.00132,1.02986,1.02583,0.988436,0.925417,0.850458,0.779413,0.726212,0.697582,0.695244,0.71809,0.761953
0.939302,0.714916,0.549397,0.433725,0.356846,0.309499,0.285397,0.281373,0.297197,0.334972,0.398619,0.492254,0.615901,0.757262,0.884394,0.957528,0.950191,0.865524,0.734206,0.596066,0.480384,0.396463,0.342509,0.313733,0.305816,0.315498,0.340041,0.377581,0.42626,0.483123,0.543233,0.599211,0.64199,0.66404,0.662047,0.638074,0.598893,0.553962,0.512577,0.48038,0.459883,0.45178,0.455721,0.470467,0.493928,0.524301,0.560243,0.600852,0.645784,0.695491,0.751119,0.812962,0.879557,0.946971,1.00807,1.05218,1.06708,1.0466,0.993669,0.919247,0.838774,0.768454,0.721937,0.705859,0.72269,0.772908,0.853924
0.525977,0.425815,0.348117,0.292388,0.255784,0.235444,0.229558,0.237821,0.261609,0.303795,0.368265,0.458318,0.572828,0.699525,0.809969,0.870684,0.86088,0.78487,0.669317,0.547989,0.445861,0.371269,0.323101,0.297557,0.291159,0.301365,0.32618,0.364387,0.414659,0.474315,0.538092,0.597269,0.640515,0.658801,0.649281,0.616479,0.570603,0.524288,0.488929,0.4705,0.471246,0.491575,0.530153,0.582159,0.637552,0.685355,0.717008,0.729151,0.725215,0.715046,0.711834,0.724884,0.759075,0.815305,0.888956,0.966235,1.02317,1.03887,1.00545,0.931422,0.837652,0.749236,0.687194,0.660863,0.673265,0.725402,0.815403
0.548659,0.479913,0.419777,0.367832,0.324354,0.289918,0.26531,0.251748,0.251076,0.265018,0.295595,0.3449,0.413235,0.49482,0.57339,0.627769,0.641414,0.61116,0.549015,0.475564,0.409663,0.360179,0.329018,0.315297,0.317439,0.33353,0.360934,0.397142,0.439497,0.484823,0.529438,0.569501,0.601575,0.623071,0.632719,0.630833,0.619279,0.601174,0.580235,0.559612,0.541656,0.528047,0.519965,0.51827,0.523626,0.536566,0.557518,0.586776,0.624378,0.669909,0.722223,0.779212,0.837487,0.892102,0.936504,0.962886,0.963895,0.937055,0.886102,0.819783,0.749441,0.686651,0.641,0.616801,0.614798,0.633647,0.669593
0.661209,0.614801,0.568795,0.520506,0.471228,0.424734,0.385917,0.360106,0.352688,0.367411,0.407894,0.478029,0.579161,0.702362,0.819599,0.893331,0.89527,0.823476,0.703713,0.573517,0.462248,0.380149,0.326216,0.296072,0.285527,0.291355,0.31095,0.342648,0.384921,0.435331,0.489591,0.540923,0.580641,0.601609,0.601004,0.581404,0.549991,0.516547,0.490717,0.478225,0.481703,0.50199,0.538213,0.586526,0.638947,0.68682,0.723182,0.744693,0.753012,0.755025,0.760899,0.778101,0.810308,0.857348,0.914048,0.968109,1.00072,0.997639,0.955724,0.883873,0.799332,0.721947,0.668518,0.646775,0.659316,0.70675,0.786798
0.679199,0.61748,0.56178,0.512758,0.471444,0.439104,0.417304,0.408221,0.414775,0.439472,0.484416,0.550651,0.63584,0.72998,0.812426,0.860053,0.857303,0.803625,0.71378,0.610649,0.514951,0.437202,0.38016,0.342984,0.323961,0.321912,0.336747,0.369373,0.421132,0.492366,0.579595,0.671282,0.745853,0.781519,0.767361,0.709148,0.626213,0.542242,0.475871,0.434311,0.41841,0.427218,0.459184,0.510435,0.572098,0.63322,0.68319,0.714735,0.726854,0.725936,0.723366,0.728231,0.745927,0.778625,0.825047,0.879194,0.929788,0.965212,0.976636,0.960132,0.91774,0.856813,0.787225,0.716618,0.649592,0.588303,0.533177
0.475088,0.439795,0.405455,0.370594,0.336195,0.304731,0.27938,0.263738,0.261724,0.276533,0.311739,0.371757,0.460045,0.573372,0.693707,0.791572,0.837389,0.816798,0.739193,0.631891,0.524167,0.432741,0.3631,0.314845,0.285625,0.273278,0.276723,0.296069,0.33234,0.386564,0.457703,0.539029,0.615214,0.667993,0.684117,0.661785,0.611624,0.551721,0.499672,0.464712,0.449988,0.45593,0.481527,0.523469,0.574738,0.627429,0.674358,0.710666,0.735549,0.75328,0.772058,0.798423,0.835712,0.88365,0.937289,0.985406,1.01156,1.00411,0.961536,0.892709,0.813538,0.742211,0.694496,0.678133,0.696198,0.749814,0.837076
0.767771,0.733733,0.697303,0.654078,0.604367,0.552036,0.502982,0.463842,0.440696,0.436535,0.452508,0.488689,0.542953,0.607848,0.667985,0.705954,0.708897,0.673925,0.609464,0.531304,0.455382,0.390953,0.34145,0.307178,0.287328,0.281207,0.288797,0.310702,0.347865,0.400678,0.467055,0.539345,0.602495,0.640372,0.643138,0.612022,0.558746,0.500307,0.452112,0.421671,0.411239,0.420948,0.449718,0.494011,0.546064,0.596896,0.638447,0.665778,0.679058,0.684282,0.691427,0.708252,0.739087,0.784851,0.842107,0.901,0.945131,0.960462,0.941104,0.891353,0.824022,0.756249,0.70405,0.675564,0.673254,0.696434,0.741182
0.640614,0.603758,0.569607,0.539369,0.514444,0.496442,0.487311,0.489631,0.506678,0.541082,0.594416,0.666192,0.751504,0.837505,0.902381,0.925428,0.896593,0.82119,0.717347,0.607908,0.511386,0.435723,0.381758,0.347426,0.330087,0.327416,0.337585,0.359571,0.392723,0.436066,0.48744,0.542515,0.594403,0.635729,0.660659,0.666556,0.654844,0.630692,0.601251,0.57236,0.547908,0.530213,0.520489,0.519202,0.526359,0.541933,0.565896,0.598117,0.638175,0.685112,0.737158,0.791609,0.84465,0.891287,0.925511,0.940833,0.931978,0.898997,0.847867,0.78874,0.733599,0.694778,0.684046,0.709824,0.779806,0.902622,1.0854
0.603501,0.52223,0.451117,0.388942,0.3363,0.294474,0.264993,0.249936,0.252475,0.276316,0.327111,0.412758,0.539914,0.70275,0.8667,0.976506,0.986248,0.891641,0.733325,0.56746,0.43277,0.338476,0.279273,0.247204,0.236004,0.241517,0.260855,0.292532,0.33552,0.388184,0.447394,0.507914,0.562565,0.604043,0.627003,0.629699,0.614575,0.587593,0.556275,0.526596,0.502484,0.486323,0.479521,0.482961,0.497295,0.523103,0.560813,0.610384,0.670741,0.738916,0.809454,0.875565,0.930108,0.966682,0.980852,0.971098,0.939283,0.890683,0.832921,0.774535,0.7239,0.688973,0.677156,0.693438,0.741601,0.824767,0.943597
0.582449,0.562738,0.53937,0.507471,0.46753,0.42416,0.384183,0.355075,0.343853,0.354956,0.39236,0.46061,0.562382,0.690504,0.817638,0.90434,0.918,0.852532,0.732495,0.597371,0.479462,0.390917,0.331407,0.296545,0.281939,0.284325,0.301461,0.332304,0.376148,0.431347,0.493811,0.55549,0.60448,0.630038,0.627185,0.598843,0.554674,0.507654,0.469803,0.447574,0.443516,0.458406,0.491814,0.540983,0.599303,0.658784,0.711621,0.751902,0.777498,0.791234,0.799913,0.80948,0.823605,0.843599,0.868242,0.893405,0.91242,0.919417,0.910791,0.885766,0.846456,0.797359,0.744019,0.690657,0.639819,0.592703,0.549509
0.354874,0.459233,0.573487,0.655161,0.666689,0.604336,0.50125,0.401333,0.333167,0.302685,0.309424,0.356462,0.45147,0.597389,0.770711,0.917912,0.977394,0.92171,0.779986,0.613863,0.473457,0.374303,0.313025,0.281966,0.27485,0.287386,0.316094,0.358564,0.412287,0.473431,0.536218,0.593087,0.635932,0.658574,0.658786,0.639049,0.605813,0.567784,0.533554,0.508431,0.494851,0.493464,0.503676,0.523551,0.549748,0.579173,0.609481,0.639305,0.668597,0.698984,0.73353,0.77457,0.822855,0.877035,0.932905,0.982571,1.01513,1.0219,0.999475,0.950598,0.883297,0.808661,0.737481,0.675806,0.625463,0.585554,0.553421
0.700706,0.536059,0.415959,0.335192,0.285148,0.258459,0.25012,0.25711,0.277632,0.311018,0.356925,0.414267,0.480018,0.548019,0.608716,0.651776,0.669267,0.658323,0.622172,0.568953,0.508731,0.449859,0.397985,0.356434,0.327066,0.311279,0.31072,0.326891,0.361457,0.415753,0.488585,0.57183,0.646843,0.692062,0.693316,0.651327,0.581307,0.505152,0.441568,0.398654,0.377971,0.378967,0.400701,0.441251,0.496141,0.559852,0.626227,0.689237,0.744595,0.791531,0.833102,0.872423,0.911076,0.948567,0.981835,1.00491,1.00988,0.991549,0.949247,0.886924,0.811983,0.733438,0.659498,0.594536,0.539663,0.493969,0.455351
0.588764,0.568655,0.542793,0.50377,0.452219,0.394872,0.341034,0.299493,0.27677,0.275564,0.298113,0.348116,0.429368,0.539175,0.657817,0.75182,0.788117,0.75344,0.663253,0.551253,0.448663,0.369368,0.315185,0.283376,0.270706,0.27488,0.294712,0.330284,0.382093,0.449494,0.528404,0.608465,0.672417,0.7037,0.694451,0.649386,0.583469,0.515439,0.460865,0.42661,0.414249,0.42351,0.453238,0.500065,0.556431,0.613392,0.662604,0.698554,0.720788,0.735024,0.75154,0.778583,0.820791,0.878893,0.948299,1.01653,1.06318,1.07081,1.0324,0.953978,0.851966,0.746885,0.65594,0.586182,0.537591,0.506675,0.48796
0.700881,0.651553,0.603907,0.556064,0.508529,0.463368,0.42347,0.39206,0.372163,0.36524,0.371784,0.391793,0.424469,0.467108,0.513951,0.557642,0.590425,0.605691,0.599748,0.57296,0.529604,0.476431,0.420838,0.369344,0.326869,0.296935,0.282122,0.283669,0.302688,0.340643,0.398231,0.472079,0.550702,0.617646,0.65716,0.660972,0.632466,0.585168,0.535903,0.49558,0.46919,0.458247,0.462382,0.479749,0.507042,0.541283,0.580144,0.622026,0.666375,0.714154,0.767737,0.828463,0.89533,0.96399,1.02563,1.06635,1.07021,1.0303,0.95288,0.854545,0.75592,0.67619,0.629868,0.623515,0.66119,0.747809,0.887114
0.575487,0.498009,0.433469,0.383473,0.347813,0.325698,0.316527,0.320366,0.338149,0.371344,0.421558,0.489532,0.573062,0.66374,0.744883,0.797425,0.807489,0.77246,0.702215,0.614607,0.527652,0.452285,0.392991,0.35055,0.324267,0.313423,0.317999,0.3386,0.37629,0.431772,0.503403,0.583778,0.657293,0.70624,0.718419,0.692839,0.640271,0.57845,0.52457,0.487628,0.470549,0.473374,0.494435,0.529557,0.570996,0.610877,0.643095,0.664844,0.677841,0.688748,0.707657,0.742268,0.796682,0.870705,0.957326,1.03862,1.08598,1.07698,1.00753,0.893729,0.763598,0.645114,0.556975,0.503489,0.482135,0.488632,0.517105
0.640099,0.630782,0.619842,0.604925,0.585403,0.56224,0.537708,0.515037,0.497752,0.488149,0.487355,0.495663,0.512598,0.536694,0.565202,0.594363,0.61936,0.634421,0.633407,0.610966,0.5649,0.500029,0.426583,0.35594,0.297138,0.255893,0.235354,0.236485,0.261365,0.314831,0.403089,0.526512,0.666503,0.786149,0.845452,0.825612,0.742054,0.633265,0.536046,0.466606,0.427554,0.416851,0.431594,0.467655,0.517722,0.573757,0.627993,0.674378,0.710712,0.740352,0.771486,0.810904,0.86193,0.92352,0.988562,1.04174,1.0616,1.03521,0.965365,0.868912,0.769517,0.690333,0.649622,0.65702,0.721071,0.854343,1.07134
0.478343,0.560115,0.640099,0.688592,0.685331,0.631994,0.551082,0.472494,0.41939,0.400365,0.418701,0.479044,0.58709,0.739852,0.907899,1.03871,1.0791,1.00863,0.854919,0.673761,0.512918,0.390777,0.30662,0.253275,0.223618,0.212826,0.218746,0.241724,0.284142,0.349363,0.439073,0.5478,0.656849,0.739453,0.772726,0.750077,0.684972,0.603219,0.529556,0.476132,0.446102,0.438847,0.45229,0.482573,0.52296,0.566578,0.607576,0.642236,0.670319,0.696049,0.72736,0.770817,0.830057,0.90491,0.989359,1.06853,1.11921,1.12341,1.07726,0.992592,0.891745,0.799723,0.736971,0.71258,0.72971,0.789705,0.890929
0.614301,0.580525,0.543577,0.498242,0.44586,0.392174,0.344611,0.310384,0.295598,0.303838,0.339065,0.407228,0.514253,0.657389,0.811181,0.930866,0.971862,0.917048,0.788897,0.633735,0.492668,0.383069,0.305943,0.25613,0.22793,0.217258,0.22213,0.242599,0.280308,0.337513,0.414884,0.50727,0.599402,0.670339,0.702266,0.689417,0.641182,0.577232,0.517813,0.474002,0.449649,0.445174,0.459409,0.489446,0.52988,0.575187,0.620556,0.662626,0.700553,0.736989,0.777748,0.82768,0.889101,0.960852,1.03672,1.10352,1.1423,1.13925,1.09216,1.01107,0.914379,0.82292,0.754029,0.715198,0.707676,0.729672,0.776197
0.534032,0.474246,0.419369,0.367783,0.320728,0.280724,0.250594,0.233378,0.232701,0.252245,0.297621,0.377341,0.500426,0.666302,0.84724,0.989702,1.03849,0.972782,0.82175,0.642758,0.483981,0.363687,0.280858,0.228004,0.197706,0.184818,0.186757,0.203277,0.23605,0.287877,0.36077,0.451817,0.548127,0.629465,0.676031,0.678175,0.641677,0.584595,0.527613,0.483116,0.4561,0.4477,0.457216,0.48239,0.519012,0.562812,0.609791,0.656418,0.700218,0.740516,0.778551,0.81553,0.851871,0.886954,0.918891,0.94436,0.959088,0.96017,0.946985,0.92129,0.8869,0.849106,0.813512,0.783676,0.761015,0.745257,0.734689
0.698014,0.544309,0.426238,0.338336,0.275188,0.232175,0.205992,0.195124,0.2002,0.223647,0.27034,0.347422,0.461117,0.607051,0.756238,0.860951,0.879854,0.806384,0.673471,0.529721,0.410545,0.325905,0.272415,0.243748,0.234719,0.241845,0.262691,0.296051,0.341073,0.396165,0.45802,0.520897,0.576807,0.617826,0.6386,0.638129,0.620183,0.592243,0.563049,0.53872,0.522519,0.515657,0.517825,0.527298,0.541205,0.557384,0.574919,0.594309,0.61771,0.649313,0.695148,0.760055,0.846231,0.95122,1.06422,1.1617,1.20952,1.18445,1.08837,0.947132,0.797023,0.669964,0.585205,0.546437,0.552342,0.602473,0.695854
0.868784,0.676724,0.531297,0.426393,0.353882,0.306488,0.278813,0.267488,0.270959,0.288988,0.322197,0.371225,0.435064,0.508298,0.578787,0.631203,0.652426,0.636964,0.589493,0.522669,0.451265,0.385748,0.331598,0.290859,0.263876,0.25073,0.252123,0.269307,0.304347,0.359638,0.435763,0.526829,0.615619,0.67932,0.6998,0.67321,0.612159,0.538889,0.474257,0.428309,0.403571,0.39952,0.414468,0.445145,0.485559,0.529392,0.571041,0.606694,0.63568,0.661494,0.691171,0.730622,0.78316,0.848764,0.922479,0.992069,1.0384,1.04604,1.01024,0.93875,0.84856,0.759978,0.690129,0.646357,0.629567,0.637477,0.664931
0.863775,0.660936,0.510971,0.406429,0.337429,0.295545,0.274995,0.2727,0.288002,0.322189,0.37788,0.457644,0.560928,0.678644,0.788489,0.862002,0.877072,0.829368,0.734736,0.620568,0.512202,0.4226,0.354994,0.307899,0.278426,0.263917,0.262552,0.273496,0.296623,0.331919,0.378466,0.43282,0.487745,0.534401,0.565001,0.575427,0.566858,0.54553,0.520243,0.49774,0.482045,0.47518,0.477776,0.48934,0.508476,0.533984,0.565065,0.601282,0.642617,0.689591,0.743105,0.803062,0.867517,0.931943,0.988563,1.02614,1.03235,1.00173,0.938656,0.855566,0.768761,0.694313,0.644906,0.626022,0.63931,0.684923,0.760436
0.864578,0.744009,0.642828,0.561904,0.500401,0.456915,0.430247,0.419954,0.426546,0.450786,0.493359,0.553968,0.62931,0.709942,0.77861,0.816873,0.812486,0.764681,0.684565,0.590165,0.49882,0.420642,0.359426,0.315433,0.287621,0.275112,0.277942,0.296935,0.3337,0.389911,0.46519,0.552967,0.636727,0.695807,0.714402,0.689429,0.632182,0.562668,0.500211,0.454704,0.4291,0.423266,0.435773,0.463723,0.501981,0.545321,0.589129,0.630041,0.666942,0.701906,0.739937,0.785234,0.839759,0.902454,0.967999,1.02534,1.05865,1.05583,1.01357,0.938424,0.844286,0.747805,0.66304,0.596064,0.547126,0.513391,0.490222
0.660896,0.565687,0.483547,0.412802,0.353409,0.305922,0.271066,0.249908,0.244109,0.255283,0.285949,0.339808,0.420116,0.524636,0.638335,0.735464,0.788519,0.781654,0.719745,0.625331,0.525242,0.436536,0.36616,0.315052,0.281652,0.264064,0.261103,0.272563,0.299246,0.342582,0.403503,0.480134,0.565022,0.646282,0.710187,0.745301,0.746766,0.718276,0.670001,0.612903,0.556053,0.505995,0.46709,0.442404,0.434483,0.445131,0.476051,0.528965,0.604543,0.699741,0.804749,0.905183,0.985136,1.03148,1.03837,1.0094,0.955731,0.889687,0.821905,0.760534,0.711436,0.67898,0.666697,0.676703,0.710228,0.767622,0.84713
