rdev1_1951,rdev1_1952,rdev1_1953,rdev1_1954,rdev1_1955,rdev1_1956,rdev1_1957,rdev1_1958,rdev1_1959,rdev1_1960,rdev1_1961,rdev1_1962,rdev1_1963,rdev1_1964,rdev1_1965,rdev1_1966,rdev1_1967,rdev1_1968,rdev1_1969,rdev1_1970,rdev1_1971,rdev1_1972,rdev1_1973,rdev1_1974,rdev1_1975,rdev1_1976,rdev1_1977,rdev1_1978,rdev1_1979,rdev1_1980,rdev1_1981,rdev1_1982,rdev1_1983,rdev1_1984,rdev1_1985,rdev1_1986,rdev1_1987,rdev1_1988,rdev1_1989,rdev1_1990,rdev1_1991,rdev1_1992,rdev1_1993,rdev1_1994,rdev1_1995,rdev1_1996,rdev1_1997,rdev1_1998,rdev1_1999,rdev1_2000,rdev1_2001,rdev1_2002,rdev1_2003,rdev1_2004,rdev1_2005,rdev1_2006,rdev1_2007,rdev1_2008,rdev1_2009,rdev1_2010,rdev1_2011,rdev1_2012,rdev1_2013,rdev1_2014,rdev1_2015,rdev1_2016,rdev1_2017
0.38007,0.178348,0.575674,0.406817,-0.380825,-0.359203,-0.762178,0.171624,0.194621,-0.834026,0.424799,0.0383052,0.608961,-0.250555,-0.255314,-0.012359,-0.921471,-1.43376,-0.157189,-0.171455,-0.389895,-0.353581,-0.334987,-0.110379,-0.520729,-0.0379262,-0.335913,-0.978402,-0.424744,-0.545525,-0.640878,-0.723614,-1.03152,-0.459394,0.231526,-0.532282,0.384959,-0.740961,0.246585,-0.165598,0.721243,0.618535,0.891032,0.0760808,0.903788,1.06949,1.07665,0.182337,0.370225,0.450183,0.629491,0.574457,0.185467,0.177228,0.312046,0.685468,-0.546228,0.576765,-1.23033,0.667432,0.132787,-0.412881,0.254896,0.338162,0.310812,0.473243,0.601226
0.0901352,0.0268017,0.267594,0.112117,-0.369504,-1.18374,-0.713938,-0.0581111,-0.135988,-0.665933,0.117822,0.0488341,0.36997,-0.149563,-0.54692,0.229781,-0.907409,-1.48951,-0.294353,-0.26148,-0.38761,-0.45475,-0.261923,0.229705,-0.345987,0.312489,0.032865,-0.610655,-0.072916,-0.347082,-0.527644,-0.595985,-1.03933,-0.391455,0.142098,-0.435367,0.453172,-0.679302,0.352866,-0.11025,1.02371,0.616272,0.971068,0.238651,0.859937,1.207,1.12624,0.191921,0.376637,0.562265,0.506451,0.619887,0.0578194,0.0916966,0.12636,0.501845,-0.671956,0.465356,-1.19226,0.784522,0.220676,-0.501797,0.221596,0.179336,0.306276,0.564078,0.878062
-0.245395,-0.213038,0.18152,0.0646541,-0.189001,-0.925696,-0.805255,-0.202509,0.0924963,-0.453322,0.141036,0.15666,0.618674,-0.178942,-0.526039,-0.218555,0.28244,-0.758371,0.412536,0.166494,-0.0532969,-0.361798,-0.452157,-0.252211,-0.809164,-0.232743,-0.681708,-1.23881,-0.696692,-0.784421,-0.609096,-0.754743,-0.929764,-0.296526,0.474807,-0.237512,0.622345,-0.600621,0.367775,-0.220216,0.635669,0.186894,0.607314,-0.0677171,0.382777,0.869112,0.950949,0.133706,0.461078,0.658148,0.845919,0.835924,0.39475,0.302666,-0.0302271,0.62661,-0.86031,0.428763,-1.1164,0.781762,0.272429,-0.175669,0.399911,0.538147,0.719091,0.489463,0.832864
-0.360388,-0.165851,0.329063,-0.00362351,-0.336125,-0.884117,-0.799933,-0.0742732,0.0399298,-0.497347,0.300355,0.38771,0.342166,-0.00603604,-0.511,0.052641,-0.274591,-0.81407,0.397078,0.532561,0.113118,-0.0226813,0.10591,-0.00420195,-0.618176,-0.157432,-0.41401,-1.07784,-0.496813,-0.790297,-0.59231,-0.787364,-0.887015,-0.254717,0.18234,-0.721545,0.379216,-0.951952,0.084637,-0.426671,0.650501,0.29062,0.704639,-0.000877016,0.455594,1.02838,0.911615,0.142855,0.344833,0.5313,0.600879,0.612502,0.27908,0.439484,0.364561,0.841652,-0.519154,0.700665,-1.06158,0.710944,0.23306,-0.355192,0.423018,0.225287,0.278544,0.412102,0.416274
-0.00347967,0.124937,0.456236,0.270091,-0.315501,-0.918684,-0.278347,0.0288604,-0.0212704,-0.645507,0.283015,0.326457,0.288342,-0.215018,-0.72325,-0.138858,-0.615417,-0.619769,0.181445,0.053386,-0.240804,-0.265865,-0.361269,-0.00279556,-0.513788,-0.0506017,-0.40629,-0.906453,-0.304096,-0.524899,-0.527611,-0.875122,-0.824212,-0.426018,0.0807583,-0.496081,0.323675,-0.661234,0.16495,-0.291607,0.840682,0.535136,0.913941,0.107122,0.719428,1.03253,0.940736,-0.00135324,0.278426,0.294968,0.424782,0.433654,0.124443,0.212548,0.0678741,0.724985,-0.586626,0.41819,-1.38805,0.549947,0.14715,-0.333208,0.35753,0.491318,0.678253,0.953846,0.831872
-0.0701689,0.416275,0.342113,0.346067,-0.358212,-0.587772,-0.647985,0.155168,0.102101,-0.340615,0.545384,0.563771,0.512054,0.219316,-0.593955,-0.213146,0.439562,-1.01707,0.396382,0.0941992,-0.196338,-0.23178,-0.184956,-0.0547596,-0.534686,-0.0786296,-0.271252,-0.981503,-0.420294,-0.577956,-0.588966,-0.802599,-0.924354,-0.338255,0.260062,-0.295713,0.511387,-0.581136,0.228517,-0.184044,0.731651,0.543249,0.683739,-0.113011,0.596869,0.922839,0.814115,0.0479444,0.255017,0.488562,0.522988,0.586299,0.059616,0.0859827,-0.0999067,0.629384,-0.739682,0.513285,-1.40785,0.449489,-0.0149847,-0.639769,-0.0185508,-0.0723032,0.0182812,0.253947,0.921942
0.119275,0.136691,0.522021,0.153724,-0.402563,-0.932919,-0.645369,0.330839,0.0458983,-0.494562,0.267917,0.353912,0.818114,-0.365427,-0.581393,-0.00974233,-0.985502,-1.49627,-0.211491,-0.199467,-0.264609,-0.290213,-0.119291,0.105852,-0.546801,0.087507,-0.0999192,-0.854006,-0.336099,-0.543389,-0.661143,-0.769945,-0.994234,-0.334418,0.127252,-0.393116,0.530436,-0.694364,0.251062,-0.282387,0.61246,0.307728,0.4989,-0.237324,0.457936,0.779989,0.6767,-0.0392721,0.208468,0.51901,0.682833,0.703481,0.447837,0.515201,0.314921,0.990376,-0.457162,0.66619,-1.10167,0.734902,0.101426,-0.393846,0.216119,0.406026,0.408772,0.568252,0.991176
-0.158246,0.148666,0.356843,0.407613,-0.604276,-0.539981,-0.676607,-0.0110509,0.0624407,-0.672121,0.168225,0.17209,0.527113,-0.412676,-0.139905,-0.243226,-1.24771,-1.11662,-0.178003,-0.25041,-0.398029,-0.471886,-0.378476,-0.148671,-0.487246,0.0425778,-0.0737032,-0.798553,-0.350189,-0.600679,-0.461801,-0.641492,-0.829514,-0.328206,0.347305,-0.301591,0.619649,-0.597986,0.396247,-0.157194,0.801953,0.405186,0.636765,-0.137415,0.647617,0.85706,1.01141,0.172844,0.520632,0.559222,0.819552,0.7293,0.250444,0.29059,0.16863,0.59006,-0.684438,0.536743,-1.2901,0.571552,0.0509967,-0.485318,0.35697,0.338986,0.538164,0.589676,1.30947
0.00697609,0.239867,0.300284,0.281514,-0.321628,-0.859047,-0.719474,0.0826493,0.0631112,-0.462585,0.0242009,0.321945,0.726505,-0.168154,-0.176036,0.00335276,-0.312304,-0.19979,0.282781,0.138727,-0.21453,-0.383143,-0.428745,-0.211558,-0.626855,-0.264123,-0.357178,-1.021,-0.418364,-0.614878,-0.420518,-0.758736,-0.837504,-0.0613906,0.358444,-0.505533,0.520089,-0.817032,0.201911,-0.386944,0.545929,0.162421,0.450044,-0.408809,0.413757,0.80559,0.782708,0.172214,0.454306,0.639652,0.777259,0.779265,0.469631,0.373062,0.161288,0.73987,-0.812063,0.548444,-1.24482,0.439517,0.11746,-0.72811,0.00421564,0.230307,0.358909,0.832813,0.990088
-0.40414,0.327319,0.583839,0.244757,-0.233899,-0.738767,-0.6435,-0.0345695,-0.0280229,-0.238739,0.119411,-0.0486437,0.463912,-0.138354,-0.426811,0.0976804,-0.511742,-0.72934,0.409643,0.471119,-0.0700704,-0.272328,-0.457483,-0.163959,-0.691928,-0.336605,-0.388727,-1.15445,-0.578067,-0.664998,-0.559637,-0.828037,-0.779184,-0.335507,0.347101,-0.382668,0.580557,-0.582557,0.197165,-0.0894377,0.600242,0.54108,0.70702,-0.162078,0.613636,0.946692,0.944726,0.228084,0.523973,0.574516,0.661612,0.648039,0.130074,0.147306,0.00751304,0.608892,-0.652675,0.728825,-0.948945,0.849052,0.341131,-0.342852,0.129862,0.104893,0.213979,0.220737,0.213177
0.235751,0.567799,0.778515,0.67107,-0.287834,-0.781658,-0.313502,-0.118066,-0.13751,-0.813825,0.0973767,0.0882843,0.217967,-0.185007,-0.48522,-0.726357,0.447312,-0.571731,0.349237,0.0279963,-0.240572,-0.483683,-0.464311,-0.227877,-0.60812,-0.0881954,-0.351341,-1.06786,-0.474792,-0.685118,-0.607106,-0.888488,-1.17453,-0.534095,0.0761315,-0.640955,0.390661,-0.737344,0.0605967,-0.152453,0.784065,0.440472,0.807993,-0.14291,0.614305,0.753248,0.750302,-0.282568,0.0690776,0.330056,0.449734,0.543724,0.172832,0.351747,0.463312,0.918304,-0.45499,0.854221,-0.728954,0.762902,0.18991,-0.223052,0.32839,0.370374,0.461277,0.615011,0.625075
0.0452266,0.305353,0.297519,0.341801,-0.520285,-0.981923,-0.396106,-0.190673,0.0166289,-0.647056,0.206825,-0.0816379,0.684032,-0.280661,-0.394473,-0.881403,0.162245,-1.31458,-0.0446147,-0.141498,-0.431218,-0.742563,-0.43681,-0.194798,-0.768934,-0.121845,-0.349835,-0.953316,-0.322122,-0.462601,-0.359051,-0.499794,-0.796175,-0.185229,0.42139,-0.286964,0.394467,-0.644567,0.199206,-0.361178,0.637837,0.389364,0.734548,-0.165876,0.622854,0.982709,0.812211,-0.0778786,0.381205,0.420777,0.712768,0.748301,0.397142,0.394768,0.422293,1.02733,-0.431363,0.960217,-0.888423,0.946637,0.433329,-0.272956,0.208296,0.305993,0.0853249,0.28114,0.477403
0.299078,0.203416,0.489358,0.569841,-0.364665,-0.70097,-0.686871,0.141047,-0.20877,-0.389886,0.201326,0.333529,0.567192,0.0420682,-0.134886,-0.61188,0.513403,-2.26953,-0.166992,-0.351748,-0.588494,-0.725756,-0.52175,-0.233968,-0.515876,-0.0141821,-0.0547131,-0.557791,0.0216329,-0.281664,-0.290716,-0.609229,-0.777956,-0.330938,0.27729,-0.4729,0.249618,-0.708054,0.276004,-0.282383,0.710772,0.422233,0.883025,0.132457,0.779341,1.0466,0.952239,-0.0323209,0.271631,0.283438,0.247396,0.493923,0.181319,0.239843,0.210814,0.90977,-0.443847,0.786574,-0.994145,0.76691,0.228979,-0.411608,0.208637,0.148473,0.0279504,0.356919,0.204984
0.277763,0.269971,0.716041,0.481924,-0.213503,-0.651602,-0.366488,-0.00780856,0.152679,-0.764241,0.439288,0.278436,0.424643,-0.125002,-0.70464,-0.490216,0.0515837,-2.31648,-0.436747,-0.490446,-0.698322,-0.65067,-0.530615,-0.315276,-0.759796,-0.065126,-0.133329,-0.782814,-0.265722,-0.386397,-0.222875,-0.408455,-0.838753,-0.196211,0.305648,-0.300989,0.424664,-0.488788,0.199211,-0.341007,0.637418,0.375315,0.682953,0.00895328,0.743524,1.05037,1.0284,0.162358,0.447445,0.564865,0.630492,0.614696,0.269415,0.367543,0.183674,0.959753,-0.56628,0.838073,-0.896672,0.853036,0.332753,-0.353185,0.325268,0.0392337,-0.0546906,0.214023,0.470426
-0.203964,-0.262841,0.346721,0.0933127,-0.49758,-0.7728,-0.845022,-0.153114,-0.326132,-0.862411,0.115337,-0.073209,0.45725,-0.442822,-0.597675,-0.517051,0.274581,-1.48462,-0.0649147,-0.171926,-0.230842,-0.426518,-0.203797,-0.130895,-0.351009,0.0665422,-0.133,-0.723742,-0.251725,-0.445939,-0.357935,-0.572923,-0.803286,-0.2654,0.443872,-0.0351679,0.725187,-0.416041,0.448892,0.0760957,0.730707,0.407268,0.59959,-0.133265,0.290094,0.830893,0.820363,-0.0184013,0.489744,0.523492,0.700907,0.861813,0.439562,0.473682,0.386335,0.872517,-0.430361,0.656541,-0.942357,0.833486,0.222091,-0.325129,0.252918,0.242882,-0.0211653,0.268213,0.51613
0.0879037,-0.283895,0.492224,0.115053,-0.42636,-0.860028,-0.629925,-0.176868,-0.0968509,-0.534959,0.113706,-0.0291927,0.562352,-0.342465,-0.524437,-0.511174,0.263418,-1.14621,0.0826003,-0.0302232,-0.295923,-0.530179,-0.442832,-0.468975,-0.852328,-0.367057,-0.538633,-1.18849,-0.543535,-0.740432,-0.652312,-0.875642,-0.959364,-0.185127,0.285437,-0.236322,0.803123,-0.386185,0.525433,-0.104048,0.879507,0.644678,0.868792,0.066616,0.612444,1.07717,1.01752,0.175842,0.403145,0.575881,0.680126,0.789154,0.394932,0.30565,0.301013,0.955649,-0.452387,0.798889,-0.953419,0.966131,0.232783,-0.203569,0.284872,0.197056,0.244762,0.377385,0.299368
0.0961566,-0.0628185,0.346202,0.0422934,-0.445687,-0.946701,-0.741303,-0.0382759,-0.0312658,-0.683377,0.0951298,0.315122,0.762205,-0.419527,-0.166037,-0.483361,0.113005,-1.15237,-0.42688,-0.239613,-0.531672,-0.584489,-0.496974,-0.24596,-0.539512,-0.21612,-0.271671,-0.888917,-0.240908,-0.567408,-0.568023,-0.756434,-0.926761,-0.453772,0.247567,-0.376652,0.513259,-0.561356,0.446571,-0.113343,0.909283,0.719559,0.92019,0.118397,0.779309,1.0057,0.922466,0.0971789,0.215355,0.483252,0.539366,0.7449,0.232462,0.402834,0.279462,1.02918,-0.376637,0.740018,-0.928122,0.780339,0.217819,-0.477134,0.317019,0.166206,0.405493,0.304553,0.685581
-0.126114,-0.103829,0.401324,-0.0446279,-0.49436,-1.01363,-0.756768,0.038903,-0.270981,-0.660059,0.134864,0.0660015,0.521262,-0.479045,-0.559543,-0.0153546,-0.512207,-0.898621,0.0559534,0.00434968,-0.134683,-0.282306,-0.40059,-0.126454,-0.6216,-0.144569,-0.404633,-1.1269,-0.430553,-0.640652,-0.598077,-0.79664,-0.806136,-0.247889,0.436949,-0.299457,0.699655,-0.738615,0.398106,-0.169615,0.761664,0.400057,0.694463,-0.086202,0.611509,0.899397,0.958442,0.0261003,0.403224,0.656385,0.737097,0.856045,0.438188,0.505161,0.350709,0.802751,-0.53351,0.678173,-1.17607,0.756041,0.207653,-0.278563,0.382978,0.576637,0.556078,0.525669,0.431609
-0.0782683,-0.259389,0.354154,0.025579,-0.68968,-1.06394,-0.806921,0.155165,-0.32145,-0.902153,0.059906,0.0681334,0.336786,-0.338991,-0.285827,-0.123633,-0.852633,-0.895687,-0.0635383,-0.124494,-0.458037,-0.464095,-0.394811,-0.0394897,-0.518483,0.0641517,-0.251448,-0.796767,-0.293134,-0.439205,-0.449763,-0.682412,-0.747333,-0.347661,0.384124,-0.281134,0.586084,-0.478286,0.442475,0.00455934,0.714146,0.487671,0.779465,0.0134046,0.623509,0.863422,0.885213,0.0217936,0.395432,0.433089,0.702408,0.688037,0.427511,0.523321,0.38033,0.905632,-0.43441,0.766953,-1.05578,0.712938,0.214417,-0.388057,0.302382,0.434181,0.415943,0.327193,0.664811
-0.2866,-0.0142354,0.270944,0.392054,-0.520051,-1.11917,-0.785871,0.0430634,0.0137703,-0.79539,0.200482,0.183234,0.338837,-0.26561,-0.536431,-0.328874,-0.614135,-0.612681,-0.174878,-0.179794,-0.425109,-0.455804,-0.291292,-0.192986,-0.640799,-0.261234,-0.542664,-1.19313,-0.441478,-0.772643,-0.732205,-0.885397,-1.0808,-0.364775,0.25659,-0.197252,0.775204,-0.26505,0.531934,0.0771561,0.892165,0.540072,0.842078,-0.0803,0.570298,0.871875,0.92585,0.0401434,0.451818,0.53525,0.965248,0.912193,0.376753,0.480288,0.433242,0.961078,-0.323377,0.872939,-0.944631,0.970441,0.320146,-0.3441,0.174275,0.307022,0.246508,0.479338,0.485338
0.0121688,0.306237,0.340912,0.342546,-0.344581,-0.909504,-0.607868,0.0447143,-0.168524,-0.937622,0.135706,0.0822976,0.577294,-0.254441,-0.652816,-0.312164,-0.342176,-1.0525,-0.0250028,0.033699,-0.189082,-0.169976,-0.0357824,0.278766,-0.121725,0.263564,0.106642,-0.549465,-0.101102,-0.514748,-0.478755,-0.667682,-1.1238,-0.675934,0.0988773,-0.432286,0.419708,-0.66683,0.292731,-0.211001,0.471108,0.219487,0.525734,-0.268781,0.364259,0.605133,0.749677,0.0274807,0.435706,0.548515,0.901809,0.90913,0.48844,0.523846,0.349407,0.912643,-0.471542,0.714823,-1.06705,0.700775,0.101322,-0.31771,0.101594,0.11241,0.0962726,0.0169629,0.400302
0.2098,0.0376316,0.442643,-0.0129077,-0.362135,-0.859479,-0.70275,-0.12167,-0.0849729,-0.968208,0.0908837,-0.00352828,0.572173,-0.13661,-0.621089,-0.561499,0.102265,-0.593879,0.106472,-0.102259,-0.309541,-0.47691,-0.329558,-0.0190657,-0.39643,0.0828129,-0.17042,-0.88212,-0.237361,-0.572749,-0.585315,-0.87739,-1.01784,-0.396293,0.249199,-0.363671,0.594321,-0.506533,0.38611,-0.10179,0.779567,0.442087,0.784617,-0.0432253,0.49676,0.775921,0.874427,-0.0365249,0.296806,0.52856,0.634976,0.644969,0.332285,0.234083,0.141332,0.797758,-0.421274,0.830222,-0.812265,0.990726,0.489896,-0.312345,0.21225,0.214095,0.0993465,0.104698,0.388698
0.353121,0.107121,0.478639,0.342168,-0.188412,-1.0089,-0.341592,0.0469316,-0.166609,-0.562095,0.464856,0.315391,0.629742,-0.145972,-0.271273,-0.199203,-0.308731,-0.498981,0.110916,-0.0905559,-0.353014,-0.497534,-0.381625,-0.271301,-0.541508,-0.0644252,-0.436489,-0.958628,-0.405338,-0.500313,-0.475114,-0.562468,-0.773124,-0.215014,0.34162,-0.273894,0.480416,-0.644907,0.328535,-0.0297313,0.701202,0.52255,0.845963,0.171145,0.615437,0.903806,0.769607,-0.248858,0.0763381,0.116268,0.480852,0.518747,0.090465,0.270075,0.236892,1.02124,-0.328288,0.88917,-0.850992,0.737479,-0.00656371,-0.659682,-0.068735,0.0861627,0.0864885,0.0443249,0.174131
-0.260683,0.11123,0.547086,0.462529,-0.247397,-0.675922,-0.344848,0.120753,0.168312,-0.49146,0.138495,0.207021,0.408301,-0.262957,-0.63732,-0.359838,-0.442601,-1.38848,-0.23447,-0.0925558,-0.246697,-0.386861,-0.34635,-0.118167,-0.503476,0.107226,-0.300853,-0.964556,-0.39718,-0.473628,-0.518551,-0.784727,-0.907662,-0.459939,0.115667,-0.39915,0.505301,-0.869922,0.260457,-0.120197,0.4819,0.413826,0.741667,-0.0272658,0.79062,1.11826,1.01396,0.110187,0.367837,0.516027,0.65781,0.590734,0.0907825,0.123471,0.0282782,0.539744,-0.597102,0.632682,-0.837796,1.058,0.425757,-0.1801,0.337835,0.329422,0.183375,0.333043,0.882767
0.126801,0.124968,0.60261,0.341324,0.0581456,-0.515457,-0.628988,0.220826,-0.116111,-0.189717,0.129495,0.361775,0.67653,0.00814606,-0.458805,0.0206452,0.0735507,-1.11274,-0.114677,-0.0818877,-0.363399,-0.382688,-0.314592,-0.0279025,-0.532177,0.00168703,-0.158045,-0.945115,-0.442487,-0.598494,-0.588853,-0.768317,-1.06341,-0.52523,0.151102,-0.520184,0.528066,-0.756447,0.455675,-0.153226,0.586888,0.309996,0.62777,-0.258913,0.473935,0.789918,0.88215,0.0827492,0.491095,0.664363,0.780065,0.750444,0.226568,0.224296,0.132286,0.645865,-0.804993,0.536148,-1.24202,0.554937,0.125548,-0.502688,-0.00531481,0.158324,0.304013,0.525118,0.488657
0.360748,0.676245,1.0708,0.972477,-0.0295962,-0.41022,-0.374752,0.485,0.380886,-0.722396,0.489942,0.503888,0.62576,-0.0408469,-0.0132505,-0.404207,0.338885,-0.710994,0.298138,0.0674429,-0.247583,-0.442477,-0.385147,-0.255335,-0.701835,-0.232179,-0.420452,-0.997649,-0.59188,-0.774955,-0.695318,-0.786937,-1.01557,-0.649215,-0.0729233,-0.58372,0.289689,-1.06038,0.00131172,-0.483666,0.424781,0.150625,0.433582,-0.0606824,0.544388,0.964758,0.942193,-0.0100969,0.307826,0.393379,0.568399,0.490346,-0.00147857,0.0334251,-0.102312,0.425532,-0.875337,0.3737,-1.13985,0.677254,0.177422,-0.499963,0.260033,0.266613,0.222725,0.677334,0.792471
0.301193,0.518958,1.01511,0.952749,0.0754045,-0.596418,-0.0427399,0.313883,0.367487,-0.613735,0.513834,0.145739,0.505921,-0.287381,-0.266471,-0.39113,-0.658602,-1.29174,-0.0651219,-0.0252465,-0.309098,-0.263052,-0.279543,-0.000215224,-0.563318,-0.0926048,-0.250885,-1.00714,-0.486499,-0.712029,-0.571088,-0.714162,-0.85403,-0.354556,0.298299,-0.443042,0.606317,-0.850545,0.138699,-0.278927,0.547514,0.259032,0.563909,-0.262708,0.50797,0.91406,0.937759,-0.00706013,0.396254,0.589167,0.724045,0.512939,0.121418,0.145227,0.1632,0.636845,-0.710385,0.57566,-1.03161,0.716549,0.156835,-0.521115,0.0604918,0.0443942,-0.0318126,0.274028,0.34301
0.164959,0.538352,1.03755,0.877736,0.317675,-0.266892,-0.0869217,0.33742,0.36099,-0.477367,0.197514,0.151647,0.435802,-0.468756,-0.531941,0.0696271,-0.788161,-1.05048,0.114342,0.257831,-0.00159446,-0.0594966,-0.209933,0.014827,-0.639004,-0.175832,-0.492295,-1.12355,-0.655947,-0.705063,-0.672199,-0.795151,-0.975624,-0.334914,0.211366,-0.363018,0.705304,-0.727573,0.306402,-0.244016,0.578487,0.210421,0.485121,-0.354331,0.316308,0.681234,0.719153,-0.173162,0.283963,0.268975,0.542141,0.598703,0.122087,0.0873809,0.168751,0.723676,-0.545759,0.740655,-0.970379,0.766753,0.136767,-0.413689,-0.0389737,-0.0181357,0.0355601,0.154065,0.658901
-0.334797,0.201173,0.502141,0.884117,0.259014,-0.208807,-0.0873412,0.294278,0.358262,-0.100448,0.413455,0.0735885,0.539206,-0.157149,-0.393201,-0.378001,-0.760783,-1.17656,-0.513144,-0.0330644,-0.441369,-0.294243,-0.241894,0.0403534,-0.335595,0.142611,-0.113569,-0.754257,-0.470847,-0.584417,-0.589406,-0.94002,-0.923112,-0.468915,0.169573,-0.458732,0.49691,-0.528139,0.37997,-0.206953,0.703464,0.379708,0.779274,-0.170011,0.435419,0.769407,0.738681,-0.178489,0.150411,0.2296,0.476593,0.510958,-0.0539394,-0.0512531,0.0261397,0.524639,-0.483003,0.633944,-0.951525,0.883413,0.326421,-0.346509,0.20522,0.160874,0.142983,0.381907,0.775898
0.25255,0.460265,0.678932,0.547872,-0.258249,-0.557935,-0.352327,0.118344,-0.0867413,-0.557845,0.161149,0.0277693,0.269589,0.0393487,-0.534926,-0.356784,-0.407924,-0.87588,-0.139533,0.182451,-0.323913,-0.308254,-0.300827,-0.113609,-0.561296,-0.0235578,-0.201604,-0.903321,-0.319325,-0.653936,-0.61072,-0.658185,-0.865143,-0.383417,0.224684,-0.458207,0.462701,-0.699845,0.137617,-0.211404,0.457811,0.238494,0.518171,-0.104963,0.420219,0.88734,0.898344,-0.045285,0.36055,0.560903,0.784579,0.672666,0.13151,0.18587,0.0507234,0.53257,-0.743143,0.479372,-1.17047,0.735333,0.226923,-0.212353,0.361816,0.412755,0.444185,0.219819,0.824339
0.16606,0.264664,0.745381,0.402759,-0.233768,-0.633533,-0.556409,0.220602,0.0124856,-0.768685,0.362499,0.0942477,0.300829,-0.0862431,-0.296359,-0.191077,-1.20435,-1.2822,-0.222906,-0.00450152,-0.227496,-0.259742,-0.0967279,0.09791,-0.438517,-0.056367,-0.105334,-0.863982,-0.386377,-0.4,-0.444319,-0.427113,-0.954282,-0.33622,0.510879,-0.312458,0.523143,-0.661309,0.278795,-0.304613,0.607608,0.248219,0.646314,-0.00979837,0.631497,0.825435,0.862597,0.00398227,0.169339,0.35977,0.680259,0.744923,0.276114,0.240843,0.286444,0.715981,-0.818362,0.408865,-1.24291,0.355729,-0.191829,-0.723211,-0.0108623,0.277995,0.459505,0.565297,1.00626
0.392005,0.287039,0.572392,0.156978,-0.441489,-0.621992,-0.680715,0.106723,-0.277371,-0.509821,0.266966,0.215241,0.472123,-0.212571,-0.585917,-0.293322,-0.528395,-1.25135,-0.274684,0.161568,-0.259676,-0.158693,-0.138983,0.140504,-0.296998,0.0461922,-0.148894,-0.892435,-0.32298,-0.495046,-0.578682,-0.685419,-0.990509,-0.492508,0.281914,-0.417718,0.472268,-0.561117,0.448438,-0.254443,0.723576,0.557329,0.795615,-0.0430433,0.733232,0.952821,0.760867,0.00812502,0.125628,0.327708,0.5146,0.409763,0.0244104,0.183901,0.192516,0.705599,-0.682254,0.51775,-1.02916,0.668943,0.128964,-0.414435,0.234717,0.267339,0.328518,0.535665,0.613093
0.161729,0.265134,0.476545,0.115375,-0.603462,-0.819078,-0.526135,-0.0535282,-0.207173,-0.652245,0.105119,0.0218334,0.329705,-0.207706,-0.930549,-0.818309,0.203238,-1.65467,-0.0516013,0.0875704,-0.404133,-0.285062,-0.144045,-0.022999,-0.521142,-0.0182213,-0.168869,-0.85013,-0.25686,-0.375645,-0.319711,-0.492385,-0.633138,0.092434,0.569745,-0.173827,0.68923,-0.461592,0.413996,-0.159554,0.577924,0.320504,0.539411,-0.154227,0.4152,0.919866,0.792345,0.0569558,0.443121,0.624358,0.737417,0.833402,0.270858,0.305475,0.434491,0.83509,-0.55576,0.677977,-1.0279,0.653223,-0.0264597,-0.410987,0.0381504,0.166795,0.171096,0.270195,0.539565
0.0917327,0.0855728,0.737604,0.563941,0.0776801,-0.56609,-0.34389,-0.00669966,0.00806816,-0.479181,0.236073,0.250393,0.482242,0.0117309,-0.461357,-0.0870082,-0.398683,-0.294558,0.468249,0.172618,-0.154816,-0.291211,-0.258351,-0.146007,-0.690824,-0.0795345,-0.528452,-0.966118,-0.694421,-0.562298,-0.678905,-0.862184,-0.923433,-0.354492,0.333707,-0.260855,0.77813,-0.475298,0.519143,-0.104663,0.696298,0.336858,0.67458,-0.185187,0.309772,0.726735,0.564229,-0.232135,-0.006988,0.171258,0.384868,0.415401,-0.0649312,0.0242914,-0.0197965,0.500934,-0.74433,0.576667,-1.16924,0.725377,0.324382,-0.318222,0.280987,0.442093,0.201456,0.44994,0.50861
0.0593128,-0.126287,0.448417,0.23555,-0.422074,-0.776671,-0.636348,-0.233746,0.0988216,-0.929352,-0.0259289,0.244525,0.472107,0.107336,-0.489227,0.311931,-0.739539,-0.0243054,0.105018,0.163222,-0.454993,-0.441882,-0.219548,0.0405351,-0.253915,0.129927,-0.115352,-0.826123,-0.303729,-0.485426,-0.658995,-0.944001,-1.11521,-0.384197,0.210917,-0.278972,0.596992,-0.57835,0.481155,-0.114995,0.799057,0.383845,0.808333,-0.288026,0.48793,0.864908,0.865463,0.0591556,0.346064,0.361842,0.55564,0.667407,0.217209,-0.0471961,0.0704013,0.482981,-0.784766,0.385096,-1.15859,0.780395,0.387285,-0.342333,0.260567,0.462791,0.299088,0.459309,0.687163
0.470929,0.0434488,0.647671,0.166464,-0.199618,-0.708388,-0.75481,0.0314961,0.0835744,-0.48156,0.201575,0.239045,0.522065,0.364499,-0.123783,0.579392,-0.838871,-1.60233,0.0288475,0.112407,-0.29136,-0.59268,-0.513559,-0.372675,-0.745042,-0.200041,-0.411036,-1.12214,-0.608329,-0.777689,-0.6138,-0.960655,-1.05328,-0.348108,0.229371,-0.333074,0.633745,-0.618927,0.54128,-0.0600851,0.900233,0.610667,1.02266,0.0666227,0.790749,1.03562,1.01301,0.082712,0.492968,0.548571,0.667258,0.573295,0.180452,0.0313389,-0.124559,0.407607,-0.881928,0.368446,-1.17938,0.602526,0.282846,-0.277794,0.250528,0.31203,0.357679,0.490317,0.821249
