m_age2_1951,m_age2_1952,m_age2_1953,m_age2_1954,m_age2_1955,m_age2_1956,m_age2_1957,m_age2_1958,m_age2_1959,m_age2_1960,m_age2_1961,m_age2_1962,m_age2_1963,m_age2_1964,m_age2_1965,m_age2_1966,m_age2_1967,m_age2_1968,m_age2_1969,m_age2_1970,m_age2_1971,m_age2_1972,m_age2_1973,m_age2_1974,m_age2_1975,m_age2_1976,m_age2_1977,m_age2_1978,m_age2_1979,m_age2_1980,m_age2_1981,m_age2_1982,m_age2_1983,m_age2_1984,m_age2_1985,m_age2_1986,m_age2_1987,m_age2_1988,m_age2_1989,m_age2_1990,m_age2_1991,m_age2_1992,m_age2_1993,m_age2_1994,m_age2_1995,m_age2_1996,m_age2_1997,m_age2_1998,m_age2_1999,m_age2_2000,m_age2_2001,m_age2_2002,m_age2_2003,m_age2_2004,m_age2_2005,m_age2_2006,m_age2_2007,m_age2_2008,m_age2_2009,m_age2_2010,m_age2_2011,m_age2_2012,m_age2_2013,m_age2_2014,m_age2_2015,m_age2_2016,m_age2_2017
0.856094,0.687093,0.551546,0.443866,0.360072,0.296954,0.251869,0.222949,0.209258,0.21034,0.226913,0.261253,0.316746,0.395937,0.496836,0.611453,0.725134,0.81879,0.874728,0.883523,0.847531,0.778174,0.691216,0.602057,0.522711,0.461147,0.421817,0.405429,0.411353,0.438766,0.485714,0.546106,0.606839,0.652792,0.672311,0.661957,0.628213,0.584976,0.547685,0.52544,0.522002,0.538088,0.571822,0.617175,0.66262,0.6963,0.709749,0.70053,0.673182,0.637863,0.606514,0.586373,0.580086,0.586983,0.603202,0.620809,0.62845,0.618496,0.590216,0.549628,0.50723,0.475371,0.466126,0.488164,0.550284,0.664276,0.84343
1.0791,0.702958,0.464516,0.319373,0.233217,0.18376,0.15796,0.149056,0.154578,0.175277,0.214795,0.279352,0.376163,0.508309,0.66565,0.82215,0.942091,0.99574,0.975473,0.899561,0.799572,0.700046,0.614242,0.547102,0.498836,0.467439,0.450176,0.444777,0.449409,0.462319,0.481421,0.503851,0.525916,0.54448,0.557692,0.56537,0.569187,0.572669,0.580495,0.595991,0.620585,0.653636,0.691787,0.727973,0.751885,0.755564,0.736505,0.698349,0.649651,0.601486,0.564277,0.543256,0.539602,0.551825,0.575538,0.601963,0.618017,0.613918,0.587387,0.544187,0.495641,0.455036,0.434392,0.440754,0.479617,0.557511,0.680665
1.07684,0.726555,0.497324,0.354078,0.267284,0.21681,0.190428,0.181436,0.186862,0.206483,0.242136,0.297002,0.374258,0.474197,0.590168,0.708156,0.809281,0.875667,0.897576,0.877592,0.828369,0.76406,0.696244,0.632961,0.579058,0.537078,0.508097,0.49204,0.488164,0.495247,0.511403,0.53358,0.557406,0.57891,0.595336,0.605586,0.61054,0.613123,0.617617,0.627178,0.643291,0.665724,0.692248,0.718124,0.736495,0.741927,0.732114,0.708342,0.675136,0.639257,0.607869,0.585264,0.572987,0.570587,0.575841,0.584517,0.590715,0.589921,0.580157,0.562195,0.539291,0.51655,0.499631,0.492047,0.495245,0.50908,0.531698
0.948857,0.761915,0.611181,0.490218,0.395269,0.323544,0.272704,0.241144,0.228371,0.234565,0.261852,0.315052,0.400904,0.523926,0.677973,0.842847,0.98619,1.0743,1.08825,1.03381,0.936205,0.8221,0.711294,0.615491,0.540073,0.486728,0.455475,0.445228,0.454735,0.482644,0.526435,0.580212,0.633096,0.67334,0.692098,0.686442,0.660573,0.624517,0.590258,0.565606,0.55423,0.557091,0.573074,0.598631,0.627573,0.65386,0.672815,0.681846,0.681021,0.673188,0.663022,0.654123,0.648405,0.646242,0.646552,0.646784,0.643316,0.633219,0.614868,0.588053,0.553917,0.51467,0.473012,0.431187,0.3908,0.352888,0.318026
0.915205,0.704235,0.540041,0.411816,0.313807,0.24181,0.19203,0.161298,0.14759,0.149892,0.169713,0.212116,0.285663,0.398877,0.550317,0.721257,0.875035,0.970546,0.985139,0.928426,0.832933,0.728461,0.633371,0.556023,0.498467,0.459644,0.437425,0.42989,0.435509,0.452872,0.480164,0.514366,0.550806,0.584622,0.611698,0.629438,0.637412,0.637629,0.633869,0.629319,0.625943,0.624513,0.624651,0.624836,0.622792,0.617112,0.607685,0.595647,0.583251,0.573706,0.570643,0.576287,0.591237,0.614426,0.642678,0.669965,0.687718,0.688808,0.669828,0.631938,0.580388,0.522882,0.467008,0.417096,0.374564,0.339009,0.308985
1.06346,0.750823,0.532331,0.382692,0.282198,0.216335,0.17507,0.15215,0.144448,0.151134,0.174027,0.217982,0.290587,0.399246,0.543736,0.710651,0.871578,0.990658,1.04092,1.01864,0.94303,0.839852,0.731212,0.632054,0.550501,0.489999,0.451409,0.433866,0.436155,0.457225,0.495617,0.547806,0.606566,0.663105,0.70884,0.737412,0.746677,0.739612,0.722985,0.702887,0.68345,0.666939,0.654,0.643863,0.634814,0.625628,0.615876,0.605868,0.596592,0.589671,0.587078,0.590093,0.599146,0.613815,0.632705,0.653206,0.671536,0.683915,0.687147,0.678999,0.658534,0.626253,0.584005,0.534661,0.481615,0.428267,0.377591
0.669824,0.502119,0.377977,0.288416,0.225543,0.18304,0.156348,0.142784,0.141569,0.15351,0.181571,0.231338,0.310435,0.424754,0.569995,0.727076,0.863918,0.947463,0.960868,0.912841,0.830086,0.737475,0.651103,0.579016,0.523855,0.485325,0.461917,0.4521,0.454573,0.468117,0.49125,0.521663,0.555863,0.590092,0.62079,0.644995,0.660816,0.667819,0.666982,0.659808,0.647974,0.633199,0.617143,0.601358,0.587245,0.575988,0.568587,0.565934,0.56889,0.578373,0.595239,0.619483,0.649812,0.683197,0.71433,0.735284,0.736961,0.714725,0.670593,0.612316,0.550689,0.496729,0.45925,0.441943,0.445554,0.469498,0.511336
0.326709,0.303816,0.279875,0.252286,0.222009,0.19216,0.166468,0.148334,0.140541,0.144886,0.16397,0.202637,0.268187,0.367553,0.499442,0.649052,0.787326,0.880362,0.906681,0.869543,0.792565,0.700925,0.612795,0.538524,0.482735,0.447014,0.431868,0.4372,0.46286,0.50823,0.570393,0.640784,0.703088,0.740357,0.742285,0.709829,0.654845,0.595202,0.547816,0.521198,0.518019,0.538099,0.578595,0.631434,0.681159,0.712163,0.714724,0.68884,0.6443,0.597023,0.563124,0.551282,0.564773,0.603676,0.663731,0.731803,0.783157,0.794516,0.756077,0.676573,0.578213,0.485612,0.415943,0.37354,0.356587,0.36177,0.384592
0.536418,0.447199,0.372274,0.309389,0.257699,0.216846,0.186575,0.166813,0.157824,0.159914,0.17418,0.203025,0.250038,0.318608,0.408883,0.516064,0.62894,0.730669,0.803167,0.833683,0.819701,0.768654,0.694462,0.612759,0.537028,0.477059,0.438893,0.424195,0.43286,0.464307,0.516397,0.58194,0.645481,0.68966,0.702204,0.681388,0.637016,0.586338,0.546926,0.528275,0.534029,0.564834,0.618099,0.684485,0.744871,0.779317,0.775594,0.734645,0.670108,0.602283,0.54982,0.521385,0.519151,0.542288,0.586806,0.642006,0.68778,0.704344,0.681224,0.622144,0.542875,0.463459,0.399582,0.356408,0.333034,0.326335,0.331816
0.619905,0.489698,0.387067,0.307266,0.24682,0.202914,0.173337,0.156803,0.15328,0.163756,0.191165,0.241024,0.320706,0.435026,0.576791,0.722945,0.839019,0.894372,0.879731,0.812417,0.723608,0.636981,0.564727,0.510996,0.475584,0.456266,0.450058,0.454512,0.467566,0.487067,0.510312,0.533666,0.55274,0.564206,0.566765,0.561481,0.55168,0.542559,0.540138,0.548422,0.569203,0.602123,0.643909,0.68687,0.718901,0.730014,0.716447,0.68195,0.636444,0.593106,0.564573,0.557456,0.573922,0.612994,0.668946,0.727096,0.762723,0.756243,0.704482,0.622069,0.533166,0.460986,0.42171,0.422192,0.469156,0.575502,0.759948
0.455564,0.361012,0.286469,0.228737,0.185284,0.154013,0.133316,0.12236,0.121351,0.131408,0.155304,0.198063,0.266594,0.366409,0.493952,0.632245,0.752325,0.824209,0.832784,0.786317,0.709313,0.624477,0.546379,0.482202,0.434289,0.40253,0.385933,0.383363,0.393747,0.415808,0.447336,0.484029,0.518968,0.545439,0.559027,0.55896,0.54854,0.53453,0.525179,0.526014,0.539651,0.566256,0.603039,0.642757,0.673542,0.685411,0.674351,0.643687,0.602909,0.564909,0.542328,0.542038,0.566698,0.615793,0.683327,0.752352,0.793365,0.782968,0.718664,0.620072,0.516948,0.435338,0.391153,0.389795,0.437864,0.55095,0.75444
0.627473,0.530611,0.447148,0.374368,0.31228,0.26179,0.223787,0.199086,0.188693,0.193494,0.215653,0.25959,0.331765,0.437763,0.575531,0.731494,0.879631,0.987912,1.03178,1.0064,0.927554,0.819165,0.703751,0.597731,0.510651,0.446928,0.407956,0.392775,0.400113,0.429082,0.478067,0.541699,0.60785,0.661928,0.691867,0.692904,0.669911,0.635812,0.606163,0.590547,0.59285,0.61298,0.646712,0.683684,0.707249,0.704312,0.671367,0.615608,0.551529,0.495612,0.461568,0.455687,0.480899,0.539288,0.629788,0.739956,0.837368,0.883764,0.856343,0.762448,0.634683,0.51097,0.416142,0.354771,0.322359,0.312759,0.319389
0.385898,0.363026,0.339229,0.312153,0.282399,0.25255,0.226079,0.206591,0.197366,0.200508,0.218221,0.253853,0.311898,0.396124,0.505406,0.631861,0.759772,0.867894,0.936136,0.95367,0.922893,0.855517,0.767476,0.67437,0.588534,0.518239,0.468006,0.438478,0.428548,0.436663,0.460783,0.497186,0.539314,0.57998,0.612766,0.633376,0.64092,0.638447,0.631804,0.625842,0.623491,0.625904,0.632552,0.64116,0.648102,0.650643,0.647671,0.639795,0.629274,0.619817,0.615806,0.619904,0.632712,0.652751,0.676027,0.695392,0.70146,0.68824,0.655572,0.608906,0.55739,0.511448,0.480275,0.468417,0.477489,0.50763,0.556898
0.289897,0.332096,0.373869,0.403146,0.411451,0.398186,0.371138,0.343095,0.326883,0.330277,0.358901,0.419247,0.518618,0.659601,0.828894,0.995971,1.11983,1.16606,1.12549,1.01927,0.884537,0.751032,0.635393,0.544099,0.477817,0.434887,0.413346,0.411491,0.428176,0.462406,0.512044,0.571523,0.630148,0.675922,0.699421,0.697102,0.672786,0.636461,0.600324,0.572479,0.556806,0.554368,0.564142,0.582896,0.605186,0.625922,0.641327,0.649406,0.650331,0.646538,0.641994,0.639806,0.641707,0.648155,0.658327,0.670015,0.679735,0.683849,0.679055,0.662733,0.633333,0.590695,0.536354,0.473925,0.408296,0.344443,0.286438
0.583616,0.4999,0.430165,0.375129,0.334221,0.306488,0.291244,0.28854,0.299456,0.325819,0.370219,0.435598,0.523777,0.632283,0.75054,0.8614,0.94513,0.985684,0.976931,0.925139,0.845531,0.754143,0.663851,0.583366,0.517716,0.469485,0.439841,0.428507,0.434636,0.457079,0.493658,0.53948,0.58574,0.623133,0.644633,0.64767,0.635188,0.615033,0.597245,0.588613,0.592352,0.60888,0.635766,0.66676,0.691808,0.702392,0.694459,0.669484,0.63398,0.597761,0.571035,0.559604,0.565509,0.588114,0.623639,0.663286,0.692687,0.698855,0.675198,0.623855,0.554618,0.480892,0.414363,0.360124,0.318466,0.287311,0.26351
0.552119,0.465088,0.394377,0.340733,0.303076,0.279958,0.270435,0.274629,0.294066,0.331529,0.390985,0.476831,0.591509,0.730462,0.876322,1.00229,1.08088,1.09541,1.04788,0.957789,0.851791,0.74977,0.662613,0.594719,0.54682,0.518079,0.507286,0.513236,0.534661,0.569655,0.61458,0.662559,0.703149,0.726861,0.728467,0.708711,0.674131,0.635218,0.603103,0.584458,0.582043,0.59606,0.624303,0.66108,0.696665,0.7217,0.72984,0.719342,0.693592,0.660207,0.628417,0.604344,0.59084,0.588425,0.595719,0.609281,0.623731,0.634076,0.6366,0.629286,0.612095,0.586904,0.556818,0.524556,0.492071,0.460609,0.430832
0.388621,0.367947,0.346548,0.322683,0.297132,0.272412,0.251974,0.239831,0.240418,0.257648,0.296263,0.362756,0.464136,0.602116,0.762756,0.915735,1.02289,1.05574,1.0114,0.913898,0.798465,0.689995,0.600358,0.532822,0.486282,0.457876,0.44437,0.443315,0.452903,0.47152,0.497277,0.527495,0.558533,0.586841,0.609609,0.625243,0.633735,0.63681,0.637442,0.638037,0.639948,0.643474,0.64785,0.651205,0.650945,0.645414,0.63438,0.619002,0.601657,0.585688,0.574809,0.571477,0.576812,0.590797,0.612183,0.638119,0.663893,0.683785,0.69161,0.681503,0.649126,0.593039,0.516148,0.426865,0.336298,0.254314,0.186951
0.586698,0.473538,0.38402,0.315916,0.266213,0.232064,0.211375,0.203223,0.208128,0.22784,0.265711,0.326767,0.416605,0.537661,0.682788,0.833468,0.962289,1.04155,1.05515,1.00615,0.913818,0.801284,0.688003,0.587066,0.505543,0.446431,0.410509,0.396768,0.403947,0.430994,0.476013,0.533658,0.592762,0.64034,0.665862,0.665148,0.642271,0.608243,0.576481,0.555583,0.549422,0.558754,0.581678,0.612789,0.642788,0.663022,0.668031,0.65691,0.633606,0.605939,0.583065,0.570691,0.571078,0.583865,0.605981,0.630723,0.647964,0.649643,0.632659,0.599617,0.557833,0.517199,0.487278,0.473178,0.476706,0.497728,0.533913
0.36261,0.35519,0.343539,0.322357,0.291699,0.255979,0.221628,0.194857,0.180376,0.180487,0.197619,0.236323,0.303762,0.407227,0.546931,0.710884,0.872148,0.994576,1.04822,1.02499,0.941273,0.824081,0.699312,0.585692,0.493717,0.427833,0.38911,0.376209,0.387817,0.423312,0.48112,0.554425,0.626867,0.67865,0.694838,0.672595,0.622809,0.564965,0.518348,0.492886,0.492058,0.516503,0.564398,0.628412,0.692381,0.738067,0.751961,0.730859,0.683426,0.626528,0.577875,0.547099,0.537478,0.548877,0.578359,0.618509,0.656157,0.678403,0.676934,0.650726,0.606335,0.555412,0.510045,0.47671,0.457197,0.450493,0.453445
0.386489,0.36645,0.344779,0.318648,0.288656,0.257781,0.230084,0.209748,0.200538,0.204906,0.225556,0.266734,0.334284,0.433272,0.562369,0.710773,0.85676,0.971649,1.0302,1.02203,0.955655,0.851195,0.731685,0.61652,0.518499,0.444281,0.396164,0.372879,0.372446,0.393399,0.434018,0.489627,0.549703,0.601328,0.633159,0.639609,0.623419,0.594919,0.567583,0.550448,0.547941,0.561421,0.58963,0.627765,0.666805,0.69761,0.713361,0.711221,0.693199,0.665691,0.637185,0.613666,0.598164,0.59146,0.592507,0.598436,0.604796,0.607371,0.602816,0.588947,0.564998,0.531693,0.491001,0.445567,0.398246,0.351716,0.308193
0.520524,0.435187,0.363549,0.303821,0.255365,0.217935,0.191452,0.176242,0.173376,0.184404,0.212334,0.262311,0.340991,0.452777,0.591976,0.739483,0.865009,0.937955,0.942645,0.886731,0.794874,0.691612,0.594111,0.511779,0.448397,0.404717,0.380346,0.37435,0.385991,0.414776,0.459537,0.516457,0.577215,0.63159,0.670193,0.687336,0.683201,0.664067,0.639706,0.617672,0.602298,0.595351,0.596538,0.603624,0.612789,0.62079,0.625585,0.626474,0.624179,0.620824,0.619415,0.62208,0.629722,0.64204,0.657426,0.672748,0.683507,0.685351,0.674865,0.65008,0.610852,0.558926,0.497693,0.431723,0.365841,0.304218,0.249807
0.341285,0.3317,0.318563,0.297446,0.268704,0.236391,0.206188,0.183613,0.173115,0.177343,0.199606,0.245931,0.325625,0.448167,0.613711,0.805607,0.987311,1.11223,1.14628,1.08738,0.96406,0.813246,0.665137,0.537975,0.43932,0.370158,0.328598,0.311436,0.316354,0.342508,0.389383,0.453655,0.525361,0.590426,0.634856,0.650211,0.637682,0.607944,0.575998,0.552276,0.542071,0.547283,0.567309,0.598662,0.634535,0.667815,0.692484,0.704614,0.703275,0.690853,0.672093,0.651218,0.631183,0.613766,0.599738,0.589024,0.580808,0.573626,0.565387,0.553438,0.534736,0.506243,0.465999,0.415253,0.35816,0.300228,0.246628
0.458753,0.377199,0.311789,0.261772,0.225451,0.201075,0.187399,0.184089,0.191995,0.213042,0.2505,0.308973,0.393322,0.505342,0.638232,0.775112,0.891201,0.961265,0.970051,0.919298,0.825906,0.712064,0.597586,0.496172,0.415098,0.357083,0.32238,0.309489,0.317178,0.345183,0.393187,0.457794,0.528892,0.592503,0.635218,0.649566,0.63772,0.611023,0.584801,0.569379,0.569746,0.58724,0.619866,0.660916,0.698214,0.720118,0.719456,0.695728,0.65523,0.608956,0.568607,0.540895,0.528217,0.530297,0.544663,0.566001,0.585916,0.596536,0.592468,0.571947,0.537197,0.493644,0.447813,0.40415,0.364811,0.330326,0.300189
0.473877,0.376147,0.300597,0.244904,0.205695,0.179834,0.165015,0.160008,0.164746,0.180214,0.208554,0.253026,0.317395,0.404019,0.510541,0.628367,0.742374,0.833431,0.884115,0.885185,0.839131,0.758493,0.660806,0.562979,0.477661,0.412562,0.371339,0.353867,0.359174,0.386806,0.435976,0.502338,0.574174,0.636045,0.673886,0.680723,0.660152,0.625154,0.592134,0.571587,0.568192,0.582864,0.613182,0.651988,0.686659,0.705523,0.701977,0.676557,0.636707,0.594386,0.561979,0.54632,0.549747,0.571661,0.608143,0.64976,0.680931,0.688667,0.668393,0.625655,0.573705,0.529017,0.50689,0.516583,0.56546,0.662357,0.816091
0.262588,0.273155,0.2816,0.284077,0.279106,0.267947,0.254185,0.242892,0.239539,0.248141,0.272207,0.315761,0.383098,0.476263,0.590277,0.712108,0.821455,0.895559,0.917613,0.884137,0.806053,0.70227,0.592472,0.492036,0.41025,0.351393,0.316663,0.304894,0.315085,0.347309,0.401415,0.473085,0.549049,0.611209,0.643661,0.640324,0.608425,0.565288,0.530176,0.514123,0.521713,0.554053,0.60852,0.67494,0.732439,0.759851,0.745639,0.693459,0.620173,0.547987,0.495582,0.470785,0.475571,0.510116,0.572282,0.6524,0.727661,0.771902,0.767888,0.716477,0.636093,0.552937,0.488897,0.452478,0.44475,0.46443,0.50817
0.435885,0.423778,0.409272,0.389257,0.363989,0.336422,0.311157,0.293606,0.289343,0.302586,0.337671,0.400188,0.496106,0.627093,0.782202,0.936902,1.05772,1.11435,1.09413,1.00853,0.885516,0.752592,0.62919,0.525898,0.446676,0.39189,0.360578,0.35101,0.36193,0.392724,0.442141,0.505331,0.570907,0.624857,0.655415,0.657825,0.636716,0.604574,0.576506,0.562083,0.565656,0.588154,0.627149,0.674941,0.717444,0.741237,0.738609,0.710277,0.665097,0.617022,0.580177,0.56223,0.565883,0.590847,0.633508,0.684323,0.726329,0.743305,0.726346,0.677365,0.608063,0.534863,0.472205,0.426202,0.397197,0.382743,0.378641
0.473166,0.478571,0.477575,0.461287,0.427988,0.38295,0.335618,0.296011,0.271965,0.266963,0.283341,0.324693,0.395848,0.499184,0.627109,0.760504,0.871373,0.932525,0.930729,0.873748,0.784461,0.685289,0.591897,0.512978,0.452168,0.410373,0.387437,0.382567,0.394998,0.423949,0.467593,0.520978,0.574406,0.617094,0.640719,0.642374,0.62589,0.600833,0.578978,0.568085,0.57183,0.590949,0.623244,0.662299,0.697004,0.717116,0.716738,0.696065,0.661324,0.62297,0.592252,0.575735,0.575871,0.592307,0.621784,0.65671,0.684783,0.695096,0.682017,0.646879,0.597347,0.544725,0.499932,0.468454,0.451521,0.447885,0.454305
0.381415,0.423399,0.460231,0.475025,0.459151,0.416886,0.362717,0.313773,0.283124,0.276147,0.296305,0.34958,0.44512,0.589639,0.773387,0.964292,1.11281,1.17366,1.13285,1.01631,0.870144,0.729291,0.611224,0.52114,0.457978,0.418573,0.399812,0.399431,0.416008,0.44837,0.494391,0.54911,0.603433,0.647406,0.673308,0.678215,0.665241,0.642848,0.621805,0.60935,0.608791,0.620378,0.641365,0.665214,0.681936,0.683791,0.668069,0.637688,0.60021,0.565946,0.545293,0.544207,0.565265,0.608621,0.670624,0.740045,0.795788,0.816613,0.790617,0.720829,0.623634,0.520843,0.430039,0.357783,0.303416,0.263309,0.232978
0.514553,0.44495,0.383726,0.329382,0.282296,0.243563,0.214396,0.196126,0.190407,0.198792,0.223837,0.269797,0.34196,0.443117,0.566749,0.695133,0.8021,0.862478,0.864381,0.815411,0.736919,0.649507,0.5674,0.498461,0.446039,0.411103,0.393746,0.393552,0.410075,0.442672,0.489398,0.544921,0.599026,0.640559,0.661213,0.65852,0.636976,0.60673,0.579787,0.563724,0.561744,0.57393,0.597349,0.62499,0.645788,0.65077,0.636404,0.605547,0.566385,0.530106,0.507798,0.505802,0.527186,0.573089,0.641485,0.722998,0.797104,0.839783,0.833021,0.773145,0.672943,0.555291,0.441988,0.344632,0.266282,0.205414,0.158768
0.357627,0.384553,0.406163,0.410397,0.391895,0.354366,0.308366,0.266187,0.237201,0.225005,0.231073,0.257711,0.308808,0.387942,0.493516,0.616753,0.740426,0.841711,0.900263,0.907364,0.869075,0.799618,0.715294,0.630424,0.555437,0.496985,0.458738,0.441286,0.443877,0.465239,0.502889,0.551056,0.599068,0.635697,0.652855,0.648394,0.627108,0.599396,0.57753,0.569192,0.577671,0.60303,0.641674,0.684337,0.715628,0.722457,0.699665,0.651881,0.591415,0.533715,0.492314,0.473575,0.479621,0.510942,0.566059,0.638074,0.710744,0.763736,0.779323,0.749537,0.68003,0.58733,0.490415,0.401442,0.325538,0.263352,0.213279
0.662059,0.510474,0.396045,0.31293,0.254738,0.216007,0.192811,0.182985,0.18619,0.203618,0.238233,0.294767,0.378579,0.491928,0.627547,0.76709,0.884303,0.954219,0.964643,0.922098,0.846848,0.759186,0.673807,0.599424,0.540187,0.497512,0.471463,0.461286,0.465892,0.483871,0.512933,0.548857,0.584949,0.61463,0.633139,0.638707,0.633178,0.621801,0.611636,0.607642,0.612146,0.625166,0.644303,0.664207,0.677062,0.677067,0.662435,0.635702,0.602996,0.572717,0.553489,0.550268,0.564895,0.596758,0.641878,0.690553,0.726694,0.736214,0.71316,0.66203,0.59566,0.530169,0.479248,0.44866,0.439179,0.449321,0.475513
0.297438,0.305227,0.309871,0.306551,0.293888,0.274136,0.252211,0.234229,0.226104,0.231787,0.254915,0.300431,0.374752,0.48317,0.623646,0.783583,0.938415,1.05619,1.10926,1.08691,0.99988,0.872774,0.733366,0.604125,0.498765,0.423508,0.379969,0.366523,0.382054,0.427247,0.502668,0.602709,0.707785,0.790012,0.824919,0.804417,0.7417,0.66401,0.598454,0.558326,0.547354,0.5651,0.607914,0.665631,0.718408,0.746271,0.737642,0.694467,0.631167,0.568261,0.52429,0.507875,0.521872,0.566729,0.638987,0.724662,0.793765,0.815992,0.778084,0.69184,0.586543,0.493137,0.432311,0.409893,0.427484,0.48901,0.599901
0.313421,0.318033,0.320044,0.315588,0.303375,0.284809,0.263393,0.243716,0.230241,0.225692,0.231828,0.250425,0.283705,0.334057,0.403057,0.490917,0.59484,0.706883,0.812472,0.89103,0.921323,0.893489,0.814907,0.7065,0.59321,0.495408,0.424645,0.382487,0.366561,0.3743,0.403302,0.449123,0.502399,0.551711,0.586467,0.600325,0.593932,0.575105,0.555428,0.543208,0.542791,0.55562,0.580543,0.613079,0.645125,0.669014,0.679725,0.676088,0.661201,0.641855,0.626474,0.620603,0.626614,0.644231,0.670293,0.697819,0.716244,0.716747,0.695227,0.653336,0.597741,0.537894,0.482758,0.43687,0.401132,0.374313,0.353893
0.538169,0.457514,0.389588,0.333603,0.288677,0.253925,0.228606,0.212303,0.205019,0.206938,0.218642,0.241287,0.27651,0.325945,0.390316,0.468764,0.557601,0.648968,0.730278,0.785395,0.799203,0.766661,0.696046,0.60503,0.513261,0.436459,0.383804,0.356962,0.354918,0.37682,0.421704,0.485265,0.555611,0.616787,0.653865,0.659032,0.635525,0.596443,0.55839,0.531981,0.522028,0.529874,0.554325,0.590873,0.630868,0.665371,0.687372,0.693417,0.684694,0.666921,0.648315,0.634878,0.629763,0.633818,0.645805,0.662167,0.67703,0.684045,0.677348,0.652463,0.607345,0.543152,0.464592,0.379722,0.297467,0.224946,0.166047
0.386327,0.356502,0.32846,0.301871,0.277436,0.256486,0.240746,0.232358,0.233932,0.24791,0.277118,0.325124,0.395594,0.489807,0.602559,0.721651,0.829092,0.905444,0.936661,0.919779,0.863465,0.782317,0.691782,0.604828,0.530583,0.474759,0.440563,0.428488,0.438059,0.468539,0.517867,0.579801,0.641405,0.688056,0.708644,0.699925,0.668082,0.62651,0.590371,0.568777,0.56549,0.580958,0.612626,0.653427,0.69091,0.713335,0.71371,0.691983,0.655063,0.614665,0.583301,0.568272,0.572552,0.596392,0.637155,0.68734,0.733058,0.759158,0.753758,0.712214,0.639052,0.546222,0.448084,0.355661,0.275296,0.209375,0.157602
0.352527,0.326778,0.303588,0.284048,0.269098,0.259668,0.256878,0.262353,0.278474,0.308013,0.354197,0.420413,0.508846,0.617389,0.735827,0.847169,0.93146,0.972015,0.961832,0.906436,0.820877,0.72217,0.624699,0.538462,0.469253,0.420027,0.3922,0.385647,0.400059,0.435329,0.490331,0.559841,0.631489,0.690006,0.72245,0.723333,0.697228,0.65716,0.618956,0.592744,0.583137,0.591281,0.615621,0.651105,0.68859,0.719015,0.735707,0.735878,0.721455,0.69873,0.676204,0.659923,0.652971,0.656115,0.668055,0.685192,0.701572,0.710537,0.705608,0.681433,0.635038,0.566941,0.48196,0.389384,0.299843,0.221778,0.159555
0.391175,0.368419,0.346527,0.325244,0.305229,0.287785,0.274679,0.268168,0.270969,0.285522,0.314337,0.360229,0.425727,0.511157,0.611778,0.717779,0.815024,0.887648,0.922559,0.913914,0.86511,0.786961,0.693932,0.600109,0.516492,0.450289,0.405261,0.381546,0.377966,0.393328,0.426117,0.472744,0.525643,0.575745,0.614651,0.637019,0.64261,0.636852,0.628779,0.625323,0.630248,0.644535,0.666364,0.690529,0.708767,0.714288,0.703941,0.678866,0.644106,0.607355,0.576754,0.557164,0.550488,0.556621,0.573639,0.597245,0.620461,0.635886,0.637006,0.619361,0.581644,0.526143,0.458196,0.384822,0.312958,0.248022,0.193209
0.343274,0.345394,0.341494,0.323683,0.291421,0.250788,0.210824,0.179693,0.162768,0.162138,0.180422,0.22364,0.302266,0.428053,0.602411,0.806185,0.995863,1.11809,1.13966,1.06861,0.944711,0.807048,0.680848,0.577997,0.501701,0.4511,0.424235,0.419096,0.434237,0.46842,0.519146,0.579963,0.638508,0.68138,0.699038,0.689546,0.659582,0.622215,0.59198,0.577553,0.582496,0.606986,0.647572,0.694917,0.732825,0.746748,0.729857,0.685608,0.626143,0.567695,0.524975,0.505052,0.510163,0.540337,0.592949,0.659157,0.720544,0.756452,0.752003,0.704633,0.625343,0.533229,0.446224,0.372949,0.314835,0.269773,0.234319
0.400728,0.385916,0.370176,0.352023,0.331977,0.312102,0.295502,0.286072,0.288268,0.305893,0.342892,0.403875,0.492993,0.609911,0.743618,0.873289,0.973147,1.0217,1.01139,0.952188,0.86543,0.770863,0.682098,0.606854,0.548645,0.508656,0.487067,0.483287,0.496364,0.524818,0.56568,0.612823,0.656156,0.685738,0.694989,0.682764,0.65382,0.61742,0.584072,0.56031,0.548831,0.549697,0.560749,0.577186,0.591758,0.598662,0.595229,0.582419,0.564611,0.548866,0.543273,0.552937,0.579975,0.623582,0.678426,0.731663,0.762866,0.755958,0.707702,0.629079,0.539593,0.458931,0.400505,0.367718,0.359405,0.3734,0.406348
0.50917,0.390701,0.301541,0.236907,0.19187,0.162317,0.145422,0.139976,0.146674,0.168108,0.209601,0.279866,0.38995,0.546869,0.739851,0.934151,1.07915,1.13309,1.08856,0.97606,0.841663,0.717187,0.616827,0.543682,0.495678,0.468985,0.459616,0.464686,0.482071,0.509708,0.544844,0.583247,0.619046,0.646756,0.662702,0.665926,0.65855,0.645487,0.63304,0.625535,0.624843,0.630675,0.640569,0.649612,0.651186,0.641116,0.619141,0.588743,0.556198,0.52943,0.516435,0.521843,0.547566,0.593091,0.653688,0.716682,0.760251,0.76547,0.726221,0.652187,0.563628,0.482225,0.423411,0.391731,0.386691,0.406728,0.448952
