sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018
47.6904,48.1012,72.3379,79.4233,79.5128,45.6399,25.4345,41.6875,53.8026,47.8357,42.584,48.7851,43.6058,45.6375,30.0959,11.9377,9.13566,16.6929,19.0827,25.9986,30.8627,26.979,28.1543,33.924,40.0845,47.8035,53.21,47.7351,43.7762,46.8495,46.9548,41.741,30.1491,26.7065,35.7954,51.6596,52.3416,64.2983,60.0999,67.9641,77.6533,94.9809,96.5137,83.0354,75.5059,78.337,85.078,81.4422,76.2467,80.2116,103.108,109.775,111.046,94.6631,83.932,66.6082,66.5084,41.2396,42.581,34.5918,50.0234,50.342,48.8171,62.9881,70.7814,96.3267,132.513,201.184
39.0707,36.7761,62.9004,77.9585,71.1196,37.8758,21.4654,34.7369,44.2902,49.0856,52.5337,63.2381,47.8205,49.1136,27.8806,7.65858,5.07849,11.0022,12.6054,19.9707,25.7318,25.2596,30.0371,37.357,45.4968,55.336,64.4443,55.1181,48.0514,47.6804,46.0021,40.4781,27.3989,25.4437,36.5497,56.1224,62.5439,81.2824,76.6505,83.1355,89.8366,103.58,97.9642,83.2965,76.9272,80.0038,86.1251,82.1518,73.8256,74.423,93.7987,97.0596,87.5511,71.7863,61.076,47.7503,51.2298,35.2452,40.7624,36.0761,55.0922,58.4604,57.2229,69.2711,74.0427,100.361,139.731,214.604
56.4444,55.871,81.7304,100.626,91.9952,49.3122,27.1599,41.1976,73.4472,65.8083,57.0477,60.9224,54.2569,54.2692,32.0847,18.829,7.72488,11.5326,15.6883,27.6432,34.9952,31.9943,35.3696,43.4912,51.3822,60.9566,71.5136,63.0513,59.7003,62.4355,63.2297,54.2473,36.4001,32.5672,40.4908,54.626,53.1357,64.1719,59.7907,67.0426,75.1423,93.3752,95.1901,80.2315,72.8279,76.6963,87.4472,84.1029,76.4408,74.0993,93.2652,98.4511,99.5761,82.553,69.4632,56.0217,56.8467,36.574,39.3612,35.6461,59.6743,63.2194,62.3545,80.3474,89.8053,114.822,153.441,215.781
48.2207,55.5402,73.7847,88.0782,83.6311,45.9976,25.1922,37.664,51.2347,44.7865,40.1459,55.7604,52.2385,40.8431,19.0845,9.2365,6.40787,12.9822,14.045,23.5835,29.066,24.584,27.8783,35.7613,44.4575,51.5511,57.5928,47.1492,41.6541,44.5861,46.346,42.2237,28.688,25.5824,34.1232,49.7779,51.5405,65.2133,62.0148,70.1507,78.433,101.673,108.088,91.142,80.932,84.9104,91.8997,85.1361,73.2086,69.5305,85.4499,85.9594,81.6719,67.2746,55.4294,47.9365,54.6445,38.2426,42.5666,38.0861,58.171,63.5271,62.8063,77.4379,88.866,119.407,157.603,222.14
35.1358,39.0382,61.2066,76.8804,82.6226,50.007,27.0226,41.9034,51.1443,48.6756,38.6301,40.3847,44.9547,40.5595,23.4473,15.339,12.1544,16.474,20.8303,33.5885,37.6283,32.7082,37.5228,45.3945,52.5015,61.1495,67.5474,59.3527,53.7724,55.9243,53.4608,47.1335,32.7157,28.899,37.894,53.3739,53.8649,66.5873,63.1072,72.2001,79.1787,96.5658,97.4619,81.846,72.8662,81.4122,90.0102,79.121,67.7089,62.5697,81.1955,86.8951,83.9072,71.1927,64.5886,56.8569,62.5772,43.2516,49.0217,43.0488,64.3491,62.2155,57.0229,68.1407,70.981,101.077,163.399,278.82
36.3141,38.0956,52.8701,76.7293,71.6179,44.9871,24.2236,33.4803,50.203,48.143,49.0295,58.6127,41.9577,37.2454,23.1035,12.3595,11.289,15.865,16.1735,25.015,32.6648,33.6809,39.3239,44.9373,52.0446,59.7953,69.2865,60.9999,57.3768,57.2556,55.8368,48.6137,33.039,28.8724,36.8938,50.9667,51.5213,64.5596,58.8896,67.7422,79.0011,101.629,110.989,100.653,95.0331,102.403,107.465,100.564,83.9118,73.1274,87.1084,89.5635,86.2972,68.9201,59.7001,51.5591,57.6807,39.0271,42.3588,35.7166,52.0446,51.2688,46.4775,55.7488,62.1194,91.7228,147.61,260.294
47.5889,46.0508,74.7968,96.1704,89.4011,48.7526,29.7504,44.7187,54.4309,49.2652,47.4062,54.8688,56.1869,57.6784,30.6771,15.6517,8.14187,14.9457,15.0122,21.5388,27.5509,26.1776,31.9314,37.762,45.1903,55.1007,65.0606,56.4708,50.7645,52.4138,51.9101,45.8749,31.4702,26.8814,39.4878,59.5111,61.1539,76.6958,70.4289,78.6819,86.2811,100.764,102.746,87.4127,83.6833,94.2029,106.146,102.528,89.355,82.6964,101.346,105.138,100.607,82.1166,67.8139,57.9413,63.8628,41.0571,42.4552,35.9071,53.8172,53.7331,47.0906,53.3418,58.8975,77.5111,116.282,188.611
40.517,39.9596,66.3605,85.2688,76.445,44.9895,24.0169,38.2449,50.6138,45.2531,37.9531,50.4425,41.6652,36.776,23.1899,16.9626,9.42592,13.9822,16.2789,24.245,29.6846,26.9482,32.4088,41.1859,51.6861,62.8648,75.7138,70.3451,64.1222,63.8535,63.3882,53.7928,34.6582,29.1797,36.4772,48.6959,47.8276,60.4028,57.482,65.5092,77.3507,102.022,116.663,106.349,100.847,105.845,112.008,100.75,88.2924,83.3013,108.11,111.605,106.597,87.7717,72.3786,56.3494,56.7849,36.5181,41.1952,34.1721,50.6677,53.6637,50.4677,58.3924,62.1606,82.0177,113.52,172.687
43.4936,39.3431,61.9304,84.0357,86.4855,46.5052,22.7639,42.9809,63.0786,50.4107,40.1079,48.8438,44.8912,37.5884,22.8685,17.7575,12.2283,17.8617,17.7553,26.9526,34.4291,30.6235,34.5203,42.538,49.1716,54.0052,62.0405,54.0576,48.3102,49.7821,50.7866,45.4823,33.1949,29.7574,38.675,56.4076,58.5902,70.9074,64.6189,68.7571,73.6937,91.0478,91.8541,80.1378,74.934,82.7442,93.6382,93.0434,87.0934,81.4189,100.077,101.491,98.7438,80.8473,66.0515,52.5497,54.7788,35.6372,38.6703,34.3427,55.0689,60.5635,59.9433,73.0968,76.2503,98.7177,129.262,174.337
49.0497,44.5956,59.1662,68.5628,72.2588,44.0109,18.1621,29.2764,40.1034,44.9433,43.1939,48.2742,41.9304,40.4872,25.6998,14.1989,9.11247,14.6921,14.0066,21.8109,27.9496,26.1591,30.4671,40.7967,50.8203,60.9079,71.555,61.0206,52.5651,50.9613,50.2981,42.7028,28.0979,24.6188,32.8356,49.5851,54.7929,72.5174,69.0158,74.8894,80.4212,95.5096,96.0519,80.1775,72.7783,78.4749,86.7197,86.8908,81.8857,79.5141,104.416,112.07,108.515,87.9208,72.4503,57.6816,56.8614,34.772,35.9021,29.6372,45.4803,52.7355,53.6247,66.4377,77.4142,97.8891,127.076,173.053
45.9938,40.8975,63.9591,73.7375,69.3217,41.5705,17.951,33.111,42.2931,36.4108,41.3057,50.9936,44.5386,40.3768,17.5896,9.00205,9.25653,20.7822,20.9775,33.212,38.7832,36.5355,43.6253,56.7549,68.2713,77.9757,90.1356,77.8801,69.6115,66.2653,63.4833,54.246,35.7022,30.1594,41.7778,60.3118,62.2084,79.2948,72.8989,79.8832,85.9999,104.596,108.348,91.8477,80.3785,81.0118,82.7424,73.9916,68.2308,65.4825,81.1374,85.4577,86.0463,73.2964,64.0637,52.7988,58.504,40.5317,47.7058,43.3826,69.7774,74.4352,74.1382,85.5608,82.0085,84.7894,79.7427,89.1872
46.0119,38.0397,59.4395,79.2008,81.8982,43.951,21.1286,30.3647,41.2772,39.3501,46.2112,62.0504,53.0388,39.2225,25.3647,16.8339,8.12067,13.6686,14.4642,23.3691,31.7549,35.0126,46.1349,58.5825,69.8994,81.8032,92.4259,79.0025,67.6658,62.4613,57.1918,47.1855,31.9479,28.0407,37.7826,56.9646,63.5071,84.902,83.5096,96.4299,104.483,125.052,122.636,94.9159,78.8157,79.003,82.3005,76.2679,68.2059,67.8512,85.3273,89.8656,87.9887,73.1468,66.4221,54.6872,54.6774,35.1472,39.8479,34.1352,53.7307,57.0469,55.2889,65.4766,73.3015,96.3178,132.525,203.038
50.8812,40.4229,61.9223,87.8146,78.8871,41.0443,20.2042,32.9495,48.2257,38.2014,42.0098,45.975,36.5525,36.2186,24.3862,15.3971,9.73751,15.5253,20.6841,30.777,33.7698,28.6876,32.7513,41.05,49.1974,56.0598,63.5948,56.5834,51.6202,53.4448,51.8293,46.3131,30.4998,23.8251,31.0657,45.4685,44.3408,56.2025,53.8779,63.2949,72.7758,99.6483,107.579,96.8702,83.6148,84.7881,89.0307,79.0038,67.0113,63.9352,84.0694,91.1368,97.5909,88.1962,80.6008,69.5502,72.7481,44.5768,42.1168,33.869,50.6521,52.987,53.5253,71.805,82.0646,101.47,116.527,158.457
39.3207,36.3865,61.6701,77.6121,76.8904,42.4986,23.8269,34.9437,52.5971,46.5077,40.4186,34.2402,31.0568,25.4103,19.841,14.0035,6.90167,8.97336,16.2086,26.0612,32.1496,32.4459,40.3815,52.595,63.0282,72.0713,81.3529,70.2735,61.9741,59.1247,56.4625,46.9586,29.2576,23.0674,28.7271,42.718,44.1332,58.7449,57.7735,66.663,74.6699,98.9418,105.535,95.0553,85.5927,87.2867,93.6296,90.6407,80.2316,76.7724,97.6614,96.7197,90.3539,74.5562,63.7291,51.3484,53.8717,37.9837,45.888,39.5729,58.9642,60.8003,56.3917,64.8831,74.2667,93.652,124.439,193.688
44.8934,44.2155,63.0874,79.3812,70.459,44.5943,26.3112,34.3674,45.123,48.2033,47.9208,57.3975,38.32,37.8561,21.6283,12.3981,7.33783,8.52225,13.7135,26.9316,35.893,35.395,39.5306,45.056,50.1071,56.0593,62.0872,52.348,49.2989,51.4398,50.7528,44.5649,27.3138,20.7981,26.2471,38.779,40.1518,54.0039,51.6251,58.7764,68.6102,91.4831,101.497,91.4822,86.8959,92.9701,98.4678,90.9756,79.6141,75.6864,94.01,95.7354,91.1975,76.3199,65.1917,52.0819,51.4626,34.0929,37.7922,33.4759,54.312,64.1783,68.2696,86.8011,96.5294,112.632,115.731,132.115
52.6265,35.3214,57.962,85.0834,77.8639,44.0604,18.3688,33.5101,43.5672,31.9496,34.4003,45.4981,33.9154,33.404,20.1451,13.3824,6.8151,7.5593,10.9622,18.3598,23.0459,22.6515,27.7511,36.5636,45.7917,55.1506,65.7481,57.3171,51.392,53.023,52.977,47.7723,31.3865,27.3107,36.0021,51.4701,53.4556,66.3625,61.1912,66.7144,72.5661,89.5327,94.4138,83.6617,78.9263,85.5491,91.9578,88.8958,81.8411,79.2123,96.0804,96.0899,92.8814,77.5179,65.0976,52.9256,56.2368,39.4679,44.0416,40.1308,63.608,70.7731,71.8268,88.3799,85.4957,84.5413,82.8116,102.49
51.8912,40.3737,60.3366,75.2716,65.1749,37.5411,23.0723,35.2003,52.9607,57.5036,52.191,58.5548,54.8608,45.5569,25.8945,13.7248,4.74861,7.72471,14.6664,25.492,32.5429,31.2274,37.3343,48.9047,57.4667,67.0687,78.9009,74.467,66.8739,64.4119,60.6658,49.8219,32.7143,28.2533,38.7162,55.4764,54.7331,66.9151,60.4312,64.121,71.2619,92.5795,102.607,96.7105,92.9334,101.497,117.602,114.913,97.1684,89.4359,107.245,103.284,91.2783,69.8481,56.2224,44.3652,47.5237,33.6465,37.9103,34.5175,56.1948,64.9321,64.0369,76.4467,77.09,91.0057,107.612,155.599
52.7161,48.476,62.4503,76.9212,72.5766,38.9811,17.996,32.2988,44.2508,45.4758,43.2845,44.4492,38.9713,39.5593,23.8237,11.9399,7.4739,14.0933,19.2312,28.9219,32.4817,28.3614,31.1321,39.2907,48.256,57.2325,67.6245,61.6449,60.0044,62.5384,62.2983,53.3127,35.361,30.3259,37.6455,49.8844,46.4003,54.5755,49.5118,56.2033,64.3347,82.4415,91.3451,83.3746,81.5387,93.4981,105.511,96.2734,82.475,77.0436,98.1827,100.591,90.795,72.2312,62.8772,53.8031,61.7974,45.6167,54.0875,48.7259,73.7394,76.5509,69.8936,76.145,70.6039,72.5756,74.3139,104.09
35.8614,44.4888,69.4206,84.0233,85.1287,45.0258,26.5452,42.7981,58.6197,50.2616,42.8682,39.8336,37.9317,33.3384,21.4045,12.1321,4.91319,9.03066,12.9926,22.4205,28.9688,28.6693,35.9372,45.3792,54.5962,64.0498,73.2915,62.9249,55.9789,56.5055,52.0202,43.8986,28.8828,23.3565,29.9371,46.4173,51.0175,66.5888,62.3892,71.144,78.2726,96.1511,98.4503,83.411,74.7485,81.2919,87.8811,78.1433,68.3218,62.8267,78.2239,85.3023,82.5784,69.1536,64.329,55.1041,61.6612,42.7068,46.3179,41.4671,65.6879,71.5948,72.0544,87.8595,97.3659,127.65,156.737,196.91
40.8746,38.5443,53.764,73.5101,79.6554,48.4396,23.2108,36.726,56.9206,49.5158,47.3781,39.6672,43.7368,46.5387,27.8387,17.3037,10.6249,13.8072,16.6161,24.3721,28.0299,27.2589,32.3468,40.4065,48.322,56.4063,62.9017,54.8518,51.845,53.6722,52.4261,47.0634,34.6364,31.0339,39.4541,54.0265,54.3979,66.6213,61.3095,68.0103,73.4264,90.9769,95.3277,81.2727,71.1603,73.346,77.7716,74.6781,70.3327,69.7173,89.3092,93.686,94.896,84.1521,76.4364,65.8678,69.2228,45.2128,46.919,40.2401,62.3307,72.7264,75.4651,91.2198,92.0474,103.014,103.14,105.649
60.6154,66.521,77.8011,96.2087,97.7277,59.3945,33.3129,42.561,56.5938,55.013,51.3901,55.5432,51.0775,50.1024,26.224,16.5393,9.54999,12.0145,16.5792,27.6898,35.5006,33.2124,37.2588,46.6394,54.821,61.6698,67.6343,59.2453,53.1336,53.0546,51.4744,46.1872,33.3829,30.3726,39.6242,54.7111,60.1722,80.2852,72.9726,77.3939,83.0619,101.673,103.732,84.1728,72.7458,73.3828,77.8777,75.2575,68.8046,67.9073,85.7413,89.0082,90.0969,75.9551,67.4312,57.9888,65.596,46.6065,51.5354,46.1098,70.3969,78.9145,71.6971,75.2375,69.9485,71.2793,74.1268,92.6713
35.6757,32.0211,55.6221,77.225,79.9898,51.6164,24.1644,33.9614,53.188,43.2494,36.5654,40.936,33.089,37.4342,23.0106,11.7804,11.9722,23.7676,24.2747,36.4176,40.8838,36.9454,42.9029,50.1114,57.0037,66.5179,75.1789,64.4741,60.4019,62.203,62.3585,54.9773,38.4156,36.3791,46.117,60.3572,61.7743,74.6913,66.3259,71.7372,78.8383,96.4368,100.541,89.114,85.8829,92.7427,98.9813,92.9935,82.5883,79.9953,99.463,95.8007,92.058,72.544,59.6904,45.3855,48.703,33.3979,35.8772,32.7195,53.8303,62.2475,61.782,77.9261,85.1215,100.943,115.44,140.904
61.1251,57.7145,77.7795,93.1053,83.8284,51.0514,26.2941,42.3152,57.2203,51.9081,48.7082,51.1398,43.1104,35.6367,25.5026,13.0858,11.135,16.8692,14.5249,21.2202,29.0894,28.4135,34.0832,44.7182,54.4607,67.721,79.6783,72.2477,67.7918,68.1909,65.1007,55.8325,37.234,30.8017,36.9634,51.225,53.2848,68.3528,69.7556,81.654,89.4503,106.831,114.481,99.8454,86.3602,80.366,78.6145,72.1116,62.5733,59.8978,77.7309,85.2066,91.9321,84.9363,79.2931,64.1485,63.7698,40.2065,42.1518,36.1661,56.8794,64.2183,64.6672,79.6656,86.4338,92.8475,89.8257,99.9879
64.2666,58.2905,75.9032,86.9008,85.6959,50.5144,20.6747,34.2753,50.5853,57.5732,46.2111,48.8423,39.7885,33.9797,22.0494,11.8394,6.36802,10.9927,11.4769,17.9878,24.7073,24.5408,29.0915,36.4642,44.1924,51.5103,60.2447,53.7243,48.2449,50.1099,50.4261,43.6702,28.1245,25.0044,35.8072,52.9242,57.3067,76.4905,76.1348,85.4823,98.2023,128.187,135.232,112.311,93.6752,88.7397,85.9399,74.7008,62.9293,55.7002,70.6313,75.6273,81.8721,75.1595,70.4171,61.4703,64.6916,43.8506,46.5515,37.4748,53.2463,56.412,53.0201,66.7691,71.7834,86.2102,111.469,164.775
51.5033,44.6567,62.5848,73.4124,74.7437,46.3728,26.6026,41.4933,53.0692,51.3511,46.1979,53.3942,45.5514,36.0568,22.8381,12.6687,5.83519,9.18396,13.3353,20.5394,26.3766,27.077,30.6822,40.4436,49.0564,56.7344,63.2866,58.9143,54.1349,55.5726,56.1097,49.3655,33.5905,28.1672,37.4196,54.0462,55.3472,69.0495,65.7871,73.0389,83.8141,110.651,115.653,97.5597,89.9802,94.4227,93.6671,81.7479,71.9561,67.9271,86.0773,88.7439,87.7348,77.4792,69.4141,58.7974,63.3014,42.2409,43.8338,35.328,50.7192,55.5939,56.4697,70.9662,73.9028,83.5263,95.1597,127.231
29.5933,33.5199,60.3849,72.0326,72.0206,41.437,22.7714,32.5722,45.0815,46.0593,43.2576,50.7618,48.6121,43.5749,26.5537,15.543,9.29033,12.7977,14.2701,21.4751,28.0007,29.3758,34.3186,46.3861,57.9782,67.9504,75.4791,63.3757,56.3632,54.9171,50.5042,43.9142,30.7321,26.5864,36.8388,54.3304,57.1301,73.2496,71.6746,81.3019,88.2987,107.416,109.188,94.3042,84.3702,83.6372,86.7945,79.3746,72.2697,67.5494,83.8613,84.0958,82.7306,70.0137,63.0709,57.6582,65.2865,45.1243,50.719,43.2325,63.3444,62.6831,56.2008,65.1813,68.0581,83.6041,103.07,143.836
33.8445,34.7354,62.283,75.3959,72.1478,43.2376,24.2357,36.2617,54.7383,52.8846,48.2844,48.034,47.4072,41.6297,25.8233,12.1751,7.30382,11.3024,13.3294,23.3141,32.2905,31.0902,36.0871,44.6336,52.9594,60.8549,67.5594,55.8092,50.3362,51.3025,50.0818,43.1206,28.1527,26.2276,35.0642,49.1437,50.5575,66.0339,62.7362,69.6274,73.3972,88.1374,89.5691,78.814,74.7754,84.6778,98.896,92.3899,83.0356,77.9611,93.8329,93.2227,89.3863,72.9327,63.113,52.6475,60.4751,43.4718,47.2094,42.2469,64.6754,70.5319,66.5309,76.5685,78.2832,91.6462,102.582,122.233
68.5476,60.3385,83.4983,103.718,86.559,46.7815,22.9627,32.3983,50.6855,48.9871,41.1032,44.3398,48.3658,56.9589,38.5746,23.019,9.65296,13.7258,17.0306,25.9457,32.7936,30.513,35.1473,44.6191,54.7499,65.4898,80.5886,72.857,67.8002,65.6535,61.3355,51.5446,34.2375,28.7882,37.1793,51.3128,51.493,63.6345,58.9825,63.4123,65.8036,80.541,83.9816,72.4012,65.9612,71.0683,80.5897,79.4119,72.8288,72.1749,94.982,100.906,102.261,89.035,81.3385,68.1606,71.7821,47.7119,50.7186,42.2198,62.2192,65.2217,61.6448,73.3879,82.0994,96.2679,115.642,159.47
48.322,46.0584,65.3814,90.7999,92.4226,48.0905,26.9294,41.7917,51.5911,56.7421,48.0461,45.7601,45.9212,44.4638,23.933,12.6265,7.34474,11.9319,15.1016,24.245,29.6267,28.39,34.7966,44.2134,52.7765,61.3276,73.7312,67.8058,63.6961,63.1997,58.9939,49.4728,33.1761,27.1829,33.8824,46.53,46.3588,59.2708,57.1245,63.4291,73.1391,97.7768,105.059,91.7772,82.619,86.218,91.6529,81.0703,70.6127,66.1192,82.8476,89.4458,91.0153,77.4917,67.8648,57.3935,63.4128,46.6704,53.4565,49.0031,75.3089,76.0059,72.4582,80.1245,78.2278,81.8701,81.2407,95.5446
48.6631,45.8589,66.8108,76.1336,85.2108,48.1988,24.2875,40.734,63.2848,68.9264,57.53,56.8024,49.3359,43.479,24.2785,13.0824,9.8148,19.6864,22.6141,34.638,41.3023,39.4199,47.0671,55.963,63.0575,72.7503,84.4881,74.6779,68.5418,70.0475,67.6074,56.9027,39.1928,34.938,46.9155,61.7424,61.3381,74.2027,67.0822,72.3557,81.7604,102.877,101.639,88.1573,79.5952,83.5304,89.4989,83.824,74.5063,70.5102,85.7425,86.6156,86.8395,74.3509,64.7959,54.5146,58.393,39.5504,42.0272,38.9372,65.131,69.7643,69.7091,84.2564,85.9242,96.5386,92.4818,97.6408
41.1374,41.267,67.0382,81.8829,75.7444,47.0128,23.8941,36.5451,51.0419,46.5258,39.4474,43.8323,42.2134,46.8163,26.2345,15.7112,7.69514,13.871,16.3008,27.4402,33.8408,31.4394,35.3469,42.307,49.1239,57.4492,69.0158,59.8753,55.5806,58.2002,58.5604,52.303,37.3939,32.7931,43.2541,57.381,57.5209,72.697,67.6863,75.8813,84.4134,105.638,109.99,96.0309,86.8392,92.2119,96.387,86.9892,75.6895,67.2716,79.0972,81.1228,81.3982,68.6654,60.7042,52.4829,58.5321,40.1222,41.3862,36.9543,60.1689,70.1619,75.0047,88.3851,84.9952,94.7791,88.8662,98.043
48.7717,44.4397,71.289,86.4354,72.4918,44.6749,21.1893,33.9636,50.3847,46.6628,43.5998,40.8254,36.7161,39.8844,23.3043,11.364,4.61046,10.8652,12.5506,19.7578,28.5446,27.99,32.4215,40.4946,48.0666,58.2634,65.9451,58.0679,54.3517,57.2865,53.7974,44.5151,29.9002,24.6881,32.7406,46.2056,46.5089,57.9757,58.407,71.0252,81.0553,102.552,108.248,95.5301,83.5743,82.8324,82.5964,74.8456,66.5423,62.9442,80.9604,89.1406,91.3181,78.7161,73.4667,61.3216,62.7913,40.2702,41.6238,34.49,53.1068,61.3081,61.9517,76.92,82.9583,114.64,156.51,193.969
47.1044,38.5324,57.7423,70.5512,70.8321,45.0561,23.8469,32.6135,52.1184,49.2547,43.0358,44.6164,39.2428,41.3248,27.9112,16.0826,5.11453,8.32874,16.228,27.1931,33.3671,30.8687,34.9851,43.4085,50.9244,58.6078,65.6663,56.687,51.6284,53.0631,51.1247,43.7178,29.3892,24.6293,34.497,52.5909,51.8904,63.1357,61.5948,70.7696,76.1611,90.4889,100.84,93.1928,84.3255,90.1348,93.0563,82.7659,71.8499,64.2689,79.0331,84.0497,80.3922,68.0975,59.743,47.913,52.4268,36.9518,41.8958,39.4358,66.7031,73.6061,72.4687,90.0812,93.0703,111.567,125.175,146.95
46.4428,35.935,54.8395,76.5758,67.0111,41.4041,22.842,33.3885,45.6898,43.9411,43.1333,52.8321,41.4301,38.258,28.4599,12.8187,6.15558,14.8198,20.6807,27.7142,30.4592,26.4203,29.4489,38.0059,46.383,55.3762,64.7188,55.8554,52.2399,55.7073,56.2577,49.5782,34.531,29.4157,40.1713,61.0253,61.8563,76.1022,71.0498,78.8237,86.1928,102.678,108.785,95.7323,81.5371,81.3748,86.3416,78.6076,68.2675,62.4914,73.3378,72.2618,70.428,61.5184,56.5138,51.5162,59.9776,41.9665,46.5805,41.0817,63.8648,72.7816,72.047,84.1826,84.0957,96.4738,105.896,127.308
64.1495,57.7265,79.9923,107.388,93.036,47.7157,23.0495,38.6975,48.7778,43.8454,45.5544,50.6522,46.2918,37.9981,20.0771,9.86664,7.16077,14.3932,20.6811,29.666,32.6828,28.6622,33.2669,41.2865,48.597,57.8662,70.5965,64.965,64.52,68.6416,67.9929,57.011,38.0737,30.961,38.7282,52.5696,51.0785,63.6849,60.2675,70.1509,80.9134,103.842,112.421,93.0337,80.323,77.5019,77.0381,71.3707,63.0361,58.9273,76.4909,85.7269,89.5574,79.9697,73.7478,63.3033,69.0398,44.8292,44.8469,36.6877,55.6313,59.7196,59.6789,71.9856,76.6018,96.1555,123.501,169.768
44.2439,43.4594,69.2447,91.121,85.9503,42.3776,22.1333,32.7997,48.3124,40.8789,42.0013,53.386,45.2054,43.63,30.4981,17.2015,7.44783,11.9753,15.8954,27.6884,34.9765,30.7562,36.2658,44.4236,51.9504,59.4771,67.1601,58.341,52.5205,53.5977,53.0652,44.9092,29.8401,25.7158,34.2639,49.0626,50.2848,63.4349,59.4849,65.8382,73.0536,92.4296,102.132,90.2795,84.4884,88.5763,95.3787,89.644,81.1013,79.6743,97.1339,98.1293,96.1841,78.2957,65.3863,54.079,60.4401,41.5557,46.3824,40.5422,61.4051,67.3106,62.9711,70.2092,71.8324,81.8481,94.1458,125.043
52.9279,55.4332,80.4479,103.989,81.0475,44.9323,27.4653,42.9089,67.7827,63.767,54.5014,52.1613,48.8185,41.5996,26.9111,15.4622,7.29295,15.868,22.8673,37.8675,45.2366,37.6253,39.9039,48.6073,54.5689,58.8045,64.0489,61.5037,60.7238,64.1644,65.4925,59.7182,45.3266,39.759,47.3836,61.1686,57.4267,65.1316,56.5917,61.2034,65.4297,80.3031,85.0368,75.5899,72.3103,74.5707,81.4673,81.7148,75.3162,71.3787,93.5351,102.511,103.354,85.6705,72.5895,58.4982,59.9533,39.0849,42.3049,37.2366,60.2167,72.1364,77.9522,102.436,102.847,110.642,117.717,133.729
54.4763,49.6946,72.3093,97.7293,89.8445,49.4013,30.0411,44.6961,59.7729,51.3706,37.9102,37.4508,43.0476,42.6377,24.411,10.7059,5.44603,11.5414,19.5539,34.3201,41.7465,37.4824,45.6446,56.0364,64.0915,75.0061,90.1932,83.5561,79.2122,73.3604,70.1538,61.5924,43.3893,37.913,46.1317,58.8125,58.2638,70.2922,65.0016,71.271,76.6852,92.2858,97.6135,84.1128,75.3589,74.7302,76.5711,72.8139,66.4319,61.4878,78.7924,88.2463,90.8943,77.1827,67.5224,56.868,63.4738,43.4901,46.0801,40.5439,63.6925,69.2006,67.9474,82.9242,86.0568,104.821,128.248,175.082
44.5903,39.8119,57.0576,85.1122,81.4859,44.5623,26.8155,38.3661,57.7666,50.8663,40.2183,44.7681,39.588,35.5249,17.227,7.72151,4.08207,12.824,19.5127,31.1126,38.4539,38.0426,44.2597,52.6508,59.5074,68.89,78.9004,69.6123,62.2707,61.9967,59.8926,50.9747,35.2271,31.1109,40.7744,54.8632,53.8604,66.2907,61.5234,67.6468,74.8333,91.1072,95.6045,83.9691,77.4899,79.1748,85.0311,83.4514,75.2079,71.8677,91.5373,95.3638,91.1215,75.4255,67.1437,58.504,63.8179,42.5123,44.3855,37.7761,57.2953,60.6163,61.4964,78.2694,83.1331,103.557,132.915,179.036
42.1258,37.3222,56.5913,79.2776,84.5293,50.3816,24.5241,39.103,51.7797,49.4239,44.7822,50.767,47.2348,36.4185,17.0856,4.62504,5.81225,14.8456,18.2509,27.7249,32.1219,29.204,36.2187,44.7011,51.6606,59.7538,64.8934,55.5412,49.9122,52.8106,52.153,45.6328,31.8844,28.6881,38.8109,57.5422,61.9501,75.8218,70.5566,76.7588,81.1233,96.4582,97.3917,82.9793,77.0196,79.748,85.1891,79.8315,74.1156,74.3127,91.888,96.8555,97.9009,82.9153,73.3892,61.9145,66.219,44.003,45.7626,38.5412,57.1855,58.925,54.8052,62.9928,64.9802,86.6902,116.104,176.593
