ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
1494.32,0.793549,0.472518,1122.82,141.217,0.293815,1.91953, 169.083, 125.501,0.900629,0.982606,111.311,2.71223,0.324897,2.89989,0.331594,4.67711,0.403409,2.055,0.05,2.055,0.05,-1303.46
1581.45,0.716719,0.54998,1205.28,189.294,0.377609,1.84318, 236.58, 121.06,0.925203,0.986619,112.984,2.77483,0.327619,2.96359,0.352887,4.70967,0.407119,2.055,0.05,2.055,0.05,-1298.75
1529.46,0.80504,0.5414,1001.13,200.523,0.26678,1.47905, 284.364, 141.827,1.07233,0.992622,124.593,2.6006,0.277237,2.87809,0.331056,4.70381,0.413026,2.055,0.05,2.055,0.05,-1322.34
1425.42,0.723024,0.789135,1134.71,557.398,0.236835,1.51779, 232.014, 115.505,0.917423,0.988601,126.612,2.65853,0.293887,2.90032,0.331135,4.72984,0.41293,2.055,0.05,2.055,0.05,-1311.31
1960.02,0.666894,0.502823,1171.9,121.097,0.263588,1.30266, 299.328, 162.704,0.846311,1.00271,169.125,2.65138,0.277856,2.94577,0.345657,4.63188,0.392368,2.055,0.05,2.055,0.05,-1288.8
2140.71,0.68824,0.695682,1109.08,302.793,0.274593,1.49434, 285.371, 178.798,0.951325,0.998215,101.757,2.73121,0.318902,2.92344,0.341967,4.67323,0.404102,2.055,0.05,2.055,0.05,-1309.54
1402.81,0.818687,0.83189,1031.5,300.795,0.338409,1.61906, 167.96, 123.603,1.09051,1.00981,135.499,2.58711,0.262537,2.93597,0.340721,4.66388,0.403048,2.055,0.05,2.055,0.05,-1299.37
2007.64,0.62204,0.440601,936.583,69.2586,0.241798,1.5115, 235.005, 197.381,1.17834,1.00583,123.621,2.60111,0.28384,2.9167,0.329986,4.64005,0.394722,2.055,0.05,2.055,0.05,-1303.29
1711.48,0.724421,0.555693,931.811,148.978,0.241472,1.43425, 264.163, 170.917,1.16196,1.01058,136.089,2.6643,0.30962,2.86336,0.326041,4.73885,0.419175,2.055,0.05,2.055,0.05,-1316.65
1532.53,0.698791,0.459962,1062.07,203.079,0.286002,1.58331, 213.873, 132.58,1.02554,1.01416,117.111,2.7108,0.299526,2.90232,0.334104,4.69574,0.398438,2.055,0.05,2.055,0.05,-1309.64
1688.74,0.737721,0.450217,1036.48,176.03,0.233383,1.50569, 146.675, 150.575,1.08549,1.01105,67.2754,2.66917,0.287392,2.92664,0.337249,4.65558,0.391486,2.055,0.05,2.055,0.05,-1292.92
1396.37,0.833433,0.521701,1083.69,205.233,0.331742,1.61274, 104.917, 114.373,1.01361,0.989043,55.5697,2.69107,0.308425,2.89488,0.34207,4.57637,0.386587,2.055,0.05,2.055,0.05,-1321.32
1484.67,0.700942,0.720307,1132.26,995.46,0.341989,1.74576, 133.56, 124.256,0.898341,0.986284,104.187,2.68059,0.294071,2.92436,0.339452,4.70791,0.409823,2.055,0.05,2.055,0.05,-1309.73
1468.73,0.848344,0.82822,1121.31,1037.47,0.266071,1.40715, 162.843, 112.811,0.988114,0.997758,90.5435,2.74635,0.324033,2.93045,0.339646,4.64411,0.398862,2.055,0.05,2.055,0.05,-1303.28
1304.94,0.77358,0.699558,1074.04,422.084,0.278886,1.82164, 159.022, 108.886,0.985854,0.98617,107.292,2.69821,0.308014,2.94796,0.3588,4.66639,0.397205,2.055,0.05,2.055,0.05,-1290.71
1391.17,0.724839,0.34814,1003.68,103.539,0.276953,1.56544, 200.064, 128.076,1.0524,0.999587,111.928,2.66952,0.310806,2.91686,0.340464,4.62491,0.392317,2.055,0.05,2.055,0.05,-1312.19
1783.31,0.642694,0.549344,1037.51,187.297,0.218973,1.67351, 197.674, 153.057,1.03083,1.00141,105.565,2.68786,0.309432,2.92462,0.335912,4.69629,0.410528,2.055,0.05,2.055,0.05,-1301.45
1481.65,0.899863,0.512164,996.963,280.5,0.203211,1.2503, 262.573, 133.945,1.11399,1.00557,119.71,2.66733,0.290293,2.8623,0.334158,4.72681,0.422856,2.055,0.05,2.055,0.05,-1293.15
1482.22,0.789475,0.345825,1067.73,111.236,0.230795,1.47977, 213.651, 129.944,0.932212,1.00312,128.282,2.6709,0.303401,2.88085,0.323816,4.62058,0.396734,2.055,0.05,2.055,0.05,-1286.26
1504.09,0.788004,0.308208,1061.97,70.9646,0.260482,1.42261, 219.737, 130.678,0.963387,0.989825,127.045,2.6245,0.28936,2.88863,0.331152,4.66878,0.403776,2.055,0.05,2.055,0.05,-1291.96
1218.82,0.786469,0.315065,966.419,90.8457,0.320648,1.505, 200.462, 116.808,1.08825,0.998452,126.574,2.66381,0.315912,2.97321,0.369781,4.69775,0.411322,2.055,0.05,2.055,0.05,-1282.81
1254.54,0.830717,0.435986,917.055,193.18,0.269503,1.32237, 258.646, 127.935,1.14996,1.00012,181.184,2.7326,0.33258,2.88183,0.332884,4.59055,0.391378,2.055,0.05,2.055,0.05,-1298.31
1483.89,0.822814,0.248408,994.346,39.3925,0.362382,1.60155, 223.372, 145.008,1.10021,0.988265,140.647,2.64253,0.290261,2.93364,0.341624,4.64792,0.400023,2.055,0.05,2.055,0.05,-1299.69
1641.32,0.902763,0.421865,1014.66,107.102,0.24296,1.38902, 152.831, 147.554,1.14731,0.991622,112.031,2.61352,0.267111,2.92946,0.339082,4.66632,0.394951,2.055,0.05,2.055,0.05,-1282.92
1979.23,0.916669,0.362249,1105.41,47.0248,0.237952,1.42196, 130.621, 169.51,0.951919,1.00235,73.0475,2.71777,0.315268,2.95598,0.346988,4.65033,0.395283,2.055,0.05,2.055,0.05,-1290.82
1887.57,0.69244,0.292427,1090.99,42.8221,0.253955,1.29906, 283.964, 159.132,0.954651,1.00917,92.7621,2.71858,0.308167,2.90732,0.330995,4.75917,0.417723,2.055,0.05,2.055,0.05,-1316.53
1660.85,0.685475,0.510215,1133.49,219.812,0.334854,1.46645, 229.369, 134.593,0.923011,1.00135,108.091,2.67874,0.297451,2.93219,0.340139,4.71066,0.411544,2.055,0.05,2.055,0.05,-1293.32
1809.89,0.752913,0.570905,1176.96,278.52,0.295226,1.6462, 196.523, 137.689,0.90895,1.00018,91.7079,2.70245,0.296392,2.89236,0.327502,4.66382,0.396811,2.055,0.05,2.055,0.05,-1314.19
3570.09,0.500209,0.518396,1033.11,197.208,0.295151,1.54109, 398.057, 314.487,0.971199,1.00978,75.3982,2.59011,0.279997,2.8244,0.312002,4.59116,0.399501,2.055,0.05,2.055,0.05,-1292.9
1894.19,0.724698,0.577143,986.824,299.904,0.274354,1.53013, 299.449, 179.73,1.06464,0.998794,146.788,2.59852,0.279839,2.84869,0.327098,4.66447,0.400989,2.055,0.05,2.055,0.05,-1299.3
1352.88,0.737825,0.512001,1023.61,407.979,0.317147,1.6466, 174.602, 117.267,1.09492,1.01489,125.759,2.64993,0.282275,2.88634,0.328824,4.7031,0.400574,2.055,0.05,2.055,0.05,-1283.48
1273.07,0.785562,0.43629,1001.43,236.243,0.432756,1.58007, 215.606, 119.538,1.11763,1.01305,150.412,2.65378,0.289856,2.92943,0.333799,4.7171,0.403813,2.055,0.05,2.055,0.05,-1289.6
1357.45,0.782371,0.899867,980.991,1744.62,0.269661,1.51842, 152.203, 119.845,1.17283,0.990531,104.018,2.70346,0.319105,2.94416,0.34099,4.67683,0.402351,2.055,0.05,2.055,0.05,-1300.06
1480.54,0.759927,0.662773,959.24,1204.52,0.376792,1.6966, 183.447, 143.761,1.11945,1.00593,132.974,2.67136,0.312399,2.95112,0.344975,4.62842,0.388946,2.055,0.05,2.055,0.05,-1308.65
1925.07,0.667459,0.324535,844.736,74.1816,0.252263,1.3815, 276.092, 203.531,1.27412,0.997701,111.593,2.62072,0.275072,2.81608,0.313729,4.70495,0.410967,2.055,0.05,2.055,0.05,-1301.64
2031.45,0.674774,0.322812,892.072,77.1709,0.293234,1.67794, 300.419, 209.496,1.26269,0.990734,82.206,2.61641,0.286573,2.87149,0.331368,4.7132,0.428765,2.055,0.05,2.055,0.05,-1307.88
1960.92,0.521266,0.374512,866.148,74.3639,0.331517,1.47288, 272.315, 199.467,1.26128,1.01147,122.432,2.60948,0.286487,2.89587,0.341293,4.61946,0.395988,2.055,0.05,2.055,0.05,-1274.02
1744.43,0.657888,0.441567,851.3,106.942,0.277816,1.32472, 348.336, 185.074,1.27756,1.01463,142.396,2.60377,0.279458,2.88089,0.335975,4.66491,0.404216,2.055,0.05,2.055,0.05,-1283.71
1400.02,0.761379,0.573885,885.215,182.297,0.241567,1.36697, 351.345, 144.007,1.29035,1.00395,143.734,2.70606,0.320137,2.8874,0.331506,4.64037,0.394343,2.055,0.05,2.055,0.05,-1287.05
1287.2,0.793025,0.395101,817.712,60.1684,0.338923,1.75259, 263.524, 145.782,1.3683,1.01728,215.927,2.6519,0.321919,2.85216,0.333754,4.66536,0.408836,2.055,0.05,2.055,0.05,-1272.57
1256.34,0.751799,0.383953,846.99,98.3221,0.237756,1.35201, 279.845, 135.224,1.27355,1.005,117.743,2.65502,0.314336,2.92232,0.343923,4.7077,0.414682,2.055,0.05,2.055,0.05,-1270.71
1409.75,0.743354,0.378482,897.818,143.13,0.275801,1.34001, 304.748, 145.004,1.16263,1.00853,116.069,2.68115,0.299231,2.84984,0.324312,4.63309,0.398378,2.055,0.05,2.055,0.05,-1289.55
1580.07,0.698299,0.466235,890.879,237.769,0.277192,1.40369, 226.814, 163.732,1.23123,0.979561,147.004,2.62368,0.281952,2.90719,0.346256,4.66517,0.413948,2.055,0.05,2.055,0.05,-1296.16
1416.24,0.638369,0.631245,972.317,195.819,0.26741,1.52413, 266.267, 131.973,1.13627,1.00686,149.199,2.59971,0.275777,2.93068,0.335377,4.64134,0.402612,2.055,0.05,2.055,0.05,-1281.89
1446.8,0.745477,0.278074,878.703,50.0989,0.206042,1.17376, 186.315, 153.865,1.25749,1.00771,97.4498,2.67454,0.313482,2.87406,0.33414,4.68936,0.399501,2.055,0.05,2.055,0.05,-1294.15
1566.59,0.766072,0.221536,936.211,20.7951,0.252939,1.19168, 282.453, 162.815,1.1096,0.992137,124.856,2.65226,0.303974,2.90751,0.334218,4.61294,0.396949,2.055,0.05,2.055,0.05,-1309.4
1629.52,0.591629,0.21614,958.92,27.3012,0.261433,1.64384, 310.583, 156.482,1.0903,0.995787,138.407,2.64624,0.292556,2.92022,0.335747,4.67204,0.410814,2.055,0.05,2.055,0.05,-1298.31
1328.47,0.694253,0.185315,975.78,44.8928,0.276949,1.36638, 178.165, 122.361,1.11604,1.00479,118.532,2.6726,0.312154,2.91363,0.335429,4.64659,0.400823,2.055,0.05,2.055,0.05,-1293.75
1707.43,0.648826,0.172728,1099.63,37.7467,0.333886,1.51277, 217.447, 146.356,0.93381,0.999952,98.1703,2.57642,0.278941,2.88206,0.326025,4.70107,0.402479,2.055,0.05,2.055,0.05,-1292.72
1648.18,0.528995,0.25672,989.556,68.8963,0.25062,1.59792, 320.068, 164.034,1.05072,0.982484,187.889,2.60496,0.295378,2.85531,0.321471,4.68217,0.405075,2.055,0.05,2.055,0.05,-1309.28
1426.97,0.759341,0.302771,974.637,89.6591,0.290632,1.32348, 290.908, 142.402,1.10003,0.988331,126.315,2.64369,0.287346,2.89577,0.340822,4.65466,0.395522,2.055,0.05,2.055,0.05,-1299.98
1521.2,0.737664,0.454946,1077.81,116.334,0.304223,1.44541, 391.032, 129.578,1.00246,1.00802,205.546,2.62328,0.280752,2.88373,0.330563,4.65264,0.401822,2.055,0.05,2.055,0.05,-1300.24
1808.27,0.703873,0.352095,1037.27,116.015,0.251758,1.24406, 431.896, 169.157,1.0328,0.994517,161.758,2.68639,0.305836,2.87931,0.319511,4.65963,0.412013,2.055,0.05,2.055,0.05,-1309.32
1612.28,0.754082,0.304001,1124,86.9182,0.308639,1.61925, 333.981, 138.374,0.935092,0.987523,165.101,2.70994,0.32021,2.93367,0.345117,4.68302,0.397235,2.055,0.05,2.055,0.05,-1314.07
1475.82,0.775954,0.427528,1130.59,218.918,0.396425,1.57852, 302.506, 121.738,0.904338,1.00137,177.332,2.69421,0.306439,2.92916,0.338022,4.706,0.405695,2.055,0.05,2.055,0.05,-1312.46
1633.86,0.851824,0.497136,1066.51,399.459,0.284954,1.18065, 394.252, 148.538,0.992907,1.00184,172.87,2.68877,0.308881,2.96305,0.348704,4.65415,0.397688,2.055,0.05,2.055,0.05,-1306.91
1660.61,0.791231,0.289323,1175.14,86.8323,0.291841,1.53145, 180.393, 138.232,0.872572,0.991079,113.746,2.6425,0.284915,2.90969,0.329154,4.6527,0.393725,2.055,0.05,2.055,0.05,-1304.71
1450.39,0.854642,0.389748,1112.29,234.087,0.246969,1.4388, 203.453, 121.949,0.940997,0.98889,111.073,2.63741,0.282897,2.93324,0.346375,4.70409,0.406271,2.055,0.05,2.055,0.05,-1316.32
1292.44,0.822017,0.577246,1067.89,480.327,0.306422,1.84256, 142.722, 111.359,1.00607,1.00071,100.389,2.66126,0.296939,2.88849,0.326152,4.61677,0.394722,2.055,0.05,2.055,0.05,-1313.56
1476.88,0.700304,0.46382,1038.66,180.047,0.280506,1.9753, 163.813, 125.799,1.15012,0.997376,117.297,2.68017,0.292147,2.90327,0.338812,4.66548,0.389827,2.055,0.05,2.055,0.05,-1317.24
1507.9,0.810492,0.315509,1119.88,150.769,0.218437,1.39071, 232.168, 123.181,0.954105,0.996353,166.257,2.63918,0.291655,2.93686,0.350348,4.74671,0.417324,2.055,0.05,2.055,0.05,-1304.79
1501.92,0.674735,0.737127,1156.76,842.86,0.349922,1.86879, 173.271, 117.114,0.870579,0.989701,92.4396,2.67039,0.306746,2.90593,0.327646,4.64297,0.404245,2.055,0.05,2.055,0.05,-1308.15
2480.05,0.466496,0.646515,960.924,673.22,0.234823,1.60551, 446.117, 223.151,1.19458,0.998272,85.3902,2.66259,0.29264,2.89349,0.33224,4.68566,0.41379,2.055,0.05,2.055,0.05,-1296.45
2493.16,0.580552,0.323572,961.251,95.8079,0.244577,1.3568, 360.314, 232.891,1.14906,1.01245,105.702,2.5717,0.26173,2.84843,0.316571,4.66683,0.404576,2.055,0.05,2.055,0.05,-1304.16
2042.25,0.671065,0.460563,1054.66,193.014,0.257196,1.32261, 227.697, 180.686,1.03286,1.00524,113.124,2.66633,0.304665,2.89436,0.328264,4.65643,0.397155,2.055,0.05,2.055,0.05,-1303.04
1845.25,0.717117,0.554199,1143.83,481.108,0.264627,1.5325, 215.777, 148.664,0.968721,1.00416,103.654,2.73069,0.326815,2.90637,0.336536,4.68024,0.403262,2.055,0.05,2.055,0.05,-1306.96
1877.9,0.630531,0.460533,1177.07,243.146,0.285184,1.53484, 288.338, 140.5,0.92523,1.00224,130.06,2.67546,0.30752,2.94606,0.338972,4.72126,0.407853,2.055,0.05,2.055,0.05,-1311.39
1643.61,0.744735,0.592311,1112.43,356.645,0.238979,1.5763, 322.299, 137.748,0.956488,0.98675,155.784,2.64837,0.297581,2.9595,0.354791,4.75744,0.41578,2.055,0.05,2.055,0.05,-1310.35
1931.09,0.754273,0.53631,1082.96,193.428,0.201488,1.30107, 302.43, 159.752,1.00584,0.990572,109.653,2.64308,0.291003,2.87694,0.328417,4.6257,0.383168,2.055,0.05,2.055,0.05,-1318.3
1629.59,0.757178,0.4164,1015.69,81.6759,0.265739,1.28794, 209.188, 149.936,1.04318,0.97801,146.458,2.70748,0.322902,2.892,0.335091,4.67354,0.407602,2.055,0.05,2.055,0.05,-1329.95
1440.62,0.746542,0.632934,989.784,192.734,0.324931,1.52345, 137.964, 132.831,1.09865,1.00126,91.8646,2.69269,0.306987,2.93924,0.354918,4.67581,0.410262,2.055,0.05,2.055,0.05,-1312.5
2189.52,0.698771,0.32248,1040.11,46.3281,0.240517,1.52407, 233.113, 184.145,1.13475,0.992125,85.3757,2.65132,0.297261,2.90829,0.335707,4.68987,0.398476,2.055,0.05,2.055,0.05,-1296.5
1867.73,0.721364,0.445452,1125.66,55.6088,0.232943,1.69111, 161.801, 150.751,0.956737,0.992845,76.6257,2.63845,0.301288,2.86296,0.324922,4.68922,0.415251,2.055,0.05,2.055,0.05,-1300.73
1422.21,0.729292,0.73589,1030.71,210.976,0.255188,2.06636, 89.5018, 123.634,1.03902,1.01139,68.5002,2.67926,0.299773,2.88371,0.319058,4.71293,0.417274,2.055,0.05,2.055,0.05,-1291.43
1660.68,0.746614,0.580971,1203.84,153.078,0.178293,1.6154, 111.678, 121.878,0.937586,0.996077,68.1739,2.70855,0.303328,2.9563,0.351152,4.72048,0.415169,2.055,0.05,2.055,0.05,-1293.06
2333.99,0.766568,0.452458,1091.04,86.1984,0.303103,1.33921, 332.873, 191.666,0.950845,0.994733,111.975,2.62866,0.283598,2.94124,0.353601,4.72049,0.411028,2.055,0.05,2.055,0.05,-1296.29
1605.99,0.775903,0.418173,1115.83,91.6764,0.283641,1.48748, 262.24, 122.71,1.01961,0.990742,106.193,2.6375,0.294525,2.9505,0.348963,4.77798,0.422995,2.055,0.05,2.055,0.05,-1296.49
2120.23,0.722101,0.669033,1192.51,99.9709,0.273642,1.46852, 270.411, 151.693,0.945373,0.992426,102.008,2.65532,0.289642,2.93936,0.33862,4.73122,0.410457,2.055,0.05,2.055,0.05,-1302.58
1393.9,0.783673,0.425948,1157.09,71.5247,0.192703,1.33076, 171.171, 110.934,0.886804,0.997828,128.38,2.62735,0.280167,2.90826,0.333893,4.61313,0.391342,2.055,0.05,2.055,0.05,-1303.89
1928.11,0.681884,0.371276,995.733,56.2948,0.237893,1.77987, 270.41, 183.526,1.05202,0.991376,122.176,2.77514,0.340785,2.90678,0.339022,4.66838,0.393101,2.055,0.05,2.055,0.05,-1288.35
1723.19,0.627021,0.321181,1109.3,39.9355,0.284443,1.82214, 175.946, 141.299,0.965451,1.00655,118.67,2.6769,0.308273,2.86021,0.313433,4.76955,0.409228,2.055,0.05,2.055,0.05,-1296.08
2071.48,0.61874,0.389522,1081.98,123.956,0.239124,1.56724, 318.917, 179.457,0.940038,1.01002,180.912,2.69612,0.302198,2.92275,0.340957,4.66705,0.396566,2.055,0.05,2.055,0.05,-1308.99
1421.06,0.77276,0.610866,1160.94,567.092,0.362162,1.38319, 211.014, 112.441,0.878048,1.00182,98.7387,2.70199,0.311845,2.92922,0.333154,4.65425,0.398857,2.055,0.05,2.055,0.05,-1297
1531.75,0.742089,0.273621,1037.4,33.9559,0.347325,1.4931, 103.605, 134.411,1.00797,0.995897,69.9455,2.67962,0.305184,2.93696,0.347345,4.68915,0.40952,2.055,0.05,2.055,0.05,-1311.34
1378.29,0.73504,0.395309,1000.21,129.278,0.281496,1.65185, 148.747, 127.444,1.06597,0.991176,131.925,2.66517,0.295357,2.98652,0.364333,4.7053,0.408061,2.055,0.05,2.055,0.05,-1294.28
1718.49,0.678114,0.333264,1067.67,94.3133,0.255281,1.63965, 201.637, 147.687,1.03429,0.99054,107.614,2.61627,0.283641,2.93013,0.347367,4.68255,0.39565,2.055,0.05,2.055,0.05,-1333.49
1284.51,0.658651,0.333801,940.515,74.6392,0.345401,1.81044, 130.557, 126.637,1.12153,0.998078,86.59,2.70286,0.319132,2.95256,0.352852,4.63478,0.394405,2.055,0.05,2.055,0.05,-1290.2
1413.56,0.860348,0.265612,901.306,46.9717,0.267407,1.41833, 234.91, 152.884,1.09547,1.01481,133.482,2.63333,0.294794,2.92139,0.349114,4.66504,0.405247,2.055,0.05,2.055,0.05,-1322.4
1314.11,0.650113,0.359139,885.017,118.852,0.334641,1.83015, 257.691, 142.623,1.14279,1.00444,139.889,2.653,0.30679,2.87471,0.333608,4.65305,0.405968,2.055,0.05,2.055,0.05,-1302.89
1970.33,0.605714,0.340163,1033.89,58.8063,0.253996,1.55655, 399.578, 180.631,1.00629,0.994432,109.691,2.72552,0.322153,2.92335,0.337696,4.66304,0.402042,2.055,0.05,2.055,0.05,-1311.94
1341.63,0.790674,0.498266,1107.77,121.272,0.288469,1.66322, 126.701, 111.941,1.00569,0.993865,103.65,2.66778,0.297661,2.93865,0.333451,4.63441,0.394472,2.055,0.05,2.055,0.05,-1307.12
1254.43,0.867502,0.554947,1009.84,143.279,0.300931,1.65276, 240.063, 115.259,1.09054,0.997257,164.402,2.63788,0.293704,2.89285,0.328771,4.64649,0.397016,2.055,0.05,2.055,0.05,-1297
1214.38,0.821686,0.597673,925.498,147.774,0.2324,1.49114, 142.539, 122.769,1.11224,1.02351,145.107,2.61759,0.289463,2.89632,0.334127,4.66317,0.398549,2.055,0.05,2.055,0.05,-1293.19
1335.87,0.838897,0.721173,1002.02,270.587,0.306022,1.66814, 198.604, 123.83,1.05517,1.02245,163.21,2.7155,0.315967,2.92945,0.354784,4.70592,0.412684,2.055,0.05,2.055,0.05,-1295.64
1411.89,0.810448,0.585322,1087.03,172.36,0.227885,1.39312, 165.369, 112.395,1.03661,0.986916,105.368,2.63365,0.287987,2.90575,0.33278,4.71377,0.414668,2.055,0.05,2.055,0.05,-1310.87
1648.87,0.84871,0.531901,1119.77,227.867,0.289424,1.63113, 147.798, 124.215,0.998536,1.00334,88.8757,2.64719,0.284975,2.91221,0.327508,4.65855,0.402381,2.055,0.05,2.055,0.05,-1313.81
1680.09,0.74152,0.300599,969.448,59.618,0.242844,1.34688, 190.234, 152.866,1.1016,1.0113,100.295,2.6343,0.29286,2.91527,0.337863,4.67902,0.405245,2.055,0.05,2.055,0.05,-1310.38
2251.55,0.759818,0.306393,1224.26,39.1487,0.222179,1.34303, 247.602, 166.014,0.84893,0.997609,70.6738,2.70588,0.315273,2.92763,0.331744,4.74087,0.408292,2.055,0.05,2.055,0.05,-1309.69
1426.53,0.712985,0.562112,1099.31,222.048,0.276142,1.15119, 250.893, 110.368,1.05072,0.984762,127.841,2.7102,0.313405,2.85701,0.320309,4.67647,0.404066,2.055,0.05,2.055,0.05,-1293.36
1511.13,0.606672,0.532957,1115.79,243.42,0.277009,1.67994, 187.051, 123.839,0.928973,0.999248,117.316,2.74788,0.326872,2.90796,0.337835,4.69648,0.399476,2.055,0.05,2.055,0.05,-1293.8
1920.41,0.592936,0.233154,1028.54,20.5147,0.296036,1.62082, 382.382, 180.065,1.0181,1.00007,113.757,2.64402,0.298295,2.88411,0.332853,4.72562,0.403887,2.055,0.05,2.055,0.05,-1286.55
2038.11,0.705992,0.25273,1156.89,64.4045,0.315375,1.61491, 198.297, 160.742,0.931768,1.01171,82.4081,2.67438,0.317329,2.89059,0.325919,4.68037,0.396048,2.055,0.05,2.055,0.05,-1299.19
1582.66,0.785003,0.654866,1106.93,398.995,0.331515,1.66761, 198.043, 128.139,0.927098,1.00083,131.208,2.70503,0.318137,2.8813,0.336256,4.63763,0.394151,2.055,0.05,2.055,0.05,-1281.33
1657.97,0.720045,0.552823,1070.56,506.71,0.330576,1.65806, 227.058, 142.303,0.975531,1.0017,192.858,2.64348,0.28729,2.91557,0.33167,4.65464,0.397412,2.055,0.05,2.055,0.05,-1275.81
1615.6,0.746423,0.831703,1031.39,739.232,0.290722,1.49411, 160.28, 140.685,1.00187,1.01733,112.513,2.66872,0.308274,2.91736,0.348519,4.67545,0.406201,2.055,0.05,2.055,0.05,-1293.77
1518.8,0.732598,0.469559,998.465,241.181,0.200587,1.49648, 242.202, 142.2,1.08554,0.991395,128.312,2.69481,0.302195,2.91497,0.341926,4.65391,0.405231,2.055,0.05,2.055,0.05,-1312.85
1577.98,0.704541,0.411384,1143.12,239.41,0.203396,1.61196, 181.031, 124.517,0.907631,0.993718,110.057,2.66332,0.298482,2.90284,0.335894,4.73366,0.421542,2.055,0.05,2.055,0.05,-1296.51
1644.48,0.667875,0.441614,1076.23,330.768,0.251618,1.52168, 169.921, 138.68,1.01685,0.98201,98.7535,2.65391,0.300236,2.90587,0.32816,4.66426,0.394473,2.055,0.05,2.055,0.05,-1299.55
1442.98,0.67999,0.593218,1082.06,517.334,0.219531,1.70545, 123.712, 119.215,0.995783,0.993622,104.378,2.63551,0.297754,2.86699,0.320994,4.78995,0.414798,2.055,0.05,2.055,0.05,-1291.12
1773.59,0.751624,0.65704,1136.27,270.059,0.218262,1.09772, 406.651, 136.44,0.970963,0.992218,150.283,2.66833,0.291469,2.91753,0.336606,4.63434,0.39648,2.055,0.05,2.055,0.05,-1284.16
1539.13,0.838912,0.721791,1174.03,546.097,0.360474,1.74712, 145.517, 126.152,0.889049,0.988717,121.346,2.67969,0.302854,2.91132,0.333001,4.72022,0.40137,2.055,0.05,2.055,0.05,-1290.98
1346.31,0.847867,0.899406,1026.35,609.341,0.29685,1.27829, 144.24, 114.27,1.05449,1.00496,82.1252,2.64742,0.285237,2.8718,0.327533,4.74118,0.426169,2.055,0.05,2.055,0.05,-1312.7
1680.62,0.67171,0.775494,990.508,601.916,0.358355,1.6514, 268.915, 149.145,1.13939,1.01318,111.91,2.67573,0.303068,2.91041,0.3292,4.72697,0.415408,2.055,0.05,2.055,0.05,-1294.15
1518.19,0.569784,0.856295,1028.6,499.682,0.214713,1.57656, 292.342, 131.02,1.03623,0.993963,140.533,2.65416,0.302389,2.86648,0.327843,4.67201,0.411979,2.055,0.05,2.055,0.05,-1270.15
1451.17,0.780914,0.383717,1006.82,73.3918,0.278119,1.60143, 161.455, 133.871,1.06339,0.997675,108.475,2.68707,0.309251,2.91182,0.330636,4.63527,0.386441,2.055,0.05,2.055,0.05,-1302.48
1618.92,0.730407,0.481632,1144.45,66.6239,0.288266,1.7144, 149.923, 126.716,0.976642,0.981345,103.195,2.68381,0.307356,2.93337,0.33178,4.63994,0.3914,2.055,0.05,2.055,0.05,-1299.76
1698.52,0.732071,0.463053,995.196,44.0209,0.312327,1.61797, 157.772, 157.963,1.12439,0.99939,66.5009,2.64321,0.290394,2.94281,0.344078,4.74476,0.413894,2.055,0.05,2.055,0.05,-1296.74
1657.73,0.735375,0.253928,1024.26,22.4788,0.237011,1.40947, 282.646, 152.233,1.03235,1.01248,129.195,2.59093,0.27086,2.85232,0.325959,4.60463,0.396946,2.055,0.05,2.055,0.05,-1308.24
1668.33,0.827334,0.408853,992.728,69.3217,0.227922,1.04393, 192.578, 157.688,1.11668,0.996138,88.4572,2.60103,0.28404,2.86659,0.324989,4.69867,0.41431,2.055,0.05,2.055,0.05,-1299.25
1915.26,0.704999,0.502882,1077.3,185.914,0.284081,1.63344, 283.916, 170.162,0.971477,0.994901,143.564,2.64628,0.298634,2.92164,0.33476,4.65241,0.391885,2.055,0.05,2.055,0.05,-1291.81
1502.65,0.731662,0.519481,974.779,216.144,0.245694,1.54213, 169.05, 138.369,1.13548,1.001,133.611,2.60095,0.280919,2.89732,0.333419,4.72777,0.414202,2.055,0.05,2.055,0.05,-1296.7
1888,0.681716,0.630136,984.493,333.531,0.204717,1.43565, 226.525, 172.672,1.09206,0.991204,92.69,2.65291,0.290388,2.93723,0.344298,4.78165,0.423468,2.055,0.05,2.055,0.05,-1283.1
1508.1,0.802833,0.368062,948.03,85.4894,0.271309,1.51039, 207.717, 144.361,1.13665,0.992597,96.9577,2.7007,0.312186,2.89174,0.343032,4.70661,0.412584,2.055,0.05,2.055,0.05,-1289.94
1637.47,0.711022,0.391013,988.905,49.2231,0.379965,1.68587, 147.247, 155.374,1.1072,1.01829,92.8571,2.70892,0.321119,2.81729,0.313361,4.64503,0.403948,2.055,0.05,2.055,0.05,-1312.41
1992.32,0.677487,0.459345,948.357,107.265,0.249246,1.36385, 339.287, 208.124,1.06319,0.996119,159.429,2.64983,0.29568,2.84613,0.324868,4.66342,0.405909,2.055,0.05,2.055,0.05,-1288.01
