"R_1951","R_1952","R_1953","R_1954","R_1955","R_1956","R_1957","R_1958","R_1959","R_1960","R_1961","R_1962","R_1963","R_1964","R_1965","R_1966","R_1967","R_1968","R_1969","R_1970","R_1971","R_1972","R_1973","R_1974","R_1975","R_1976","R_1977","R_1978","R_1979","R_1980","R_1981","R_1982","R_1983","R_1984","R_1985","R_1986","R_1987","R_1988","R_1989","R_1990","R_1991","R_1992","R_1993","R_1994","R_1995","R_1996","R_1997","R_1998","R_1999","R_2000","R_2001","R_2002","R_2003","R_2004","R_2005","R_2006","R_2007","R_2008","R_2009","R_2010","R_2011","R_2012","R_2013","R_2014","R_2015","R_2016","R_2017","R_2018"
565.056,516.837,1539.3,711.911,764.401,912.803,603.166,863.999,747.997,416.365,880.366,346.249,699.652,233.565,196.369,416.991,480.517,115.342,612.834,1094.95,818.8,671.658,947.8,1276.68,624.435,443.258,794.061,378.977,869.575,593.624,428.484,355.836,687.997,1289.33,1661.71,431.905,1965.89,320.524,332.942,194.608,453.572,321.849,284.457,134.903,251.553,1075.9,413.029,215.706,419.191,488.653,760.859,742.23,337.651,383.69,266.641,356.445,119.834,214.652,136.56,348.658,87.1663,112.185,312.064,188.97,626.207,144.859,197.475,571.345
641.284,600.333,1651.99,656.096,938.65,1096.05,831.666,1190.37,674.874,630.809,879.566,564.957,812.349,310.491,139.131,568.045,383.694,183.878,493.846,1043.92,709.583,688.747,1131.86,1311,570.528,470.581,872.623,279.556,775.362,493.134,368.045,412.572,687.028,1523.28,1726.32,572.906,2324.79,368.084,401.283,222.818,597.375,346.486,267.38,183.529,249.998,917.241,416.088,180.368,278.384,407.873,649.473,559.452,242.815,282.716,195.816,340.663,118.175,194.967,119.04,368.667,79.6496,66.8139,179.871,129.591,559.516,161.069,329.55,355.506
685.615,945.713,819.346,606.167,787.922,775.582,773.222,1018.21,788.946,600.743,768.226,467.52,601.48,239.897,120.751,141.649,533.451,102.786,510.169,996.034,815.499,945.23,1019.76,1578.68,589.486,441.181,745.752,230.7,597.607,306.501,250.123,194.778,466.137,881.637,968.839,349.218,1628.33,282.948,325.382,216.767,553.319,367.712,283.811,152.166,189.609,1168.26,374.296,220.281,271.847,379.879,541.155,495.513,179.768,168.739,149.622,235.748,115.062,196.709,129.295,339.543,96.012,122.53,326.578,149.313,606.361,151.047,232.121,302.586
830.494,769.951,838.507,709.48,625.552,729.132,523.968,1035.68,602.444,447.568,863.074,320.004,826.874,523.777,249.816,223.122,398.098,484.901,773.299,946.875,810.061,845.113,1094.5,1268.57,557.605,338.666,567.545,224.814,413.801,344.354,261.254,175.682,334.141,889.639,877.971,401.927,1600.12,267.031,379.214,225.072,660.633,400.718,322.785,145.737,279.425,1126.71,453.828,294.346,342.564,507.886,808.456,678.258,306.952,267.907,265.854,249.313,147.182,241.522,164.478,359.015,81.3271,90.5508,223.526,142.023,483.295,144.13,247.523,505.6
374.246,330.631,736.733,405.386,537.059,749.429,708.749,1009.93,751.115,525.602,951.012,390.573,610.448,265.867,118.092,476.461,159.892,86.068,442.33,835.959,777.446,768.315,781.496,1267.03,444.088,408.732,680.06,281.424,796.099,505.921,397.518,301.976,513.659,1050.5,1011.07,260.108,1222.33,172.992,226.494,166.696,420.969,300.796,232.46,137.203,215.305,1362.6,457.583,259.384,233.322,330.679,540.995,523.772,251.067,338.422,302.036,436.692,174.997,349.689,173.763,399.519,103.964,101.892,280.528,191.463,670.338,158.383,195.538,302.073
385.968,408.043,806.206,358.608,593.919,821.623,661.561,819.22,778.244,458.694,1052.53,454.878,1028.56,359.18,142.235,585.617,220.761,252.016,499.879,731.6,633.741,742.407,934.818,1091.07,493.036,332.113,513.763,204.648,343.872,280.121,193.34,191.217,355.884,842.724,886.144,350.03,2114.96,338.519,374.788,271.626,583.248,318.245,232.487,154.947,230.916,843.434,387.331,223.556,255.463,426.488,594.213,710.48,208.113,256.65,141.263,232.496,92.1586,212.257,91.3475,344.902,86.4602,95.8797,276.324,168.425,599.004,124.785,163.996,350.7
375.056,267.723,705.953,278.845,330.723,467.58,420.254,860.777,450.898,515.253,642.359,286.591,857.752,264.414,118.42,251.817,315.984,56.3936,254.731,510.568,454.76,590.224,718.452,1087.25,406.301,274.343,519.49,186.321,464.082,317.838,208.778,200.531,375.574,870.532,1051.23,416.576,2042.18,295.61,386.507,212.316,607.181,329.28,221.294,140.705,235.727,1000.2,389.542,177.773,234.175,349.072,577.102,550.522,221.828,263.656,182.918,249.491,162.082,212.107,151.491,313.469,84.2929,112.026,288.365,151.847,684.292,201.437,202.966,309.269
418.476,298.95,764.102,218.457,373.141,412.481,287.636,784.524,402.807,372.51,585.68,435.821,807.735,315.827,185.461,278.424,416.946,273.692,341.642,513.265,374.108,386.077,488.361,705.437,361.962,225.797,411.556,167.467,432.546,307.783,222.521,308.121,456.417,856.566,996.547,290.815,1188.11,196.004,221.599,152.447,388.114,277.826,243.538,128.531,196.368,1075.43,406.71,209.06,362.596,405.919,558.351,560.367,245.114,263.132,151.758,337.801,132.299,222.597,137.478,331.901,97.8663,118.119,290.684,159.307,612.873,134.594,97.8249,378.016
543.176,289.708,789.151,389.152,348.151,620.496,516.647,869.041,589.178,409.114,818.833,453.385,628.72,243.9,166.101,222.1,460.623,55.0486,373.447,515.196,594.677,487.575,693.133,994.906,396.965,387.283,653.489,236.725,724.71,478.354,311.637,253.665,437.179,834.44,1011.71,296.344,1217.94,235.099,342.787,197.236,693.525,444.942,367.553,190.146,257.225,1077.58,415.104,213.73,264.3,295.081,507.162,512.51,282.818,290.549,207.129,333.659,252.214,305.517,162.161,359.169,78.6992,77.5805,192.517,115.381,388.533,173.183,195.788,356.308
724.47,393.278,686.993,343.527,331.371,564.38,398.572,707.331,656.979,427.322,609.901,302.216,631.67,240.556,85.3099,393.439,300.723,23.605,541.118,694.117,664.995,640.173,815.755,947.318,448.092,235.651,464.193,160.175,397.397,265.671,201.951,153.851,305.212,615.195,749.238,278.011,1038.59,173.478,228.168,143.753,407.1,291.921,261.743,131.042,194.468,1143.34,380.872,236.114,295.958,347.37,433.818,462.288,205.904,166.529,115.766,209.427,115.593,235.987,156.404,459.608,128.897,132.832,247.11,166.413,524.293,119.875,200.818,426.361
662.91,750.15,1104.58,449.688,461.137,562.129,356.111,927.565,616.647,381.113,858.717,266.137,646.369,323.04,98.933,443.383,272.6,28.2811,286.684,658.744,530.814,480.28,533.647,746.042,343.267,243.482,380.224,153.424,426.468,259.641,187.581,170.451,371.585,855.382,818.646,277.779,1145.15,256.621,270.351,185.759,474.406,341.656,395.241,144.687,276.362,1209.65,363.779,210.536,198.276,305.994,341.901,392.109,171.38,281.066,231.265,449.991,252.58,398.656,200.333,485.5,108.457,121.46,292.932,224.564,637.697,116.029,136.554,332.604
518.6,523.247,1068.01,442.346,551.222,585.187,629.999,1038.37,659.695,394.527,837.323,343.744,990.328,293.691,123.812,459.325,461.616,400.629,624.726,1041.12,694.976,565.404,685,957.378,366.15,246.284,449.806,202.199,535.808,381.869,310.792,275.728,527.868,1313.67,1431,600.584,2073.42,414.567,377.784,280.123,646.483,505.841,350.801,165.887,257.857,1179.86,325.337,171.951,195.46,234.816,301.856,382.969,124.644,189.588,114.709,245.772,125.029,255.11,147.761,449.413,132.884,122.887,339.982,207.933,709.687,187.392,214.975,285.618
326.015,432.886,778.05,560.897,634.588,724.724,555.496,1042.83,716.324,352.668,701.969,341.082,718.631,168.904,91.468,365.742,388.361,136.284,405.816,755.279,723.862,664.223,707.857,839.104,381.068,267.165,373.038,144.55,436.929,333.292,259.224,248.869,479.453,1262.31,1191.85,333.843,1575.7,281.326,275.135,190.867,498.451,334.068,302.478,145.021,265.603,1145.28,484.364,248.455,283.564,440.851,611.633,462.915,208.103,231.655,140.962,177.708,113.649,201.996,110.591,319.522,94.0108,88.7015,302.528,204.686,742.968,224.672,215.21,330.483
464.866,583.08,920.693,604.224,377.723,796.046,502.966,1085.61,755.205,520.631,918.738,420.735,969.531,259.228,109.163,260.325,1135.4,49.942,446.758,940.297,613.007,549.361,745.166,821.333,451.55,296.272,606.67,225.723,631.5,563.369,356.161,414.405,782.482,1278.32,1223.7,365.149,1230.72,234.36,266.95,156.902,472.088,311.589,317.377,169.961,267.172,1013.37,468.739,232.817,221.272,360.32,401.893,490.465,190.078,275.15,210.308,328.932,139.608,301.089,124.813,309.927,104.468,98.0383,276.646,220.827,747.914,165.975,244.001,335.486
325.442,291.995,494.402,341.453,455.201,645.188,417.435,848.283,725.84,393.674,1002.64,413.241,894.401,242.819,208.77,204.24,665.308,157.683,422.41,855.901,712.186,824.728,900.618,1317.34,518.809,360.418,622.367,218.965,538.264,409.883,303.04,257.841,500.232,1071.65,1156.56,401.778,1386.67,436.669,297.629,219.452,488.498,353.873,311.786,140,226.281,970.641,385.37,196.937,184.496,285.956,461.182,463.055,240.357,232.98,154.548,306.482,131.92,290.227,182.985,320.904,90.1742,127.454,406.779,233.292,575.854,190.617,140.846,522.409
543.832,426.694,574.229,433.454,430.749,541.614,642.482,945.095,627.554,488.24,1183.73,585.568,683.761,491.711,127.298,442.712,262.91,168.586,424.255,904.675,651.392,675.877,1028.01,1235.88,664.496,355.17,682.702,235.434,571.334,405.065,214.849,210.016,305.301,735.43,656.155,244.366,1347.23,260.335,263.139,217.028,492.513,371.513,316.474,143.653,231.09,1232.28,436.01,281.338,321.53,466.9,601.162,625.844,250.018,382.698,221.952,348.636,169.236,213.928,123.33,240.128,63.0339,79.7342,289.232,218.392,652.287,187.931,283.159,480.559
783.616,757.582,1033.81,650.363,917.993,828.506,758.553,1068.73,544.281,556.679,972.604,412.82,1039.25,305.975,144.208,618.338,950.627,220.286,534.674,1115.38,611.846,684.234,758.347,1166.16,449.793,341.948,517.45,239.919,501.112,447.685,262.306,249.521,408.186,795.402,939.719,269.017,1320.06,205.374,257.782,182.214,421.834,298.568,227.693,112.636,216.564,831.471,246.611,156.801,202.455,301.691,418.993,495.059,242.534,213.714,254.821,454.665,357.672,424.158,309.572,629.956,150.143,131.213,421.808,217.533,640.496,158.286,155.141,288.471
948.831,672.8,912.233,417.337,579.597,612.115,408.127,966.588,525.706,357.216,875.218,360.078,649.881,204.107,98.3216,252.032,393.694,67.5929,391.652,949.29,683.605,792.161,828.568,1379.01,643.566,419.755,700.96,287.559,600.679,458.213,231.297,241.363,436.064,810.772,983.787,300.691,1502.68,259.096,327.089,219.475,601.814,347.811,261.006,136.13,204.695,922.288,366.452,200.754,235.607,370.451,445.234,518.141,222.085,258.517,191.733,443.534,155.528,284.105,168.375,386.226,99.1796,108.543,341.221,154.962,648.379,134.255,143.578,569.065
534.977,296.113,654.647,218.319,358.159,471.091,383.298,937.105,679.927,392.427,804.921,440.977,871.342,308.164,145.989,265.215,311.464,312.295,363.805,740.506,750.112,850.682,935.749,1167.84,579.249,363.327,630.308,250.827,491.124,468.466,284.629,244.155,387.592,964.21,936.982,293.181,1436.16,247.705,411.665,201.615,532.773,431.539,360.788,211.857,257.358,1159.09,411.063,252.041,257.209,352.507,468.935,360.997,227.57,236.85,204.932,275.915,116.182,266,172.638,433.204,114.432,179.812,370.01,237.909,742.838,142.066,293.805,375.113
233.167,465.041,762.059,418.447,674.206,1122.16,776.238,915.364,690.835,527.525,881.13,328.904,722.276,226.717,147.275,465.687,174.669,149.073,344.152,618.044,617.477,649.206,876.253,1220.43,429.207,352.325,648.627,210.699,484.197,361.78,236.73,210.139,411.675,877.983,994.223,307.289,1236.14,229.923,245.238,169.403,406.519,320.945,259.516,159.398,267.075,1073.77,537.858,268.828,352.243,558.469,585.261,630.13,309.656,319.639,230.264,363.418,157.885,196.631,129.803,413.064,89.1134,98.4198,193.357,125.156,386.913,137.147,231.738,269.067
363.129,289.955,639.788,317.206,482.075,452.392,422.947,1026.01,423.862,393.61,832.312,299.662,661.073,225.694,135.654,280.701,257.678,123.27,397.444,694.657,660.495,613.956,720.558,874.229,365.634,255.901,418.409,123.401,414.754,345.182,229.934,237.119,406.832,918.407,853.082,293.603,1072.81,188.308,196.756,149.334,380.231,288.476,234.85,133.984,225.034,1221.25,450.257,227.632,316.687,403.866,461.827,528.591,222.136,253.518,143.327,289.724,105.819,273.988,136.575,305.323,97.1394,106.946,294.338,208.41,703.679,155.765,200.339,243.802
241.051,326.464,700.036,330.601,378.139,583.392,463.322,758.454,720.984,334.41,916.122,311.569,733.848,379.026,126.964,495.294,383.67,152.586,419.641,578.292,434.095,452.494,516.636,768.507,344.103,235.269,428.875,204.605,535.641,501.976,364.357,392.033,565.563,1056.3,1393.14,384.472,1671.62,259.493,254.457,154.556,355.415,283.817,262.684,137.828,216.779,1053.73,439.205,263.049,217.744,482.637,584.952,564.641,205.077,258.569,202.219,285.779,165.121,226.832,131.478,352.989,92.1137,104.006,289.037,189.608,577.646,124.395,171.489,348.822
232.091,285.395,605.417,307.59,417.583,581.096,363.141,938.598,611.068,375.245,800.129,302.556,819.838,232.705,113.926,430.771,352.146,46.9863,389.06,628.916,500.795,552.574,697.91,785.639,445.991,341.408,570.469,205.39,661.416,444.796,268.714,247.557,460.605,872.542,1048.24,363.932,1438.41,248.307,262.855,167.254,414.32,277.766,258.286,119.652,204.258,876.467,381.594,272.732,255.694,387.231,565.226,482.733,227.66,200.548,159.257,291.695,142.617,359.157,191.632,402.201,98.2098,115.704,262.511,191.03,500.824,142.356,211.024,317.422
265.95,181.21,510.847,253.845,541.326,416.294,503.05,910.449,420.599,360.96,802.708,262.495,848.681,253.045,116.327,309.739,184.472,461.241,692.061,1169.05,722.486,859.528,961.235,1188.02,428.309,349.312,549.571,169.191,444.548,345.556,249.781,185.496,420.559,991.013,1047.67,315.158,1546.65,249.369,286.219,181.808,389.093,274.759,235.028,112.728,207.187,906.069,357.083,231.992,246.638,396.956,483.072,440.04,165.608,223.454,174.645,273.641,142.827,287.676,191.359,478.241,112.697,131.85,315.417,179.425,542.435,186.899,447.334,426.453
207.397,287.504,688.599,274.667,573.432,616.568,334.309,1026.48,779.685,450.903,910.049,385.157,892.169,310.358,99.6039,264.106,351.629,112.856,317.687,511.628,392.571,451.159,560.965,803.831,402.176,274.361,475.824,196.778,497.726,351.557,222.157,261.031,367.449,1005.88,901.108,275.043,1532.77,242.155,321.106,184.83,448.89,326.639,289.877,129.08,201.031,1094.59,404.307,239.292,286.938,399.506,387.213,465.683,210.08,188.176,117.857,219.833,113.348,248.121,190.604,519.107,144.689,184.488,390.084,193.938,555.072,119.075,177.622,461.942
501.358,302.376,579.419,255.932,328.192,506.593,461.305,865.664,817.685,489.174,1171.98,568.273,839.445,262.079,108.359,144.856,346.034,35.6614,284.848,419.138,408.708,480.81,604.636,939.32,411.17,330.792,583.352,177.385,539.942,414.162,276.23,207.355,397.978,778.559,938.009,295.069,1258.07,228.653,257.86,206.933,543.221,508.681,350.428,207.242,316.654,1532.89,475.769,293.004,257.766,327.212,474.869,357.881,133.213,252.947,117.946,253.123,151.84,330.015,194.307,358.866,112.653,123.175,285.391,193.677,610.405,159.093,240.781,268.838
416.244,479.447,891.779,421.708,706.41,840.785,701.944,1318.54,768.169,455.538,1170.35,562.946,706.614,250.299,84.9574,217.436,234.659,61.8447,208.862,506.197,452.128,548.288,633.145,1057.78,470.542,306.853,573.292,200.992,753.987,437.787,247.449,216.116,432.248,955.289,909.639,316.055,1437.93,270.943,269.438,159.174,487.15,354.688,291.792,137.868,250.219,1055.17,434.149,240.529,222.425,356.132,387.184,500.707,216.148,207.516,153.748,244.652,98.7281,226.507,128.663,420.128,83.0038,119.399,305.347,211.96,673.353,177.697,340.577,282.813
455.956,871.109,1374.84,513.416,702.619,1469.69,781.678,1194.94,728.585,507.68,1116.63,562.474,816.247,303.209,157.293,329.651,269.171,82.9316,210.109,414.215,335.327,403.867,522.369,799.054,359.881,319.652,438.515,169.762,438.692,351.803,207.072,232.211,365.607,831.199,977.8,357.637,1604.35,266.46,398.351,268.477,673.783,407.82,315.767,151.87,211.652,969.115,452.54,232.302,285.572,524.023,506.327,558.542,206.299,265.709,180.695,232.738,132.701,256.632,143.155,301.727,92.4929,110.362,284.277,215.176,546.245,152.576,258.177,378.219
451.588,314.104,721.799,290.271,438.603,468.15,305.276,1094.56,728.134,517.298,770.985,436.047,921.125,355.191,144.003,716.342,544.806,152.805,462.237,865.745,563.995,510.307,673.585,888.484,321.579,286.828,521.534,195.819,546.963,397.221,372.879,360.654,596.646,1216.79,1435.22,373.785,1639.53,273.912,267.891,152.902,470.793,295.318,263.942,128.592,220.917,1242.26,446.273,259.211,340.831,612.239,729.225,732.488,307.855,293.947,241.953,281.912,150.411,250.721,136.238,455.517,112.275,87.9447,232.195,169.547,540.119,103.896,146.876,516.994
501.419,383.688,641.416,291.762,348.389,435.114,333.818,880.655,457.562,338.477,711.773,390.959,784.066,285.68,133.171,738.711,237.351,212.62,315.743,701.261,552.826,442.368,593.89,946.557,310.425,251.85,456.994,149.194,436.77,296.867,251.647,259.395,407.586,920.57,1166.85,327.2,1414.69,297.545,287.811,188.356,478.852,296.61,260.421,140.686,237.817,953.01,381.441,188.423,274.368,369.276,649.022,559.735,298.369,244.459,178.839,459.975,149.539,370.351,185.849,380.68,110.227,141.003,289.087,174.794,635.296,172.662,290.967,311.577
486.917,344.818,751.378,380.521,324.247,409.941,359.138,837.31,536.888,266.82,621.712,315.028,535.957,211.789,177.706,178.944,364.917,81.5856,267.844,545.183,480.268,427.282,562.526,695.344,370.011,253.772,338.887,133.435,332.022,221.803,156.791,133.305,297.704,605.582,716.783,234.532,1139.71,224.748,249.268,165.801,378.286,321.487,260.551,135.535,221.848,998.485,387.075,224.692,196.283,374.69,463.391,492.873,239.105,255.743,139.532,334.36,174.149,286.441,180.225,443.644,109.221,124.329,262.526,167.539,471.332,133.187,122.578,288.348
312.66,276.875,580.668,240.896,374.519,404.581,458.408,576.227,502.501,369.288,644.754,273.468,761.778,191.155,180.295,388.293,506.378,126.495,453.934,705.162,626.627,622.563,698.258,1029.23,416.042,300.202,450.895,176.536,544.551,349.96,230.823,227.593,405.233,715.7,933.912,333.469,1620.59,252.509,353.612,213.68,584.642,421.704,311.053,192.148,254.804,1177.49,520.061,289.349,267.261,467.882,516.204,513.375,235.235,229.763,154.197,288.632,114.507,257.275,166.388,428.593,102.097,80.7971,254.109,116.183,462.116,166.552,124.385,534.384
595.79,612.552,1051.79,380.665,477.352,709.269,491.858,884.158,890.786,494.581,1134.31,455.536,911.522,295.358,136.956,490.673,522.007,41.7245,423.95,776.834,573.208,584.223,737.505,911.85,369.598,280.989,527.965,209.62,542.68,394.298,241.859,234.864,390.647,650.989,754.416,255.214,1071.11,170.613,238.14,123.488,470.622,316.07,236.629,182.622,221.669,1173.68,421.959,246.316,285.497,354.798,403.968,422.735,195.149,183.979,119.119,194.788,84.7817,261.718,122.014,392.194,92.4988,105.434,292.71,170.881,562.79,88.5844,127.048,299.627
270.697,418.597,728.239,266.692,407.843,461.304,355.243,857.47,585.079,447.958,540.972,289.391,766.113,197.516,80.3503,333.281,493.812,58.0638,290.58,598.089,521.382,471.09,589.122,709.482,286.707,185.789,310.282,121.87,339.715,243.886,186.314,192.158,329.947,858.192,1283.89,391.526,1892.14,359.232,364.576,294.653,551.193,400.244,328.021,156.574,200.432,1122.12,369.889,228.587,260.15,387.95,573.733,515.256,198.131,227.351,120.599,253.911,93.0913,229.616,121.302,402.452,106.997,131.814,423.333,257.046,775.192,177.908,179.992,372.623
621.1,551.955,839.152,381.731,578.067,623.684,641.089,743.427,799.424,367.669,1059.2,377.908,620.782,366.905,129.333,357.832,508.094,233.105,523.407,795.179,694.5,718.754,865.229,1014.13,491.339,379.038,564.013,218.105,441.049,428.108,255.381,232.197,355.412,829.573,822.873,274.224,1080.21,232.861,259.988,178.354,510.843,309.091,252.252,113.496,280.403,1012.65,372.872,257.155,310.495,347.745,447.771,553.437,268.495,277.576,219.439,336.499,148.656,251.184,130.121,359.607,79.3876,114.88,219.558,204.129,559.657,139.468,132.67,416.912
556.609,309.563,701.485,266.472,462.088,457.599,538.531,720.028,633.479,568.009,899.889,517.619,733.936,253.655,107.756,303.979,223.938,53.287,285.129,630.961,536.608,604.684,696.477,1085.2,481.699,298.652,536.239,188.438,457.055,361.972,176.765,156.777,331.412,734.913,632.264,285.89,1340.7,227.731,251.836,184.228,502.889,274.704,218.78,92.7491,188.615,913.275,290.376,220.699,223.361,330.431,510.52,534.316,238.232,263.442,219.973,323.856,120.896,283.618,134.91,359.759,107.329,121.344,402.199,263.689,735.326,194.39,244.854,343.277
520.186,320.247,784.903,322.769,426.767,531.277,542.337,861.331,656.937,522.437,824.033,530.04,752.487,252.109,145.705,288.096,443.065,100.101,229.368,503.443,390.986,392.444,495.375,677.848,292.086,178.617,305.73,114.658,311.704,260.653,163.725,184.351,381.871,713.471,786.97,263.593,1020.46,187.339,199.916,125.319,358.641,217.45,211.098,125.948,267.72,948.356,399.8,252.922,231.225,378.198,503.608,451.081,189.273,225.606,171.44,330.199,153.24,223.889,124.05,371.455,113.779,120.545,476.034,296.638,958.581,201.293,300.232,355.514
382.924,325.404,690.18,216.062,423.366,507.559,321.722,831.834,471.485,334.802,658.896,295.528,613.613,256.414,85.3902,394.464,326.497,162.963,267.187,461.131,463.785,466.283,597.091,997.842,333.554,273.248,501.811,167.597,475.167,358.77,185.668,187.081,328.803,547.749,720.236,203.951,1004.22,193.657,205.39,156.616,441.116,312.283,261.672,161.626,230.49,910.547,353.858,214.073,240.303,321.402,482.643,416.467,179.793,217.952,154.209,317.981,167.006,212.535,179.136,434.969,117.298,116.269,239.61,187.931,495.304,109.728,140.955,226.284
409.823,362.979,618.58,223.295,378.228,480.211,352.342,808.128,665.892,410.621,692.658,369.983,670.591,250.324,229.051,420.147,155.071,69.3978,280.602,616.361,423.767,445.071,611.117,830.443,335.427,202.921,324.726,128.336,308.811,244.061,152.196,125.753,288.59,638.363,836.432,333.47,1355.76,295.493,340.777,200.987,616.752,368.629,371.828,141.468,236.092,952.527,418.395,242.591,304.339,415.488,542.78,502.99,229.244,200.336,158.116,274.238,150.466,220.369,136.129,350.43,97.4023,106.324,264.878,156.485,506.12,146.631,188.492,234.443
619.289,551.427,720.548,449.479,498.735,629.247,496.764,1010.44,711.15,402.281,794.64,396.775,977.53,320.604,109.13,618.804,396.021,169.151,278.629,739.43,545.728,533.258,749.48,992.752,394.828,351.029,514.314,216.515,587.696,405.284,241.009,205.899,333.473,675.814,828.337,272.645,1074.73,186.254,224.854,157.24,560.422,367.682,312.592,156.617,225.971,1047.68,403.561,203.546,225.685,323.408,438.546,479.836,223.763,282.384,200.838,393.273,143.706,220.096,137.632,340.178,71.033,107.961,283.522,206.095,684.391,286.356,231.007,347.612
592.875,281.865,707.305,221.686,329.497,528.838,463.641,821.848,634.645,435.275,852.701,330.606,551.465,274.498,158.794,376.564,331.127,142.491,291.477,670.611,471.936,507.421,770.645,823.361,449.631,285.442,622.903,232.74,742.199,641.881,391.703,414.671,744.759,1645.81,1410.03,412.753,1641.63,270.494,253.976,184.584,532.82,417.696,316.03,134.042,220.642,1105.08,383.422,238.898,228.96,374.953,476.572,398.768,192.805,227.61,143.6,368.594,148.65,306.38,176.323,471.37,131.13,166.944,368.005,220.214,592.364,158.255,163.984,469.384
309.317,243.349,754.995,334.742,562.063,715.352,784.165,747.625,691.335,477.14,903.691,409.27,1286.31,284.639,220.198,528.693,372.856,94.4504,402.32,600.299,506.677,441.428,647.273,844.592,416.644,289.201,568.903,174.7,479.578,355.627,241.843,198.181,401.232,776.876,774.974,294.946,1182.67,233.398,276.261,148.053,461.542,353.19,299.978,164.001,249.239,1154.25,552.579,282.194,278.946,438.526,558.693,659.094,220.154,255.114,187.429,346.259,146.266,203.12,167.41,366.327,91.2264,83.5897,209.687,161.501,662.887,110.019,182.7,205.52
525.89,571.577,1182.02,534.542,590.233,572.61,478.175,917.345,657.918,425.66,707.979,334.086,797.399,306.058,164.189,352.918,585.211,131.231,683.718,696.973,642.755,536.701,711.569,885.481,378.377,274.616,520.465,186.32,483.423,364.518,289.838,236.658,439.077,832.994,919.843,222.599,1047.29,196.527,243.45,167.974,492.622,330.054,326.124,187.287,301.801,1122.04,467.352,234.774,245.059,315.806,523.117,468.375,205.042,209.2,149.896,221.554,109.307,213.084,139.995,274.174,80.8666,90.3235,288.481,210.062,831.675,147.431,201.454,329.078
616.432,418.945,783.809,354.172,445.036,497.98,534.4,667.882,632.808,365.373,760.315,312.692,774.486,295.54,133.492,500.31,331.81,121.939,434.222,740.8,630.961,676.095,749.829,1051.74,444.779,316.164,564.093,196.599,617.024,321.319,297.19,287.431,504.324,1003.33,991.891,316.546,1346.59,259.944,322.755,232.902,572.433,355.537,357.281,229.568,291.179,1358.75,474.558,259.223,250.082,439.182,504.061,479.52,181.771,181.819,155.242,242.075,100.568,256.072,156.726,403.938,115.228,110.622,335.313,176.717,650.569,126.934,255.419,458.05
731.252,629.396,966.083,338.626,463.705,545.632,490.429,801.826,667.734,368.055,637.321,300.819,549.685,165.123,111.554,265.064,292.031,42.0211,255.473,570.315,487.822,524.484,662.056,935.955,409.16,207.445,433.158,141.271,367.925,306.753,225.847,198.876,382.673,829.19,963.048,335.303,1362.55,231.395,278.082,178.702,508.802,305.722,229.512,137.08,233.205,1007.93,381.597,191.073,269.217,452.394,444.892,499.158,255.11,257.328,180.076,306.644,138.914,217.796,108.876,336.231,79.6644,99.5089,289.856,234.59,907.165,164.686,176.258,485.147
623.655,692.043,758.431,397.982,628.538,672.541,577.266,1265.39,844.025,571.74,884.868,512.924,834.056,245.842,135.688,206.022,438.626,100.251,385.049,709.392,596.176,602.051,649.542,921.164,413.286,233.61,397.714,159.943,370.465,298.567,233.962,208.37,427.845,1013.74,1310.71,392.624,1700.22,324.026,319.409,217.662,484.452,398.436,278.227,133.9,189.879,950.985,357.779,179.365,202.242,291.778,371.432,417.787,257.127,246.614,169.297,354.978,163.757,282.23,111.395,339.235,74.1877,99.5451,342.141,224.579,779.976,237.034,261.983,437.119
681.605,432.922,944.407,338.973,417.057,536.384,554.431,1073.31,803.408,382.814,743.148,307.988,549.098,226.293,118.417,150.487,242.227,174.59,444.066,677.693,577.991,705.079,927.864,883.608,446.426,274.7,422.224,144.201,374.029,231.5,198.112,172.405,310.618,688.272,631.286,237.782,1169.79,189.295,226.765,126.804,381.462,253.831,289.089,132.168,212.926,1084.12,440.038,239.798,244.139,396.335,500.981,546.104,311.446,346.466,288.912,461.266,185.906,319.511,142.708,365.86,78.0576,85.2351,205.562,126.468,505.715,149.641,217.616,389.145
864.058,439.296,788.704,473.358,703.503,616.286,914.711,979.309,721.266,457.856,1013.64,342.78,710.906,265.886,116.574,238.687,177.374,113.651,466.127,563.032,666.753,670.275,770.021,931.976,355.101,268.353,455.586,130.341,492.809,365.972,264.494,242.822,454.8,1205.41,1147.36,328.221,1566.78,245.915,252.808,172.1,399.527,319.22,248.307,129.409,198.899,1009.71,399.375,219.021,292.475,394.182,646.614,615.925,366.453,264.329,265.122,326.331,141.055,256.96,139.097,402.017,106.407,132.319,239.403,201.153,891.981,183.422,168.24,301.42
520.163,214.704,879.733,291.218,464.625,541.006,376.608,881.4,740.322,418.219,1015.04,427.739,653.145,448.256,157.93,486.068,525.559,118.913,461.11,765.334,573.266,524.989,765.205,831.593,417.115,268.496,564.428,176.519,523.931,402.132,246.815,267.365,342.665,848.847,926.689,271.543,1097.12,219.082,224.899,159.294,499.754,327.15,261.046,155.735,210.742,1083.68,397.935,206.847,221.323,346.061,516.791,463.501,194.931,201.751,174.484,234.376,113.324,207.159,168.352,439.076,74.4838,127.456,365.463,243.238,634.546,198.076,294.554,502.636
