"M_1951","M_1952","M_1953","M_1954","M_1955","M_1956","M_1957","M_1958","M_1959","M_1960","M_1961","M_1962","M_1963","M_1964","M_1965","M_1966","M_1967","M_1968","M_1969","M_1970","M_1971","M_1972","M_1973","M_1974","M_1975","M_1976","M_1977","M_1978","M_1979","M_1980","M_1981","M_1982","M_1983","M_1984","M_1985","M_1986","M_1987","M_1988","M_1989","M_1990","M_1991","M_1992","M_1993","M_1994","M_1995","M_1996","M_1997","M_1998","M_1999","M_2000","M_2001","M_2002","M_2003","M_2004","M_2005","M_2006","M_2007","M_2008","M_2009","M_2010","M_2011","M_2012","M_2013","M_2014","M_2015","M_2016","M_2017"
0.362757,0.376418,0.386205,0.385407,0.371396,0.34629,0.315938,0.287873,0.268993,0.262923,0.271517,0.296282,0.338325,0.396453,0.464198,0.530878,0.58356,0.610783,0.607023,0.575094,0.524423,0.465717,0.407984,0.357541,0.318233,0.292397,0.281773,0.287426,0.310662,0.353229,0.416038,0.495744,0.580593,0.653429,0.697449,0.703297,0.673681,0.622139,0.566079,0.51727,0.481414,0.460475,0.454487,0.462405,0.482461,0.513239,0.553581,0.602197,0.657341,0.716544,0.776499,0.833313,0.882838,0.921097,0.9448,0.951822,0.941675,0.916152,0.879138,0.835951,0.792611,0.755311,0.72968,0.718803,0.723567,0.743103,0.7745
0.383052,0.418609,0.452177,0.474432,0.479287,0.466168,0.440313,0.410935,0.387839,0.376806,0.380466,0.39977,0.434101,0.479809,0.528555,0.570162,0.595169,0.59755,0.576853,0.538375,0.490781,0.44187,0.397259,0.360522,0.333826,0.318736,0.31679,0.329173,0.356965,0.400832,0.459588,0.52739,0.591504,0.63718,0.653495,0.638082,0.598304,0.548173,0.502396,0.469447,0.452662,0.452692,0.468624,0.49768,0.534649,0.574294,0.612323,0.646144,0.675748,0.704423,0.738241,0.782057,0.838107,0.905138,0.976799,1.03963,1.07417,1.06597,1.01229,0.923035,0.816606,0.7133,0.628846,0.568807,0.532305,0.515528,0.512689
0.396174,0.430864,0.462445,0.480361,0.47849,0.457584,0.424955,0.391704,0.368758,0.362218,0.375179,0.409697,0.466531,0.542061,0.62404,0.694674,0.735688,0.735222,0.693356,0.622066,0.538908,0.458095,0.388173,0.333038,0.293787,0.270532,0.263606,0.273641,0.3022,0.351682,0.423706,0.515005,0.612293,0.695359,0.744259,0.748406,0.712107,0.652394,0.59,0.538039,0.502171,0.483768,0.482007,0.494538,0.517634,0.548098,0.583524,0.622303,0.663872,0.709127,0.76032,0.818796,0.883834,0.951752,1.01488,1.06085,1.07483,1.04876,0.985398,0.897114,0.801381,0.715799,0.653957,0.621071,0.617541,0.641643,0.689071
0.386237,0.398176,0.406586,0.405765,0.393863,0.373234,0.349552,0.330356,0.323373,0.333778,0.365637,0.422968,0.508258,0.616954,0.730042,0.818658,0.855237,0.827379,0.745069,0.634802,0.524669,0.430871,0.358867,0.308357,0.277086,0.263041,0.265427,0.284679,0.322325,0.380073,0.457351,0.546618,0.629265,0.682666,0.691064,0.654145,0.587202,0.513062,0.451534,0.411343,0.394373,0.400258,0.427939,0.474524,0.533102,0.595124,0.651963,0.697001,0.728148,0.749489,0.770119,0.797595,0.836032,0.885647,0.941618,0.992298,1.0201,1.01178,0.964275,0.885647,0.791701,0.700538,0.626828,0.576242,0.548562,0.540718,0.547436
0.927522,0.828601,0.734935,0.641243,0.549537,0.465415,0.394967,0.343169,0.313308,0.305909,0.32134,0.361107,0.426683,0.515021,0.612124,0.695565,0.741807,0.736976,0.684484,0.603032,0.515741,0.437711,0.375495,0.330465,0.301746,0.288063,0.28865,0.303435,0.332916,0.377513,0.436114,0.503587,0.568798,0.618363,0.641494,0.634361,0.60183,0.555487,0.508617,0.469825,0.4432,0.430174,0.430831,0.444431,0.469563,0.505083,0.550041,0.603353,0.663544,0.72856,0.79562,0.861031,0.92021,0.967938,0.998834,1.00803,0.992413,0.953104,0.895545,0.828109,0.760293,0.701276,0.658573,0.635502,0.632425,0.647807,0.67792
1.08896,0.81492,0.614194,0.472651,0.376229,0.313584,0.276843,0.26167,0.267101,0.294788,0.349094,0.436345,0.561305,0.718204,0.878832,0.997862,1.03315,0.970818,0.834579,0.670125,0.518266,0.397763,0.311012,0.253427,0.219348,0.204803,0.20851,0.231825,0.278987,0.356487,0.469551,0.612549,0.756105,0.854693,0.871561,0.803866,0.684345,0.55853,0.459438,0.396401,0.367506,0.369223,0.399076,0.453513,0.523596,0.597151,0.661102,0.705624,0.728834,0.739049,0.751856,0.779753,0.830202,0.905641,1.00118,1.09949,1.16927,1.1833,1.13276,1.03141,0.908541,0.79658,0.720403,0.689631,0.707109,0.774849,0.892767
0.702137,0.62705,0.560093,0.501282,0.451338,0.411339,0.382654,0.367194,0.367542,0.385839,0.42403,0.483421,0.562446,0.652215,0.732934,0.781543,0.781956,0.733099,0.649503,0.553866,0.466445,0.397022,0.34777,0.3176,0.304805,0.308292,0.327974,0.364807,0.420156,0.494341,0.58401,0.678373,0.757485,0.800752,0.796748,0.74893,0.67387,0.593691,0.527229,0.482915,0.462571,0.465534,0.490053,0.53227,0.584542,0.638259,0.685449,0.720522,0.742179,0.75449,0.765651,0.782486,0.809044,0.846532,0.892811,0.941316,0.981148,1.00249,0.999693,0.972626,0.926703,0.871439,0.817409,0.771208,0.735413,0.709721,0.691642
0.730088,0.663582,0.596646,0.523305,0.44656,0.374045,0.313818,0.272203,0.253597,0.260193,0.296052,0.369432,0.491044,0.663149,0.857802,1.01558,1.07274,1.00518,0.847478,0.665164,0.510259,0.399153,0.328401,0.289751,0.276343,0.283877,0.309958,0.354061,0.416111,0.494423,0.583169,0.669871,0.735717,0.763882,0.747728,0.694065,0.619822,0.544936,0.48536,0.447763,0.433327,0.441343,0.470142,0.515663,0.569519,0.622378,0.666378,0.697494,0.717564,0.735103,0.76341,0.812902,0.889409,0.99272,1.11188,1.21788,1.26495,1.22235,1.0956,0.922758,0.751783,0.619748,0.545969,0.53415,0.589688,0.729755,0.983261
0.540059,0.489505,0.445837,0.411519,0.387531,0.374159,0.371525,0.379905,0.399815,0.431796,0.476007,0.531482,0.594943,0.659308,0.713327,0.745563,0.748221,0.719826,0.665776,0.596386,0.523186,0.4549,0.396796,0.3515,0.320159,0.303613,0.303173,0.320262,0.356722,0.414255,0.491995,0.58155,0.662735,0.711735,0.712859,0.667206,0.592014,0.511501,0.445765,0.402954,0.384216,0.388583,0.414509,0.458579,0.513252,0.569545,0.618973,0.655909,0.68006,0.697758,0.720309,0.756677,0.811678,0.885159,0.969363,1.04478,1.08132,1.05843,0.977461,0.860533,0.739157,0.642149,0.589408,0.589378,0.650144,0.786738,1.01988
0.783577,0.649007,0.541339,0.460416,0.40333,0.366713,0.347881,0.345316,0.358737,0.388689,0.436001,0.500631,0.579528,0.663487,0.735557,0.777698,0.778416,0.737954,0.668168,0.587242,0.512084,0.45159,0.408461,0.382402,0.372095,0.375998,0.392532,0.420465,0.458456,0.504264,0.553896,0.600841,0.636446,0.653406,0.648387,0.623142,0.583949,0.539749,0.499423,0.468353,0.44894,0.441882,0.446925,0.463012,0.48831,0.521301,0.560955,0.606714,0.658626,0.717606,0.785304,0.862062,0.94552,1.02933,1.10192,1.14618,1.14373,1.08848,0.990879,0.873007,0.759856,0.672821,0.62717,0.630072,0.688266,0.812769,1.0166
0.408579,0.401734,0.392613,0.378278,0.358534,0.335566,0.313185,0.296106,0.289151,0.295567,0.317862,0.358466,0.419024,0.497667,0.585254,0.666923,0.725549,0.747419,0.727995,0.67396,0.599616,0.519484,0.444625,0.381893,0.334778,0.305012,0.293906,0.302262,0.331388,0.382912,0.456287,0.543074,0.621521,0.66574,0.659654,0.606782,0.527997,0.449698,0.391834,0.361238,0.358747,0.384641,0.439282,0.519004,0.609534,0.690051,0.740684,0.752012,0.730777,0.697593,0.677663,0.687036,0.734468,0.824102,0.951713,1.09285,1.19448,1.20614,1.11372,0.949253,0.768769,0.621033,0.531824,0.504443,0.540445,0.650935,0.856189
0.657891,0.64333,0.619524,0.575121,0.51089,0.437132,0.367727,0.314801,0.286285,0.284877,0.313517,0.378508,0.487948,0.641567,0.811593,0.94393,0.98334,0.911312,0.760762,0.590536,0.446374,0.342239,0.274411,0.234813,0.216593,0.21531,0.228583,0.256059,0.298552,0.356834,0.429912,0.512596,0.593722,0.659252,0.697183,0.702349,0.678692,0.637714,0.593491,0.555604,0.528812,0.514676,0.512705,0.52071,0.535121,0.553079,0.572953,0.594475,0.618984,0.64979,0.691899,0.749047,0.822304,0.908473,0.997437,1.06937,1.09746,1.06534,0.976915,0.854149,0.726382,0.619447,0.549625,0.52088,0.533249,0.587602,0.684163
0.667597,0.605521,0.547394,0.49166,0.439694,0.394434,0.359452,0.338803,0.337088,0.358108,0.406108,0.485747,0.598412,0.732815,0.85483,0.920634,0.901554,0.803376,0.662433,0.522253,0.411414,0.335969,0.291536,0.272276,0.273896,0.293466,0.328056,0.375042,0.431191,0.49185,0.550906,0.601606,0.637926,0.655757,0.653892,0.634345,0.6018,0.562504,0.522784,0.487254,0.458803,0.439161,0.42946,0.430712,0.444085,0.470762,0.511825,0.567864,0.638084,0.718819,0.802395,0.879342,0.940564,0.979551,0.994281,0.987997,0.967733,0.939475,0.906754,0.870724,0.830499,0.783634,0.727448,0.662028,0.59029,0.516835,0.44666
0.399853,0.419013,0.435014,0.441561,0.436015,0.420145,0.399572,0.382428,0.377482,0.390769,0.426761,0.489246,0.579512,0.690526,0.800041,0.877408,0.896329,0.848409,0.748148,0.624689,0.506244,0.407835,0.333524,0.281878,0.249884,0.235124,0.236714,0.255286,0.29303,0.352999,0.436715,0.538846,0.641197,0.717971,0.747309,0.723132,0.658666,0.578902,0.507642,0.456444,0.428255,0.422527,0.437459,0.469666,0.512993,0.560988,0.607895,0.64971,0.685606,0.719135,0.757714,0.807581,0.872011,0.950222,1.03527,1.11123,1.15431,1.1468,1.08601,0.985201,0.867702,0.758269,0.675489,0.625666,0.608245,0.620014,0.65521
0.425926,0.437133,0.442492,0.433261,0.407337,0.369484,0.328866,0.295692,0.278564,0.282063,0.309997,0.367619,0.460359,0.586495,0.724712,0.836717,0.88321,0.847152,0.745406,0.616963,0.49835,0.405902,0.341701,0.302312,0.283544,0.282116,0.295891,0.324118,0.366667,0.422793,0.489465,0.559322,0.619945,0.658475,0.666716,0.644546,0.600001,0.546114,0.495908,0.45696,0.432352,0.422813,0.427988,0.44674,0.477096,0.517343,0.566037,0.621805,0.683335,0.749526,0.819432,0.890984,0.960271,1.02117,1.06529,1.0826,1.06434,1.01019,0.929406,0.837383,0.751027,0.685739,0.654034,0.662993,0.718659,0.828676,0.999871
0.588492,0.535377,0.485306,0.43669,0.390603,0.349578,0.316721,0.295427,0.289279,0.300918,0.333147,0.389306,0.471454,0.575081,0.68227,0.765953,0.800501,0.774724,0.698366,0.596367,0.494909,0.408949,0.343471,0.298214,0.271215,0.260841,0.266704,0.289707,0.331906,0.395559,0.480541,0.579316,0.672321,0.734835,0.748505,0.711207,0.638213,0.553909,0.479995,0.426343,0.394909,0.384629,0.393621,0.419168,0.456882,0.502364,0.551493,0.600749,0.648059,0.693841,0.741081,0.792193,0.847592,0.904885,0.957946,0.996214,1.00663,0.982263,0.925822,0.848507,0.766078,0.694733,0.647673,0.630914,0.646567,0.695197,0.774715
0.559897,0.584855,0.601247,0.594167,0.558319,0.499721,0.432192,0.371063,0.327617,0.305398,0.304521,0.324729,0.365353,0.422246,0.483555,0.533042,0.555556,0.543702,0.501748,0.44333,0.384067,0.333499,0.295461,0.27069,0.25882,0.25954,0.273131,0.300595,0.343352,0.402312,0.475985,0.557424,0.632155,0.683512,0.699609,0.678763,0.630323,0.570539,0.515622,0.474535,0.450474,0.443732,0.45312,0.475936,0.50758,0.543624,0.580448,0.615653,0.648734,0.681732,0.718926,0.763456,0.815938,0.873546,0.928729,0.968108,0.97496,0.94062,0.869333,0.776111,0.6806,0.601169,0.551164,0.535672,0.556687,0.616287,0.715132
0.497486,0.441805,0.391308,0.345038,0.303965,0.269934,0.245111,0.232089,0.234241,0.255105,0.299664,0.374723,0.486114,0.629497,0.776845,0.882197,0.904759,0.835841,0.705121,0.559656,0.435751,0.345201,0.285845,0.251749,0.237678,0.240132,0.257071,0.287967,0.332899,0.391196,0.45969,0.530695,0.591454,0.628989,0.635549,0.612016,0.567537,0.515872,0.470197,0.437742,0.421203,0.421076,0.436728,0.46618,0.505538,0.550741,0.598097,0.644708,0.689219,0.732641,0.778227,0.828248,0.882537,0.937619,0.985742,1.01435,1.00906,0.964558,0.888006,0.795771,0.707399,0.641034,0.611339,0.627057,0.69725,0.835504,1.0578
0.534886,0.539696,0.542085,0.538732,0.528902,0.514434,0.499393,0.489629,0.491855,0.510718,0.548853,0.606657,0.680223,0.757384,0.815894,0.83407,0.801231,0.723055,0.618661,0.511384,0.419067,0.348461,0.299406,0.269349,0.255762,0.257131,0.273208,0.304999,0.354258,0.422295,0.507631,0.602264,0.689032,0.747793,0.764167,0.736438,0.676398,0.603759,0.537439,0.487383,0.456717,0.445363,0.451875,0.473583,0.506219,0.54579,0.588964,0.633302,0.677836,0.723789,0.774476,0.832139,0.896414,0.963231,1.02351,1.06238,1.06239,1.01582,0.929358,0.820868,0.712131,0.622446,0.564989,0.543979,0.560404,0.615365,0.708565
0.408612,0.461642,0.51132,0.539299,0.534464,0.498897,0.446693,0.396881,0.365715,0.360887,0.386881,0.449064,0.552625,0.693628,0.844013,0.956417,0.985412,0.916026,0.774842,0.611335,0.46694,0.357407,0.281969,0.234316,0.208257,0.19973,0.207193,0.231518,0.275671,0.343752,0.438261,0.554071,0.671382,0.760667,0.79596,0.769335,0.695547,0.603094,0.518798,0.455498,0.416124,0.399611,0.403845,0.426082,0.462338,0.508882,0.562178,0.6188,0.675883,0.731936,0.787155,0.841503,0.893848,0.941605,0.980475,1.00441,1.00687,0.985021,0.941118,0.881829,0.816537,0.755484,0.707637,0.677317,0.66525,0.669828,0.68716
0.671201,0.631518,0.588017,0.534137,0.471228,0.405927,0.346656,0.300915,0.273868,0.267016,0.281191,0.318215,0.379926,0.463619,0.55517,0.631575,0.669225,0.655798,0.597597,0.51566,0.433248,0.363768,0.311784,0.277322,0.259004,0.255768,0.267613,0.295714,0.342096,0.408477,0.493615,0.588696,0.67391,0.726348,0.731247,0.689959,0.619157,0.54237,0.479634,0.439639,0.424169,0.432673,0.463569,0.512619,0.570465,0.626175,0.670077,0.696785,0.707705,0.711659,0.722191,0.749395,0.798631,0.870237,0.956846,1.03848,1.0826,1.06443,0.981454,0.854467,0.716168,0.596625,0.514092,0.471601,0.46673,0.497156,0.559828
0.825467,0.757545,0.691169,0.622221,0.551926,0.484684,0.426006,0.381212,0.354559,0.347605,0.360979,0.395384,0.450668,0.522603,0.598963,0.662511,0.69608,0.689223,0.643152,0.570158,0.487287,0.408104,0.340566,0.288059,0.25129,0.230148,0.224959,0.236581,0.267166,0.320101,0.398022,0.497372,0.601209,0.68341,0.72021,0.703456,0.645597,0.572331,0.508728,0.466956,0.450332,0.458659,0.489886,0.538287,0.591892,0.637637,0.665586,0.672581,0.664066,0.653175,0.656808,0.687215,0.752438,0.856788,0.99637,1.1483,1.26335,1.2921,1.21492,1.05479,0.862448,0.687937,0.560119,0.481554,0.444705,0.441273,0.462818
0.713496,0.659552,0.609141,0.561969,0.519022,0.482094,0.453503,0.436116,0.433182,0.446817,0.478136,0.52692,0.589861,0.657412,0.712194,0.736667,0.720822,0.666768,0.587693,0.501797,0.424677,0.363633,0.320093,0.292984,0.280754,0.282294,0.297204,0.325819,0.36869,0.425501,0.493276,0.563935,0.623374,0.657445,0.658232,0.627679,0.576732,0.52088,0.474336,0.444304,0.433094,0.440813,0.466189,0.505559,0.551585,0.596396,0.633533,0.659675,0.676102,0.689277,0.709337,0.744119,0.797826,0.87034,0.954809,1.03375,1.0796,1.07207,1.00953,0.909532,0.800264,0.710126,0.660889,0.66314,0.725658,0.861887,1.08812
0.579444,0.556699,0.528015,0.485701,0.430752,0.370533,0.314728,0.271947,0.248065,0.245152,0.265158,0.312142,0.391479,0.504045,0.635157,0.753901,0.823105,0.819039,0.746758,0.636378,0.522906,0.426542,0.353745,0.303864,0.273971,0.261365,0.264551,0.283444,0.319065,0.372643,0.443651,0.526312,0.606492,0.666209,0.690784,0.675586,0.628356,0.565479,0.504271,0.454871,0.421261,0.404237,0.403319,0.417464,0.445177,0.485385,0.537177,0.599255,0.669418,0.744129,0.818387,0.886451,0.942692,0.982528,1.0033,1.0048,0.989021,0.95841,0.915253,0.861546,0.799001,0.72914,0.653704,0.575569,0.498303,0.425402,0.359702
0.460806,0.439828,0.417533,0.391561,0.362518,0.333163,0.307481,0.290077,0.285684,0.29765,0.328964,0.382651,0.459905,0.55482,0.648203,0.713479,0.728482,0.687538,0.604931,0.50647,0.415632,0.343538,0.292299,0.260268,0.245236,0.245937,0.262603,0.296988,0.351895,0.429681,0.528813,0.637963,0.731854,0.782043,0.772392,0.708683,0.61498,0.520518,0.446945,0.401422,0.383791,0.39236,0.425258,0.478206,0.541027,0.601101,0.646872,0.672024,0.678788,0.678409,0.687483,0.718493,0.779056,0.871992,0.991483,1.11464,1.19778,1.2016,1.11512,0.962461,0.78805,0.633469,0.5222,0.455953,0.428414,0.432923,0.46255
0.455375,0.47858,0.495126,0.492809,0.467075,0.422569,0.370497,0.323694,0.29217,0.279842,0.288151,0.318736,0.373287,0.449966,0.537511,0.616939,0.667034,0.673502,0.636614,0.571022,0.49696,0.428578,0.372696,0.33136,0.304297,0.290539,0.289273,0.300145,0.323168,0.358251,0.404232,0.457316,0.509933,0.553244,0.579865,0.586338,0.574498,0.551014,0.524822,0.50258,0.488159,0.483446,0.488972,0.504127,0.527276,0.556764,0.59102,0.628446,0.667387,0.706175,0.743223,0.777124,0.806782,0.831545,0.851309,0.866577,0.878193,0.886179,0.889376,0.885457,0.871066,0.84221,0.795617,0.731898,0.655653,0.573922,0.494231
0.565857,0.497241,0.435788,0.380133,0.330951,0.289794,0.258438,0.238845,0.233305,0.2437,0.27252,0.323187,0.398407,0.495151,0.597656,0.680497,0.718537,0.700061,0.633772,0.543393,0.453898,0.379179,0.323614,0.286838,0.267105,0.263052,0.274441,0.302255,0.348338,0.414217,0.498505,0.592446,0.676678,0.7289,0.734629,0.69487,0.625542,0.549502,0.486513,0.445341,0.427841,0.433349,0.460036,0.503541,0.554934,0.60421,0.642804,0.666113,0.67555,0.679044,0.688718,0.713749,0.759285,0.826328,0.909619,0.993422,1.05073,1.05884,1.01113,0.920085,0.811065,0.711878,0.643839,0.615134,0.627927,0.683364,0.780517
0.690449,0.603013,0.528249,0.466851,0.418476,0.382344,0.357672,0.343977,0.341172,0.349168,0.367753,0.396298,0.433052,0.474083,0.51271,0.541738,0.555422,0.551076,0.529923,0.496714,0.458,0.419421,0.385016,0.357462,0.338563,0.329841,0.332922,0.349169,0.379743,0.425248,0.484455,0.551963,0.616454,0.664837,0.686935,0.679424,0.647297,0.601995,0.556669,0.519777,0.495209,0.484044,0.485642,0.497886,0.517318,0.541013,0.567041,0.594618,0.624399,0.658866,0.702113,0.757241,0.825137,0.903315,0.984091,1.05265,1.08882,1.07951,1.02556,0.94128,0.848711,0.770967,0.727233,0.727588,0.778842,0.888605,1.06309
0.741699,0.593407,0.478187,0.392972,0.332491,0.29156,0.265962,0.252584,0.249275,0.254733,0.268179,0.288973,0.316151,0.347861,0.380964,0.411623,0.435885,0.450368,0.452999,0.443527,0.423625,0.396619,0.366755,0.338421,0.315696,0.302451,0.302555,0.319086,0.355073,0.413567,0.495755,0.596098,0.696806,0.773235,0.803975,0.781443,0.716029,0.630467,0.548068,0.48154,0.434954,0.408184,0.399631,0.407233,0.428668,0.462384,0.507368,0.562643,0.626912,0.69829,0.774099,0.850535,0.922601,0.984339,1.02933,1.05149,1.04646,1.01415,0.959152,0.889546,0.815044,0.745259,0.687961,0.64646,0.620722,0.608624,0.606287
0.647226,0.608754,0.567771,0.519279,0.464477,0.408686,0.358832,0.321641,0.302611,0.304421,0.329338,0.38049,0.460245,0.564215,0.672854,0.756018,0.785572,0.750905,0.665617,0.558977,0.458939,0.379016,0.321897,0.285636,0.267358,0.264832,0.2769,0.303597,0.34555,0.402756,0.472546,0.546683,0.609967,0.646459,0.646725,0.612378,0.555283,0.492239,0.438173,0.400252,0.380358,0.378193,0.392585,0.421143,0.459444,0.502899,0.547432,0.590142,0.630308,0.670398,0.715828,0.770758,0.83619,0.908486,0.977271,1.02366,1.02437,0.969506,0.869463,0.749097,0.636154,0.5529,0.514094,0.527195,0.603087,0.763741,1.04249
0.821258,0.670665,0.549435,0.454713,0.383158,0.331615,0.297636,0.279959,0.278717,0.294659,0.329212,0.38373,0.456922,0.539862,0.611906,0.649205,0.63709,0.578715,0.493163,0.404661,0.33115,0.278477,0.245796,0.230548,0.230632,0.244801,0.272278,0.312887,0.3662,0.430232,0.499981,0.566233,0.616281,0.639305,0.631179,0.596272,0.545606,0.492852,0.449925,0.422775,0.413346,0.421872,0.447576,0.48783,0.536949,0.588493,0.636547,0.677001,0.709028,0.736122,0.765368,0.802505,0.850301,0.907835,0.969128,1.0214,1.04655,1.03266,0.979861,0.900085,0.812295,0.736829,0.690641,0.682108,0.715673,0.795143,0.921972
0.562044,0.473169,0.399021,0.338762,0.29173,0.257395,0.235602,0.227101,0.234067,0.259651,0.308666,0.387271,0.499596,0.638581,0.774301,0.862375,0.867735,0.78815,0.655847,0.515497,0.399142,0.315823,0.262409,0.233023,0.222966,0.229561,0.25186,0.290599,0.347197,0.421973,0.511333,0.604122,0.680345,0.719684,0.711729,0.661497,0.586666,0.509144,0.446387,0.405521,0.387701,0.392334,0.418532,0.464189,0.524046,0.591248,0.657971,0.716619,0.761929,0.793012,0.81355,0.828065,0.840439,0.853577,0.869272,0.888126,0.909519,0.93177,0.95207,0.966404,0.969639,0.955907,0.92015,0.861819,0.785387,0.698839,0.61141
0.564965,0.471374,0.396712,0.341852,0.305045,0.284051,0.277141,0.28345,0.302985,0.336549,0.385265,0.449618,0.527809,0.613375,0.693578,0.752882,0.777949,0.76258,0.710292,0.632848,0.545345,0.460393,0.386136,0.326638,0.283246,0.2562,0.24581,0.252486,0.277632,0.323777,0.393083,0.483139,0.581205,0.666591,0.717817,0.722591,0.684451,0.62081,0.553187,0.495338,0.45326,0.428531,0.420785,0.428856,0.451186,0.486805,0.535092,0.59518,0.665338,0.742324,0.820988,0.894839,0.95681,1.00028,1.02027,1.01441,0.983553,0.931847,0.865872,0.793327,0.721762,0.657746,0.606113,0.568493,0.5442,0.531101,0.52583
1.04713,0.761238,0.557531,0.417095,0.322635,0.260791,0.222268,0.201216,0.194473,0.200684,0.219898,0.253002,0.300545,0.360421,0.425189,0.483487,0.523313,0.536581,0.52277,0.489184,0.447153,0.405814,0.37081,0.345139,0.330309,0.327338,0.337378,0.361679,0.401457,0.457155,0.526712,0.602732,0.670759,0.714999,0.7248,0.699286,0.647794,0.585946,0.529249,0.486342,0.460397,0.451852,0.459861,0.482449,0.516216,0.557778,0.603912,0.651529,0.697982,0.741554,0.781725,0.818458,0.851983,0.882804,0.911689,0.939665,0.967549,0.993975,1.01461,1.022,1.00608,0.955936,0.864888,0.739329,0.596912,0.458416,0.339784
0.914824,0.813403,0.721521,0.637001,0.560385,0.49355,0.438784,0.398433,0.374612,0.368012,0.378799,0.40712,0.452464,0.511756,0.577163,0.637763,0.681597,0.698721,0.684545,0.641584,0.578345,0.505776,0.434143,0.371181,0.321737,0.288651,0.273847,0.278315,0.303682,0.352729,0.427777,0.525641,0.630669,0.718125,0.763668,0.755633,0.701761,0.624721,0.549384,0.489748,0.450697,0.432726,0.434761,0.454975,0.490587,0.538869,0.596627,0.65941,0.721084,0.773939,0.80991,0.823863,0.815537,0.789742,0.755204,0.722881,0.703564,0.703097,0.722754,0.759576,0.80473,0.840762,0.843417,0.797546,0.706007,0.587761,0.467658
1.05045,0.955736,0.864776,0.77266,0.680906,0.59466,0.52021,0.463486,0.42911,0.418526,0.432116,0.470389,0.532965,0.615014,0.702918,0.777463,0.819101,0.81511,0.765351,0.682378,0.585066,0.48953,0.406013,0.33939,0.290992,0.260693,0.248386,0.254159,0.279301,0.326441,0.397975,0.491531,0.593651,0.682196,0.734199,0.736862,0.694676,0.626862,0.55646,0.497667,0.456293,0.433605,0.428963,0.440899,0.46736,0.506783,0.557791,0.618558,0.686259,0.756647,0.824085,0.882793,0.928038,0.957158,0.970241,0.970286,0.962203,0.949678,0.934324,0.915734,0.891673,0.858403,0.812016,0.751881,0.680977,0.604738,0.529507
0.829929,0.808765,0.775187,0.713613,0.624829,0.522597,0.425251,0.347745,0.29786,0.275545,0.279398,0.310212,0.370836,0.461962,0.573943,0.685473,0.767482,0.794838,0.760101,0.677914,0.575041,0.473767,0.386909,0.319435,0.27174,0.242609,0.231054,0.236705,0.260598,0.305151,0.372646,0.461004,0.557951,0.643247,0.695883,0.704102,0.671919,0.617022,0.560995,0.517158,0.491089,0.484138,0.495431,0.522001,0.558347,0.599008,0.639369,0.676248,0.708737,0.738972,0.771721,0.810714,0.857303,0.909796,0.962459,1.00446,1.02143,1.00432,0.953593,0.878818,0.795198,0.719225,0.664547,0.637142,0.63826,0.666869,0.71915
0.908754,0.703598,0.548437,0.435676,0.356405,0.302811,0.269,0.251063,0.246829,0.255339,0.276497,0.310516,0.356857,0.412421,0.469814,0.518878,0.549217,0.553501,0.530294,0.484659,0.425984,0.364172,0.30715,0.259983,0.225301,0.204519,0.199027,0.210386,0.24172,0.298264,0.385684,0.503607,0.63481,0.746498,0.80371,0.789617,0.716558,0.617426,0.525095,0.455405,0.411859,0.39307,0.396496,0.419014,0.45618,0.503835,0.558044,0.615059,0.67194,0.727551,0.782908,0.838779,0.894568,0.947792,0.993609,1.0246,1.03221,1.01217,0.966529,0.902927,0.832473,0.767313,0.717997,0.689567,0.683024,0.696874,0.726996
0.673449,0.531229,0.419814,0.33429,0.270598,0.225346,0.195991,0.181289,0.181701,0.199077,0.237561,0.303825,0.404724,0.538972,0.683494,0.795639,0.833377,0.782926,0.668713,0.535261,0.419021,0.333073,0.276446,0.24402,0.231104,0.234653,0.253127,0.286539,0.335528,0.399821,0.476005,0.554768,0.620052,0.655691,0.653026,0.615166,0.555424,0.491396,0.438147,0.402656,0.386718,0.390203,0.412278,0.450746,0.500723,0.556414,0.611842,0.661801,0.703337,0.737136,0.767377,0.797859,0.830549,0.865112,0.898421,0.924062,0.933432,0.921285,0.887921,0.838949,0.783718,0.733332,0.698218,0.68404,0.69286,0.72441,0.775574
0.55559,0.543062,0.525489,0.496348,0.455391,0.40757,0.360629,0.32267,0.30029,0.296479,0.312972,0.351785,0.4143,0.497088,0.586016,0.659324,0.695166,0.681864,0.624425,0.541651,0.455443,0.379644,0.319916,0.277102,0.25012,0.237826,0.239954,0.257186,0.291186,0.34396,0.415843,0.501379,0.585207,0.647192,0.671267,0.653641,0.604912,0.544712,0.492403,0.458038,0.444947,0.453513,0.482444,0.527507,0.579714,0.629099,0.667384,0.690449,0.700242,0.705184,0.717845,0.74765,0.799729,0.874533,0.96512,1.05224,1.10415,1.09638,1.02581,0.912013,0.786938,0.681658,0.61792,0.603803,0.644139,0.747095,0.922437
