"R_1951","R_1952","R_1953","R_1954","R_1955","R_1956","R_1957","R_1958","R_1959","R_1960","R_1961","R_1962","R_1963","R_1964","R_1965","R_1966","R_1967","R_1968","R_1969","R_1970","R_1971","R_1972","R_1973","R_1974","R_1975","R_1976","R_1977","R_1978","R_1979","R_1980","R_1981","R_1982","R_1983","R_1984","R_1985","R_1986","R_1987","R_1988","R_1989","R_1990","R_1991","R_1992","R_1993","R_1994","R_1995","R_1996","R_1997","R_1998","R_1999","R_2000","R_2001","R_2002","R_2003","R_2004","R_2005","R_2006","R_2007","R_2008","R_2009","R_2010","R_2011","R_2012","R_2013","R_2014","R_2015","R_2016","R_2017","R_2018"
601.928,458.526,2113.31,564.663,1097.4,1952.19,937.231,1728.1,1096.34,767.153,1272.44,1037.87,981.901,291.499,179.102,589.943,465.528,465.614,1815.82,2359.39,2494.43,2407.09,3195.45,3941.32,1643.16,1230.7,2321.1,637.468,1434.57,812.366,506.037,390.294,622.141,1249.86,1797.15,602.158,2529.08,495.551,594.32,425.247,942.959,517.748,466.749,195.626,240.583,839.075,273.158,127.679,121.573,172.299,229.621,218.24,90.4558,105.016,63.5215,145.608,64.5379,174.535,139.088,334.391,142.125,166.646,520.684,447.854,1478.17,256.444,320.68,504.105
1246.16,671.148,1696.91,1299.99,1507.09,1794.57,1368.64,1399.4,1180.49,819.755,1434.68,855.401,1226.29,549.43,258.804,258.669,898.975,740.871,2273.36,3243.18,3257.21,3143.85,3617.77,4992.76,2144.15,1561.15,2472.36,658.239,1669.45,845.392,587.258,422.844,672.763,1487.93,1989.35,686.261,2831.8,709.373,860.44,455.815,991.235,462.457,435.275,158.814,272.947,1038.25,249.603,124.684,125.601,159.667,270.958,257.807,102.594,109.651,72.3253,148.573,55.7886,193.127,129.304,391.542,124.758,172.227,576.092,323.741,1275.55,367.109,524.203,670.864
674.461,529.805,1682.67,981.517,1384.87,2225.24,1572.56,999.514,1190.03,648.313,1819.29,1029.96,797.935,766.795,441.65,225.052,718.736,865.304,1559.63,2949.89,2656.89,2506.64,2798.89,4400.77,1678.06,1451.8,2097.57,642.99,1259.44,813.168,542.573,363.854,561.117,1305.16,1366.45,558.558,2716.37,611.347,731.411,387.866,943.421,560.204,383.652,169.281,194.774,891.768,208.36,117.896,113.064,194.785,226.996,237.623,101.096,116.013,44.493,124.59,45.9779,204.716,172.096,344.086,139.109,197.978,626.527,396.074,1491.23,453.719,529.766,497.942
723.015,489.56,1629.88,968.852,1394.96,1825.72,1459.71,1828.06,827.205,729.43,1806.63,782.427,858.744,481.793,210.222,548.244,573.151,574.981,1947.8,2909.65,2388.24,2754.42,2988.28,4992.86,1724.71,1410.54,1785.57,634.289,1280.51,620.586,398.144,366.093,537.535,1396.11,1656.42,661.75,2565.13,668.889,577.592,470.604,947.583,532.501,435.556,183.36,251.561,908.015,205.083,148.551,117.585,199.616,232.543,256.499,105.243,108.091,57.1462,107.713,54.0288,169.674,123.753,402.62,133.01,187.698,652.465,545.42,1590.55,484.444,529.75,606.721
826.97,504.103,1648.97,921.132,983.965,1999.64,1119.86,1842.92,1022.01,796.888,1677.79,905.789,842.165,460.7,292.723,581.868,884.696,424.742,1421.14,2159.34,2504.81,2679.24,3174.87,4879.27,2053.82,1387.42,1676.63,668.602,1458.66,717.31,575.644,473.666,714.517,1477.94,1815,854.024,2575.83,651.964,823.423,449.531,946.208,570.612,411.391,215.72,306.983,933.719,299.287,124.19,126.792,179.722,238.882,265.524,99.0214,107.78,55.2868,112.141,40.9859,172.925,109.835,467.069,124.81,205.139,819.647,445.849,1310.56,475.038,441.077,462.227
612.312,360.246,1509.2,637.926,1726.4,1151.72,1034.21,1206.28,1493.62,585.182,1329.8,840.776,1103.25,476.117,452.579,471.528,707.025,554.448,1816.61,2978.47,2445.85,2266.28,2938.09,4014.6,1558.2,1318.55,1819.68,474.463,1273.12,708.169,454.502,406.798,474.751,1479.66,1365.79,475.469,2527.28,661.704,512.236,458.999,948.403,508.394,310.803,234.167,222.12,838.702,274.197,140.83,90.4631,160.512,247.011,195.034,87.9768,94.2545,64.7359,124.406,47.2388,120.426,139.468,387.342,139.198,153.407,733.47,330.89,1310.72,294.203,318.139,647.049
697.26,427.424,1678.76,768.058,861.339,1778.99,1037.2,1654.97,970.631,592.704,1635.7,566.787,857.243,489.923,257.356,312.26,951.463,603.705,1618.94,2532.11,2325.88,2652.75,2630.52,3978.55,1657.6,1242.48,1621.35,573.034,1464.15,874.997,435.609,422.976,638.363,1269.19,1676.45,566.042,2311.3,685.781,681.826,375.505,1030.91,537.742,381.564,236.234,216.928,794.798,257.901,151.746,98.6917,180.705,213.117,248.366,77.4831,89.3103,60.1302,103.247,46.7259,183.232,137.615,367.871,124.938,225.503,584.638,494.944,1383.72,314.132,321.098,464.435
729.811,620.443,1663.74,771.727,689.934,1167.62,980.486,1788.71,1218.85,890.491,1317.09,650.753,797.995,343.458,240.963,751.805,379.137,575.124,1161.23,2369.1,2530.25,2463.29,2843.12,3560.53,2000.39,1217.87,1705.7,495.093,1171.71,634.875,401.013,404.644,499.861,1148.06,1526.93,555.747,2552.96,542.266,521.297,402.574,880.082,476.831,361.088,226.132,246.66,723.618,249.315,98.2269,100.008,217.768,206.301,313.774,82.6165,105.225,68.8473,116.704,76.3492,147.175,133.105,392.349,125.482,193.45,428.965,366.963,1605.99,346.491,257.509,507.058
734.049,554.52,1402.72,618.069,1229.25,1787.2,1487.17,1625.51,918.391,841.201,1410.32,707.899,1014.93,400.553,510.436,644.102,517.44,401.738,1554.76,2640.63,2440.02,2385.99,2830.15,3841.66,1628.54,1247.03,1469.11,507.525,1031.6,600.865,463.541,426.294,494.828,1189.6,1322.23,518.127,2022.28,598.672,663.214,403.102,726.824,421.699,393.081,191.016,270.037,758.244,265.248,175.246,115.282,168.098,205.735,229.165,96.7948,102.637,62.3889,120.781,46.3558,147.19,116.552,494.83,140.203,171.42,618.021,362.99,1480.57,421.517,456.143,378.532
868.716,361.343,1898.27,1050.61,1302.7,2430.87,1469.58,1722.37,949.138,890.566,1680.74,772.656,763.378,425.27,224.231,805.853,395.724,538.265,1735.66,3249.6,2510.26,3203.5,3438.09,4499.22,1965.91,1346.98,1895.38,633.874,1537.35,828.283,605.753,363.543,523.128,1405.92,1565.05,523.837,2961.66,542.524,622.097,435.719,723.237,604.539,432.53,210.827,303.101,1054.35,281.67,147.861,131.009,197.178,235.258,246.347,92.3742,117.643,62.6136,121.241,42.9415,182.133,127.198,384.676,111.777,149.56,589.832,373.012,1454.49,551.845,458.752,662.818
771.448,967.247,1979.67,1338.92,1876.41,2177.43,939.556,2326.56,1278.38,596.282,1825.51,725.667,1168.81,736.078,346.892,814.568,420.499,707.958,1240.75,3473.88,2590.32,2528.48,2993.58,4843.81,1753.53,1536.1,1892.5,594.593,1313.23,757.126,546.225,418.137,546.218,1289.18,1700.78,602.877,2746.75,644.022,637.206,401.864,909.065,478.105,407.213,203.901,243.851,864.887,291.431,121.891,110.819,208.646,248.957,245.546,103.221,128.742,67.3767,126.891,45.498,159.929,132.649,335.213,124.122,148.33,663.577,423.897,1317.32,359.736,328.517,651.6
674.499,494.812,1554.28,790.064,976.415,1992.32,933.144,2223.71,1076.13,1055.35,1410.1,889.708,1046.88,559.624,273.814,298.441,574.576,478.806,1932.94,2569.41,2067.24,2829.52,3607.36,4375,1665.5,1391.04,1671,601.275,1198.39,682.934,472.448,353.068,471.926,1366.79,1352.76,520.752,2444.86,528.741,629.87,385.603,938.056,577.927,333.5,201.138,229.343,915.566,280.762,150.722,99.9606,185.198,246.061,237.322,78.0724,122.167,67.9379,133.053,43.4071,179.205,129.941,342.871,123.617,212.817,533.708,384.443,1320.35,205.687,444.365,567.552
1204.33,559.932,1729.51,819.574,1685.01,2104.79,1350.42,1938.85,987.917,914.248,1364.79,852.538,1000.2,491.187,237.203,1439.65,225.15,792.063,2177.1,4013.96,2900.9,3088.79,3469.86,4536.19,2035.91,1407.89,1963.87,540.581,1526.46,701.498,541.601,388.309,585.273,1400.22,1742.36,632.56,2809.97,632.987,640.646,429.492,1093.81,601.932,457.745,211.792,260.795,882.596,292.492,141.198,103.835,158.951,266.563,298.558,89.1705,119.243,70.4343,115.047,62.4298,133.397,126.203,427.316,123.957,208.999,526.888,461.431,1425.26,382.975,453.128,711.579
731.67,613.842,1801.33,737.356,1536.51,2019.21,1513.5,1846.7,1283.22,638.118,1693.72,759.771,943.253,587.98,275.068,731.572,287.833,594.798,2038.09,2795.51,2373.43,2437.31,2970.43,4676.76,1902.64,1232.97,1932.15,634.165,1340.18,750.477,554.405,343.984,608.689,1430.65,1617.94,567.307,2406.43,728.73,604.287,406.767,917.04,466.175,430.739,176.534,240.782,917.626,205.081,131.328,107.139,164.033,242.317,276.191,87.4866,94.4661,77.9288,144.821,60.8389,239.626,143.792,362.113,154.315,194.833,627.48,480.418,1689.2,542.477,399.002,719.787
493.321,361.754,1314.55,470.626,1352.34,1425.19,1368.33,1109.91,1215.99,710.358,1302.29,683.746,767.899,329.643,248.534,445.539,224.491,597.821,1340.18,2050.31,1964.64,2287.21,2810.3,3377.65,1555.16,955.128,1752.58,455.886,1193.03,580.205,424.576,385.982,538.972,1311.7,1183.74,530.398,2287.89,516.675,463.576,371.91,677.239,406.314,382.042,164.358,191.735,850.241,235.717,104.04,106.647,184.082,205.419,201.754,88.6535,102.939,60.103,153.828,47.6626,147.7,116.052,418.754,162.633,215.596,507.503,380.111,1777.93,444.34,480.467,523.798
1269.58,550.004,1499.23,778.779,1139.78,1947.93,1309.1,1912.78,1046.64,863.248,1638.77,748.787,1043.25,686.151,373.524,441.889,917.449,632.25,2141.59,2921.21,2907.19,3854.38,4142.43,5132.64,2173.39,1931.16,2113.58,704.413,1686.02,992.102,585.88,426.92,866.835,1651.01,1515.16,757.945,3069.42,660.685,888.702,450.318,1027.03,545.769,447.003,238.908,344.59,796.287,316.383,114.294,102.579,210.575,260.624,260.047,102.72,93.6873,90.1332,137.636,47.6803,143.765,110.998,395.085,102.134,120.633,468.16,327.912,1213.1,318.103,456.445,414.839
903.859,408.353,1483.67,901.171,972.629,1039.73,823.207,1858.39,883.572,693.79,1466.17,993.908,1298.09,378.466,454.357,542.459,295.477,426.339,1381.78,2045.55,2585.8,2218.59,2558.25,3986.08,1441.31,1032.28,1394.81,423.479,1082.59,673.426,411.381,292.154,453.48,851.992,1400.45,544.37,2027.91,545.665,522.837,323.246,932.736,427.977,347.065,179.112,180.768,835.679,215.174,110.872,89.295,123.894,159.844,272.574,83.8814,87.4689,53.3788,96.8798,51.1526,168.234,111.323,530.614,126.831,243.495,896.465,503.481,1655,536.98,714.998,408.114
949.86,393.112,1283.88,794.053,932.07,1246.97,934.339,1828.54,1050.57,1282.4,1265.59,1082.04,932.322,452.062,259.436,970.77,258.835,503.706,1890.02,3129.1,2756.78,2465.33,2778.63,4194.27,1602.59,1340.76,1729.02,496.95,1183.69,781.671,456.009,479.201,626.469,1520.76,1683.48,661.595,2689.88,722.934,656.623,473.618,958.07,500.741,448.63,189.228,246.615,897.66,222.112,107.737,94.7013,165.607,253.737,200.914,97.3893,121.212,62.3045,142.401,53.0998,165.387,119.427,352.364,126.333,190.505,525.477,385.599,1197.89,272.557,511.726,462.999
719.99,449.953,1459.56,641.258,1012.56,1576.71,1366.66,1524.25,1113.62,1038.59,1440.12,619.409,926.079,345.765,188.731,374.346,399.236,460.098,1140.24,2335.1,1924.99,1966.07,3279.34,3714.53,1614.71,1168.37,2126.26,557.515,1383.82,705.577,411.166,318.014,518.571,1014.88,1316.69,574.166,2351.56,639.136,593.361,437.284,826.859,427.874,324.565,216.001,242.597,806.841,251.295,118.179,94.0477,156.989,216.365,250.432,77.866,112.134,73.4109,117.075,45.5488,131.688,151.73,490.64,148.411,227.26,608.73,461.454,1563.31,545.286,277.445,500.213
676.956,309.641,1708.64,847.715,1040.76,1141.99,1545.77,1933.73,1077.74,626.822,1503.46,960.976,1069.68,544.989,347.041,836.804,225.384,595.516,1280.84,2665.29,1996.07,2288.92,2723.33,4374.63,1564.67,1205.72,1393.93,542.188,1195.41,668.438,414.8,337.891,503.701,1245.49,1418.14,583.452,2434.39,597.49,578.746,381.949,924.36,435.45,322.474,156.977,255.269,798.065,242.053,118.59,91.4677,161.549,212.723,256.167,80.259,93.1496,66.0419,131.161,64.2325,162.859,155.69,394.409,141.431,218.76,669.457,496.611,1218.24,544.426,528.22,601.464
718.321,623.962,1422.55,857.856,1377.45,1664.43,1526.06,1333.47,982.766,978.523,1547.41,819.579,821.91,458.072,243.853,853.117,199.587,450.455,1501.82,3258.44,2200.25,2628.41,2731.19,4675.16,1555.97,1105.98,1319.88,534.014,1163.17,691.923,354.161,367.906,548.274,1083.77,1575.04,516.608,2593.48,603.521,565.493,313.591,839.902,569.925,445.427,187.048,175.442,785.138,240.08,127.792,89.9395,187.186,318.574,224.031,80.4754,131.656,73.3122,128.893,45.5555,168.753,144.773,422.139,144.56,207.556,524.332,457.605,1102.37,297.551,450.236,473.457
417.482,372.077,1442,733.862,1569.15,1455.02,955.706,1237.14,1118.88,582.339,1646.93,685.825,617.826,455.008,201.879,789.766,160.254,369.025,1515.19,2207.75,1729.49,2295.67,2853.98,3457.14,1484.27,1040.25,1407.62,395.023,877.838,549.211,344.668,318.41,378.19,868.487,1306.37,504.736,2132.47,452.197,455.192,375.457,755.911,416.989,272.97,163.677,190.422,699.343,250.465,96.4003,95.7423,182.401,185.962,234.223,77.6431,116.498,74.4518,148.069,51.7196,160.539,161.582,416.655,162.401,244.016,682.039,534.544,1329.88,325.85,525.51,795.586
489.73,357.638,1342.87,440.489,1090.5,1654.19,1089.63,1331.94,1159.58,770.67,1542.43,768.246,565.805,561.811,169.921,538.328,419.712,479.6,918.864,2097.09,1802.73,1890.15,3043.04,3161.17,1563.68,920.662,1580.62,507.641,1116.24,527.464,335.491,313.473,469.161,939.924,1132.61,454.77,1762.08,532.041,461.694,284.012,818.576,362.467,297.794,157.957,214.113,825.753,233.398,120.245,93.5492,170.546,245.747,190.984,80.6712,107.726,58.853,131.409,49.1943,150.905,105.312,363.26,113.16,247.899,762.142,369.768,1766.39,403.064,446.592,805.306
549.531,528.667,1276.8,613.348,1376.35,1450.39,1550.82,2103.99,821.135,699.539,1731.08,849.875,732.094,388.504,225.05,386.962,625.794,552.256,1560.4,2237.59,2293.55,2501.75,2761.07,4316.47,1605.34,1108.64,1894.66,577.208,1248.2,693.285,414.832,350.351,562.603,1229.97,1733.17,549.683,2338.19,604.635,708.135,375.053,859.598,477.774,347.287,204.378,218.006,835.822,238.47,112.151,104.217,152.522,187.141,223.073,89.2188,96.5934,63.6234,118.431,45.1587,132.335,110.103,473.561,140.555,207.418,707.66,427.664,1469.8,614.622,1099.92,382.08
754.832,599.027,1700.37,403.25,961.811,1301.78,849.029,1938.37,1305.31,814.723,1676.12,804.308,818.371,337.012,325.891,470.193,980.011,577.708,1598.57,3102.03,2875.25,3062.13,3305.36,5094.82,1915.93,1542.22,2016.48,627.557,1683.43,976.976,473.328,461.527,485.096,1149.54,1668.13,589.729,2724.23,798.624,674.543,428.94,865.986,596.32,467.733,242.59,261.562,932.662,323.083,137.861,143.557,205.858,254.275,240.233,104.29,125.739,64.647,151.518,45.113,174.043,107.506,414.679,104.276,168.645,655.023,393.49,1387.09,356.304,444.195,984.882
960.121,695.186,1730.93,716.725,1000.7,1486.61,1142.24,1941.29,1013.68,917.638,1213.09,786.515,908.703,477.803,195.291,239.66,673.178,686.307,1511.44,2349.06,2486.02,2335.69,3103.82,4232.42,1903.77,1269.99,2018.71,642.887,1781.06,763.302,573.161,416.742,612.585,1550.16,1782.97,675.394,2388.55,842.708,678.184,441.88,1207,527.467,443.257,172.356,208.25,976.308,302.77,118.114,93.5263,151.734,230.923,243.677,81.2691,101.733,55.9371,112.026,57.5622,186.588,124.455,364.432,130.774,205.678,652.219,408.791,1502.92,492.752,773.535,527.243
860.219,336.664,1616.45,710.113,1581.26,1859.96,819.469,1875.06,1200.37,859.643,1325.58,635.65,891.697,425.994,333.117,397.611,843.513,492.364,1784.2,2660.03,2090.22,2279.15,3707.49,4241.54,1768.49,1257.8,1970.58,632.378,1181.99,789.438,459.774,460.097,582.595,1364.98,1664.94,625.072,2520.63,732.831,616.158,421.316,841.848,515.414,391.072,193.079,231.398,887.893,270.384,117.086,97.3903,165.974,267.225,203.549,96.4907,99.1338,49.6922,135.653,54.2901,126.499,94.477,375.45,126.107,160.593,657.63,436.888,1489,448.191,539.398,358.756
776.35,466.555,1521.87,930.74,1311.8,1611.03,947.881,2037.11,893.852,1014.89,1560.39,941.115,775.599,406.473,164.172,1156.56,201.703,619.741,2002.51,3460.31,2530.85,2536.78,4193.94,5043.45,2399.57,1503.59,2424.87,635.858,1615.44,828.419,726.027,550.03,694.863,1902.15,1917.75,780.336,2739.87,813.646,761.91,446.473,1047.16,559.556,435.324,226.291,237.545,1080.67,274.099,146.723,120.55,219.649,248.113,262.885,98.5648,124.857,63.9285,111.36,58.4627,146.877,114.123,411.933,111.175,151.884,486.272,340.571,1107.16,349.111,591.467,881.137
591.442,558.116,1293.41,711.667,1524.9,1338.12,786.048,2242.19,811.156,848.522,1263.4,784.508,885.253,336.461,176.376,644.957,297.886,399.727,1227.17,2242.94,2296.56,2327.02,3066.58,4249.78,1725.46,1196.02,1903.64,544.351,1281.78,533.914,455.081,426.829,637.763,1126.72,1571.52,527.221,2723.07,535.713,486.774,379.803,853.43,471.303,342.635,164.506,277.175,888.265,227.208,119.139,100.021,161.179,232.597,254.231,76.2848,105.408,58.0917,134.272,60.0405,161.701,127.205,427.845,114.139,182.579,536.673,303.551,1415.09,305.64,498.917,373.193
800.793,447.268,1557.21,580.898,960.077,1243.52,799.023,2037.16,1232.07,709.123,1301.29,954.248,843.77,672.732,189.132,356.113,589.245,711.549,1558.82,3319.47,2623.32,2733.24,3604.43,5533.6,2024.26,1528.73,2183.96,605.633,1591.09,1062.93,537.791,506.948,672.36,1452.55,1600.18,737.364,2910.77,666.18,635.41,446.419,1045.18,538.504,448.577,225.276,249.396,894.211,256.806,133.926,106.846,183.57,257.413,259.959,85.1408,118.908,67.3572,127.563,61.6351,162.286,129.684,485.45,124.404,114.789,720.181,481.295,1167.14,332.823,648.337,800.974
840.478,559.288,1416.37,805.242,1211.67,1885.12,1724.65,1773.86,1240.18,903.038,1523.77,929.828,955.908,595.862,764.557,529.576,705.235,391.968,1495.87,2383.11,2093.39,2768.42,3457.73,4089.47,1633.61,1290.74,1808.78,500.123,1308.83,626.808,456.987,345.676,505.75,1256.14,1577.49,580.861,2302.49,588.794,566.539,363.597,987.011,425.63,419.976,182.969,235.931,829.597,225.527,131.426,122.18,206.016,232.972,223.666,115.687,93.1363,55.7214,127.838,45.3861,181.542,145.36,457.782,170.082,238.327,806.458,499.865,1525.02,453.554,388.999,368.747
693.352,400.592,1440.3,612.31,886.568,1252.63,1308.26,2026.52,947.386,735.24,1157.99,878.321,626.086,574.885,281.826,905.961,169.581,609.927,1598.08,3251.2,2053.37,2011.31,2935.69,3514.97,2083,1035.07,1928.87,545.394,1213.9,761.845,574.492,384.27,545.947,1283.64,1548.92,582.848,2186.51,537.276,584.619,362.778,948.163,407.772,331.057,178.088,215.092,728.353,274.683,117.462,101.569,139.874,261.622,235.792,87.3175,115.482,78.4315,133.852,58.4161,170.444,134.554,362.34,139.516,211.888,666.789,374.907,1383.3,442.376,438.977,448.55
700.581,307.344,1431.83,684.762,941.123,1606.28,1378.49,1663.42,1224.39,577.681,1391.05,750.97,973.595,488.867,306.832,980.092,148.633,519.007,1586.85,2960.97,2062.43,2258.6,3190.92,4030.32,1446.92,1058.59,1699.88,524.929,965.456,495.748,468.926,266.773,529.834,1109.05,1206.87,509.358,2307.31,494.986,461.817,380.402,800.26,378.59,366.985,197.195,228.228,773.657,232.342,112.409,82.7065,167.493,234.588,222.765,95.4521,95.9369,57.4402,135.025,44.1311,149.277,120.751,430.619,150.367,215.307,723.501,426.524,1652.76,520.602,560.843,486.815
735.707,345.138,1666.54,646.878,942.669,1226.42,975.69,1684.85,950.391,1096.81,1655.24,666.926,904.148,644.39,344.83,495.538,396.624,729.289,1410.05,3410.31,2424.36,2961.83,2947.39,3855.11,1914.94,1296.46,2034.04,460.747,1478.17,810.463,473.447,381.561,587.765,1483.79,1483.93,626.656,2524.07,561.725,512.984,428.731,1195.44,502.744,467.588,181.474,294.828,854.226,271.919,121.559,109.133,199.278,199.966,243.243,100.951,101.451,75.3283,118.531,70.4482,121.409,139.669,419.517,146.241,178.374,643.263,379.219,1231.66,245.789,320.135,430.813
961.074,492.084,1626.32,1267.58,1595.17,1290.03,1320.97,1956.8,1414.55,962.149,1680.79,1115.32,1000.04,597.985,265.79,1074.31,682.161,674.197,1955.76,3926.54,3149.47,3429,3857.77,5312.3,2250.98,1876.13,2063.41,664.553,1928.2,889.693,664.117,556.587,774.681,1835.46,2035.6,676.345,3303.45,818.724,770.464,468.521,1239.78,614.075,498.773,223.217,267.64,828.489,322.783,139.381,137.332,174.875,239.783,303.502,84.2919,89.1809,70.69,130.751,56.484,147.585,95.7315,326.018,117.409,157.71,594.581,343.95,1497.62,349.359,388.288,552.657
691.548,431.16,1590.18,777.544,1026.83,1409.8,1065.88,1638.48,1255.39,644.692,1446.03,793.979,1082.92,546.323,199.888,1074.26,410.27,652.383,1512.92,2834.27,2391.24,1879.11,2890.48,5104.85,1544.09,1202.52,1674.73,428.807,1222.06,587.345,431.236,333.748,471.114,1184.37,1555.24,514.383,2517.22,481.816,578.456,400.494,903.317,430.943,470.042,206.163,255.489,916.019,289.943,133.329,136.49,263.919,264.142,220.633,99.2735,83.3283,49.7615,122.728,37.0313,127.227,107.8,335.203,112.63,128.302,531.005,470.283,1338.06,452.604,598.753,1177.01
1046.39,476.752,1361.56,1207.23,1077.56,1399.83,1501.71,1252.04,1148.22,799.969,1941.02,869.577,1259.89,579.604,314.001,800.453,564.533,606.976,2002.62,2980.94,2587.34,2761.83,3223.38,4679.86,2004.59,1583.58,1901.6,531.221,1450.33,980.075,513.662,452.997,687.433,1411.31,1554.05,693.651,2395.27,652.629,548.504,540.347,1087.34,529.462,410.214,161.14,309.263,861.208,321.337,131.963,124.44,206.197,255.501,208.669,82.8471,124.062,59.8592,142.063,41.9403,134.939,107.247,400.791,147.646,150.917,506.539,389.871,1370.31,379.095,436.624,556.863
893.558,670.77,1707.93,766.775,1208.79,1967.87,1696.77,1645.55,1316.45,608.83,1817.77,761.352,841.215,592.105,333.035,240.452,1126.16,538.025,1723.49,3564.3,2535.84,2946.4,3401.96,4963.1,2302.09,1371.44,2665.67,689.52,1490.33,831.362,591.733,561.283,689.178,1380.47,1713.55,779.27,2968.03,780.352,707.447,453.873,1149.25,547.465,541.195,256.898,335.814,1017.19,312.477,144.293,117.867,193.875,247.973,296.774,113.025,93.4155,75.0629,119.15,50.4088,171.008,120.308,358.689,123.506,166.861,447.049,366.22,1054.77,318.217,433.032,606.126
897.673,457.474,1513.89,925.83,1358.11,1656.03,1287.45,1919.63,1545.06,731.297,1877.6,613.455,791.318,399.136,375.055,556.328,467.35,853.157,2117.05,2141.73,2638.71,2325.59,2989.08,4267.67,1985.6,1446.8,1935.8,676.719,1392.05,884.059,540.585,420.231,711.544,1458.11,1620,708.454,2612.32,693.273,625.236,423.2,980.156,487.258,399.922,232.103,301.24,809.368,215.697,147.103,110.304,173.11,280.226,229.678,88.1307,103.05,62.5599,138.59,50.0654,170.791,121.31,415.248,165.903,185.82,557.952,353.677,1502.67,413.924,365.197,775.479
957.96,531.648,1183.53,702.757,1199,1493.66,991.649,1553.04,1216.96,773.265,1961.1,931.924,998.188,1006.31,404.4,356.676,1086.54,616.357,2221.97,3170.31,2288.68,2828.53,3262.73,4388,2180.14,1344.42,2285.5,679.537,1210.21,924.239,537.899,433.869,684.577,1706.06,1802.62,710.953,2747.22,836.087,705.932,400.572,1119.49,594.996,453.491,243.408,278.796,864.047,251.822,143.968,101.24,174.256,202.211,260.925,82.5491,104.817,56.1847,116.201,59.7477,136.689,104.266,341.855,176.423,150.318,664.768,363.343,1504.99,338.507,429.981,606.146
718.308,401.22,1285.14,649.892,844.659,1296.99,1433.75,1384.09,936.369,679.784,1293,636.944,826.075,338.051,262.871,305.315,428.176,527.048,1300.32,2144.14,1874.01,2432.59,2709.38,3237.27,1447.01,1036.99,1733.35,401.115,1260.12,670.716,390.339,375.493,417.931,1156.78,1507.51,541.483,2201.74,642.8,492.407,315.274,745.194,445.93,332.486,161.913,226.793,725.762,229.421,101.705,81.7429,173.081,209.71,230.835,88.2702,104.656,70.343,135.379,49.509,160.716,139.594,413.965,139.287,165.849,601.218,434.186,1476.61,338.718,857.033,441.755
653.402,292.364,1374.12,510.141,1085.16,906.523,857.995,1386.65,1171.17,834.219,1234.5,710.702,829.334,401.672,301.502,436.225,366.132,442.435,1284.85,2072.7,1940.23,2182.51,2973.03,3315.32,1543.19,929.818,1489.22,515.489,1063.89,521.982,366.734,269.379,472.795,999.108,1374.57,445.442,1960.51,462.658,390.438,339.912,741.927,388.045,389.871,167.622,211.149,811.845,260.208,119.891,97.1542,158.446,205.612,239.73,91.2142,97.0961,58.3919,120.593,55.5441,122.278,142.124,392.86,116.929,146.83,946.466,426.291,1359.92,320.443,369.268,564.427
884.756,505.541,1665.47,630.226,1367.66,1969.26,1199.21,1485.01,1320.57,822.248,1541.27,903.925,595.439,364.095,230.844,622.5,503.596,590.061,1864.75,3199.03,2972.59,3282.42,3608.7,3844.04,1888.5,1339.12,2027.44,668.566,1541.21,750.956,554.73,437.209,669.458,1599.42,2105.38,735.517,2696.9,846.852,647.903,462.739,1144.65,544.974,384.577,209.225,229.611,1013.57,256.599,135.72,127.395,179.145,255.628,244.941,95.6566,104.429,76.4535,132.094,52.1089,181.572,149.465,366.419,133.989,137.008,601.311,327.219,1243.67,326.955,752.402,472.361
774.137,557.359,1236.58,996.82,1167.51,1423.92,1547.71,1910.16,1406.36,785.047,1493.5,714.683,729.629,393.602,329.838,584.766,736.801,687.666,1669.21,2896.78,2430.55,2932.36,3780.22,4915.89,2226.02,1262.3,2127.01,552.699,1444.05,576.066,430.026,347.988,614.265,1246.37,1339.96,667.994,2426.59,662.412,644.666,445.919,987.784,534.362,402.235,201.161,210.945,763.577,251.299,157.976,109.346,168.67,195.67,237.923,74.0085,96.7429,53.3495,124.734,62.8027,183.479,175.809,586.549,145.784,176.183,658.911,344.337,1732.05,416.26,537.756,639.528
598.941,323.983,1333.89,822.343,1023.08,1435.76,863.011,1642.23,973.528,635.311,1536.75,575.574,650.859,301.976,114.576,1029.11,159.211,478.791,1243.17,2529.07,1845.17,2580.66,2624.67,3837.98,1390.83,1173.38,1892.83,469.733,1160.18,559.281,356.437,295.432,558.318,1362.63,1327.48,597.194,2479.48,580.496,561.529,353.495,868.955,443.855,361.085,152.113,197.677,826.609,258.514,89.5651,102.382,155.002,204.638,261.696,90.5489,92.0261,65.566,139.05,49.7944,134.216,132.116,443.224,154.804,172.324,729.944,493.979,1260.8,346.758,464.515,422.711
752.225,435.178,1233.59,511.682,1143.58,1185.39,850.388,1576.85,1010.56,688.406,1474.69,747.828,739.602,306.135,80.7307,1221.91,208.102,589.919,1925.54,2542.33,2364.61,2574.98,2777.01,3962.8,1633.78,1390.12,1416.2,497.588,1075.2,629.592,444.338,428.05,498.871,1053.42,1276.58,562.488,2693.68,560.398,545.083,420.501,670.082,430.263,376.479,146.898,222.005,957.623,261.847,117.631,107.926,169.033,259,214.06,92.0057,104.353,59.08,110.231,42.986,165.385,156.671,418.199,148.442,179.177,628.786,453.817,1422.78,327.096,354.261,497.015
