"SB_ 1951","SB_ 1952","SB_ 1953","SB_ 1954","SB_ 1955","SB_ 1956","SB_ 1957","SB_ 1958","SB_ 1959","SB_ 1960","SB_ 1961","SB_ 1962","SB_ 1963","SB_ 1964","SB_ 1965","SB_ 1966","SB_ 1967","SB_ 1968","SB_ 1969","SB_ 1970","SB_ 1971","SB_ 1972","SB_ 1973","SB_ 1974","SB_ 1975","SB_ 1976","SB_ 1977","SB_ 1978","SB_ 1979","SB_ 1980","SB_ 1981","SB_ 1982","SB_ 1983","SB_ 1984","SB_ 1985","SB_ 1986","SB_ 1987","SB_ 1988","SB_ 1989","SB_ 1990","SB_ 1991","SB_ 1992","SB_ 1993","SB_ 1994","SB_ 1995","SB_ 1996","SB_ 1997","SB_ 1998","SB_ 1999","SB_ 2000","SB_ 2001","SB_ 2002","SB_ 2003","SB_ 2004","SB_ 2005","SB_ 2006","SB_ 2007","SB_ 2008","SB_ 2009","SB_ 2010","SB_ 2011","SB_ 2012","SB_ 2013","SB_ 2014","SB_ 2015","SB_ 2016","SB_ 2017"
24.8517,14.3501,27.5643,30.7424,33.9814,40.4224,56.6239,60.9388,31.3595,13.8585,19.9243,31.8972,29.0747,30.096,25.9095,20.7285,18.3339,22.6262,35.5289,73.9055,117.597,145.443,152.07,158.741,175.747,127.097,104.786,78.0412,64.2732,62.9648,52.4133,39.4869,31.4925,37.5772,65.7622,83.4324,83.1102,93.3794,68.4171,51.8108,40.4319,42.3175,34.7563,25.2697,20.7066,23.8184,25.0402,15.0694,8.7811,7.53094,9.75464,11.1637,9.72464,5.00196,2.17167,3.3069,4.22909,4.87826,6.06566,8.37582,11.0758,11.4684,15.8684,24.2006,35.9094,48.5694,48.2528
31.1047,18.0872,33.6266,46.1611,53.1893,55.87,64.6488,62.5473,36.6252,19.9722,25.7583,33.132,36.8145,31.4157,23.1328,19.6735,20.2073,28.7075,46.9382,95.0834,142.505,178.542,193.748,199.787,215.265,153.369,118.058,83.0427,65.9947,64.5478,54.8366,41.9713,35.8854,47.9192,80.0304,95.1779,97.9058,112.022,80.6047,59.8652,48.0792,53.7357,44.9061,32.6261,25.0139,26.6715,27.5082,15.5682,9.08406,7.94869,10.1051,11.2895,9.69107,5.22358,1.95132,2.90433,3.56611,4.1086,5.0419,7.2558,10.1469,10.6864,15.133,23.2031,28.3065,33.5889,33.1643
39.2329,28.4681,34.855,34.109,45.8758,55.6385,66.9916,65.3012,34.8174,16.8569,22.3466,32.1941,32.3966,27.9935,23.6713,21.2161,27.319,29.1536,43.2384,83.6757,131.113,168.945,189.001,192.284,205.369,153.628,121.599,89.4067,70.2867,66.4747,56.8515,43.472,36.1257,45.8675,76.4609,90.964,94.5048,106.918,74.999,55.742,44.5523,49.9202,40.8906,29.8253,24.2898,26.5108,27.4053,16.4449,9.94899,8.83311,10.4059,11.6753,10.671,5.45734,2.12776,3.0003,3.53538,4.08875,5.23525,7.54594,10.0154,10.1404,14.026,21.1757,30.253,40.2875,38.786
38.9414,25.3702,36.4378,35.9775,43.5659,51.3722,69.8096,73.2457,35.5996,17.548,27.8416,38.9958,32.8375,23.7899,19.1388,16.184,18.4487,30.4301,44.4864,84.3823,121.84,145.932,157.394,169.463,186.686,132.108,105.698,81.0023,67.2933,63.7504,53.7859,40.582,34.9246,46.8909,74.3394,85.2479,83.1761,93.6866,69.1565,51.5163,41.7885,48.8064,39.9169,28.0876,22.8524,25.1586,25.9812,14.973,8.80252,7.71765,9.74968,11.0574,9.50999,4.74639,2.17875,3.18675,3.94303,4.76584,6.36618,8.86009,11.2511,11.1304,15.1411,23.6812,39.9114,56.0363,49.4664
33.2505,17.8492,25.9742,25.2203,31.2774,37.0561,56.7694,60.5203,30.4945,15.9316,19.4049,25.559,25.9204,24.3813,19.2448,13.9293,15.0002,21.12,34.1853,68.0266,109.501,138.501,144.173,151.582,168.808,117.964,85.6254,57.1566,43.2348,42.8315,36.9495,27.9764,21.4774,31.4528,56.1772,65.9127,66.6417,78.0889,59.3772,46.546,36.5926,41.0272,33.7461,24.156,19.9111,22.7093,24.1374,14.0429,8.34409,7.92406,10.2867,11.2941,9.62541,4.9083,1.9164,3.05317,3.90236,4.61564,5.94912,8.32483,11.3822,12.8622,19.8026,31.0897,44.3259,61.0749,56.5981
20.1769,14.4262,26.2664,24.961,36.6769,44.0587,56.8935,61.1957,33.3808,16.7394,27.1641,36.7093,34.5447,26.6336,18.739,15.6628,24.4852,29.9515,43.9545,79.3784,121.583,155.735,162.472,176.729,200.531,146.312,117.587,87.2331,67.7286,64.6754,59.141,45.7859,37.5921,44.143,67.7864,80.0751,84.3069,98.9805,72.9396,55.3016,43.2355,47.0416,37.9198,26.6249,21.8866,25.1459,26.9089,16.24,9.99892,8.51784,10.4613,12.0375,9.91911,4.96272,1.98529,2.953,3.77597,4.32741,5.60769,8.12523,10.6878,11.2104,14.754,21.8579,34.3915,47.1656,43.3285
25.6373,12.7504,26.7947,36.7678,47.2074,56.0335,75.9489,79.0623,36.192,18.3016,23.5749,29.279,26.0508,24.2407,20.0656,15.2169,10.3284,23.0296,43.594,92.6746,141.359,175.025,185.916,194.105,211.263,155.756,124.642,89.3317,69.9137,65.9918,59.7184,45.6499,38.6066,50.5682,75.6767,84.1572,91.7801,113.929,86.6457,68.0287,54.3539,57.0397,44.5771,31.1292,24.4724,27.4528,29.3199,17.6231,10.6975,9.05123,10.3396,11.5117,9.88506,4.96176,1.83009,2.90953,3.68458,4.10583,4.96442,6.32094,8.39421,8.71184,12.3663,20.4662,30.3266,38.3376,32.3446
27.4754,15.5032,23.7237,25.058,30.5668,35.6734,54.1342,57.9361,34.0103,19.9201,24.3341,27.5423,25.4472,25.6895,24.5,19.2805,21.4208,27.3528,40.3452,68.1164,103.063,134.611,145.055,158.422,178.52,131.928,105.351,75.8375,58.8935,54.1744,44.853,32.5482,26.4053,34.6211,58.0265,72.6377,75.4852,90.309,67.0449,52.6015,42.7439,46.5382,38.958,28.5412,23.0196,24.3251,23.9787,14.3944,9.2598,8.43618,10.6013,11.8859,10.2485,5.24889,2.18317,2.90138,3.71271,4.67929,6.36178,9.14078,11.6353,11.4844,14.7472,22.1586,33.7196,44.5463,39.1269
27.3682,16.7562,30.0053,33.8574,45.3148,58.9947,73.816,77.3626,47.5141,23.9275,28.0837,33.1872,26.0985,18.7315,15.3787,10.0823,11.6255,23.6342,36.1952,71.2648,116.041,154.18,166.217,190.25,213.805,152.062,118.25,88.3538,70.4711,67.1459,56.5586,43.3274,35.9886,43.1925,66.7307,79.7123,82.9536,96.5492,71.0776,54.5431,43.8045,49.1439,38.8636,28.2861,22.9467,26.1434,28.0386,16.7507,10.3497,8.89583,10.6465,11.7631,9.59708,4.97153,1.97934,3.08045,4.03628,4.68457,6.04482,8.60044,11.3856,11.9527,16.4861,23.7309,29.7186,37.2918,33.0692
32.717,18.2045,29.4329,38.658,50.5558,63.5193,85.3463,80.3606,44.2525,25.234,26.4676,37.9701,38.0406,30.2466,22.2912,15.6321,14.5687,30.5752,48.5809,101.578,148.322,175.324,194.665,217.328,235.54,169.454,135.141,102.442,85.7155,80.7122,67.5286,49.9914,39.8757,50.8902,81.2195,93.11,91.1457,99.7501,74.1261,59.1891,47.8043,52.2243,41.4594,28.9239,23.5585,25.8341,26.3086,15.8662,9.43606,8.65121,11.6122,12.9721,11.3315,6.01245,2.38478,3.48687,4.46994,4.98171,5.90541,8.18513,10.7141,10.2813,12.0854,16.8864,24.8789,31.9061,27.4374
27.8284,11.1434,24.4634,33.4154,41.0686,54.2218,75.8003,70.7666,29.0589,15.7175,21.9805,28.7765,25.974,24.4253,18.6553,11.7986,9.41419,27.21,44.7302,85.2799,127.372,153.829,173.418,194.603,216.28,148.09,116.795,88.1548,69.4538,65.9669,56.859,43.738,35.5985,47.223,74.6324,83.8806,87.0737,99.6711,69.6869,51.2536,40.3918,46.0669,37.7823,26.7422,22.1589,25.6333,26.7628,16.7503,10.3859,9.68037,12.5409,13.663,10.6861,5.16101,2.00648,2.83041,3.56189,4.4015,5.70357,8.08212,10.6774,10.7326,15.1638,22.5956,31.6433,40.5835,37.4953
39.2242,29.0846,31.369,22.5917,34.6184,47.8235,62.2627,61.2975,29.3178,16.9101,21.7246,32.6189,35.5326,33.1468,27.7262,24.1519,22.5934,22.5981,38.3926,78.1324,113.589,142.249,152.765,169.468,188.875,134.907,104.937,77.7211,60.2143,58.6515,52.9587,40.7552,31.9665,37.2467,61.867,76.9088,84.3308,101.734,73.2877,56.4173,45.8221,48.4417,39.0281,28.1286,22.6909,25.234,26.3945,15.3901,8.75281,7.76266,9.86352,11.4858,10.5176,5.17777,2.08616,3.1661,4.04276,4.77352,6.3066,8.68645,11.1911,11.5487,14.4153,20.5163,29.5104,38.0016,32.3525
44.3356,31.646,39.2843,40.476,48.1923,58.1685,69.5176,68.6392,43.763,18.3294,21.2054,27.8601,31.505,29.3975,23.5458,19.3449,26.0332,31.9183,43.8534,84.9361,139.282,179.096,184.731,191.398,206.191,152.306,123.989,95.414,78.3086,73.7429,62.7283,49.6256,43.7824,55.6312,85.4022,100.047,101.803,113.585,80.929,61.5751,48.7362,52.9253,43.0726,30.8046,25.0945,27.5783,27.9635,16.7984,10.7944,10.0285,12.041,12.7207,10.5427,5.20709,1.71073,2.76229,3.81476,4.30242,5.64213,7.6433,8.90816,9.10135,13.5766,20.5654,25.8741,32.6502,29.9482
29.2346,23.3971,34.6786,41.2707,48.7627,60.6084,81.8484,75.4979,30.869,15.8286,24.5246,38.0409,39.3475,35.5688,33.3948,28.3415,20.027,33.293,51.6671,87.5327,125.542,166.133,178.49,188.254,207.796,152.629,124.013,91.8832,73.8363,68.0282,53.7471,38.8863,31.3159,42.5185,72.8731,87.1309,89.155,100.798,71.7643,53.1867,42.3051,47.4661,40.3509,30.0002,24.7512,27.2288,28.4198,16.8711,10.0061,9.16826,10.952,11.7424,10.31,5.04577,2.30796,3.31883,3.90338,4.52309,5.89254,7.5797,9.10607,9.57769,12.3053,19.0678,32.7344,43.3472,39.3381
26.939,13.6265,24.4174,29.392,36.6449,42.245,61.0185,67.2907,33.8629,19.0657,25.6024,30.9894,31.9784,29.6684,23.5925,19.3093,25.2044,27.9864,45.5743,95.2939,152.887,186.466,196.665,192,195.754,138.633,112.171,80.9557,65.7654,61.8014,51.772,37.6649,30.5993,44.0168,72.2315,83.0764,82.5943,92.8467,67.9325,51.7721,43.868,48.95,39.1044,28.6272,24.1173,25.5795,25.5109,15.1451,9.01244,7.61314,9.30033,10.3033,9.07892,4.98744,2.23438,3.43956,4.48655,5.15532,6.42414,8.46447,10.9464,11.4247,14.8161,22.304,33.9953,44.474,42.2687
28.8925,22.9895,31.226,35.9338,44.8573,55.5151,68.9679,67.1332,37.2283,19.0781,28.5008,39.4264,32.7525,27.458,22.8431,18.7247,15.1256,17.991,37.9886,77.1321,120.437,163.54,179.176,181.323,193.54,144.496,111.917,78.8258,61.0575,58.6696,52.8221,40.4849,32.0075,41.8332,69.7813,83.1999,81.2556,87.9912,61.9796,47.5888,37.2818,40.8525,32.9948,22.6249,18.8328,23.9164,26.5752,16.1255,9.52948,8.5092,10.6018,12.0387,10.4482,5.2868,2.08995,3.17111,3.91941,4.69879,6.16773,7.95943,10.1214,11.0806,16.0814,24.6299,36.3289,47.7298,41.4134
24.344,12.3865,21.4347,21.5312,29.7338,43.2286,60.2689,63.3593,35.6342,18.3802,21.664,34.3337,31.9021,26.0073,21.3843,19.4629,15.7628,17.2403,32.6343,72.4514,116.849,142.685,150.757,163.616,181.386,129.164,100.814,73.1947,58.2694,57.0208,47.672,36.1836,29.5423,37.4811,58.4511,68.7358,74.1147,89.8229,65.7334,48.361,39.0069,45.3928,38.9415,28.6046,23.181,25.6471,26.9151,15.6702,9.35293,8.38362,10.5642,11.5823,9.31758,4.85447,1.55021,2.59244,3.58686,4.37085,5.88466,7.87849,9.91706,10.2366,15.4811,26.1185,42.4346,55.5201,47.4535
25.8586,18.2837,26.8231,22.3449,34.3124,44.2471,60.5603,61.8956,35.4951,15.3969,22.1552,36.4276,34.5014,28.1513,24.2056,20.1078,17.2585,20.916,40.4779,73.3691,98.8377,117.559,127.293,143.436,167.635,125.217,99.3144,70.2201,55.7778,54.9506,45.4049,33.0291,26.4535,34.4709,58.43,70.2474,71.9314,85.449,63.6032,49.2764,38.9998,43.4778,37.5056,28.9667,23.8615,25.4289,26.0033,15.5968,9.56096,8.2389,10.4367,12.0644,9.77913,5.24828,1.90104,3.00477,4.0572,4.59581,5.74851,8.10824,10.8879,11.6612,16.6154,27.6646,40.4799,51.7277,47.0432
