B0 MSY Fmsy Bmsy BT projSpawnBio projExpBio depB0 depBmsy
81.2576 2.94509 0.0724876 40.6288 0.315259 0.305601 0.305601 0.00358318 0.00716636
79.6049 2.97418 0.0747235 39.8024 0.316557 0.305872 0.305872 0.0041246 0.00824919
81.4058 2.95901 0.0726978 40.7029 0.314381 0.30552 0.30552 0.00351823 0.00703647
82.0258 2.95764 0.0721149 41.0129 0.314665 0.305516 0.305516 0.00402911 0.00805821
80.616 2.96938 0.0736674 40.308 0.316228 0.305774 0.305774 0.00336362 0.00672725
86.5212 2.92269 0.0675602 43.2606 0.315783 0.305369 0.305369 0.0030014 0.00600281
86.5212 2.92269 0.0675602 43.2606 0.315783 0.305369 0.305369 0.00308021 0.00616043
86.5212 2.92269 0.0675602 43.2606 0.315783 0.305369 0.305369 0.00397723 0.00795447
87.797 2.89129 0.0658631 43.8985 0.315235 0.305212 0.305212 0.00307494 0.00614989
87.7827 2.92123 0.0665559 43.8914 0.318779 0.305627 0.305627 0.00382377 0.00764754
90.4018 2.89275 0.0639976 45.2009 24.0876 24.7161 24.7161 0.292293 0.584587
93.3026 2.89108 0.0619721 46.6513 0.323451 0.305846 0.305846 0.00297861 0.00595722
93.1603 2.91297 0.0625367 46.5802 0.322544 0.305784 0.305784 0.00356708 0.00713415
91.1069 2.94622 0.064676 45.5535 0.324018 0.306068 0.306068 0.00333177 0.00666354
90.6145 3.02506 0.0667677 45.3072 0.323632 0.306154 0.306154 0.00350517 0.00701035
88.0542 2.99244 0.0679681 44.0271 0.324289 0.306296 0.306296 0.00380633 0.00761265
88.8468 2.97384 0.0669432 44.4234 0.324381 0.306244 0.306244 0.00363719 0.00727439
88.1628 2.95468 0.0670278 44.0814 0.326031 0.306424 0.306424 0.00367138 0.00734276
88.3544 2.99746 0.0678508 44.1772 14.4721 14.4813 14.4813 0.159612 0.319225
88.6473 3.01527 0.0680284 44.3236 22.0696 22.6918 22.6918 0.235701 0.471403
88.6473 3.01527 0.0680284 44.3236 22.0696 22.6918 22.6918 0.225745 0.451489
90.5436 3.06577 0.0677191 45.2718 26.1094 26.9928 26.9928 0.31911 0.638221
91.3105 3.04231 0.0666365 45.6552 26.0442 26.8922 26.8922 0.308117 0.616234
92.0609 3.02015 0.0656121 46.0304 26.2382 27.0669 27.0669 0.280468 0.560937
92.1631 3.02349 0.0656118 46.0815 28.6476 29.6053 29.6053 0.3095 0.619
90.1931 2.99218 0.0663506 45.0966 27.4304 28.3304 28.3304 0.34535 0.6907
90.3105 2.91507 0.0645566 45.1552 22.469 23.0153 23.0153 0.217565 0.43513
90.1153 2.93403 0.0651171 45.0577 25.4528 26.1983 26.1983 0.265396 0.530792
89.676 2.90562 0.0648027 44.838 26.6598 27.4548 27.4548 0.312212 0.624424
90.9839 2.94889 0.0648222 45.4919 29.0566 29.9876 29.9876 0.329819 0.659638
89.5399 2.94026 0.0656748 44.7699 27.2566 28.1139 28.1139 0.327253 0.654506
90.273 2.96981 0.0657962 45.1365 30.6344 31.6647 31.6647 0.35199 0.703981
93.0867 3.00268 0.0645136 46.5433 33.3199 34.4472 34.4472 0.388176 0.776352
92.6194 2.99799 0.0647379 46.3097 33.4296 34.5626 34.5626 0.345683 0.691365
94.8764 2.91126 0.0613695 47.4382 31.9716 32.9403 32.9403 0.358148 0.716297
96.8614 2.90605 0.0600042 48.4307 32.358 33.3109 33.3109 0.321389 0.642777
101.679 3.04032 0.0598026 50.8393 41.4086 42.7113 42.7113 0.401157 0.802315
97.3692 3.04454 0.0625361 48.6846 41.3412 42.6835 42.6835 0.417268 0.834536
96.5798 3.05945 0.063356 48.2899 40.0529 41.3903 41.3903 0.42202 0.844039
95.4883 3.0714 0.0643304 47.7442 38.5574 39.882 39.882 0.396097 0.792194
95.4883 3.0714 0.0643304 47.7442 38.5574 39.882 39.882 0.391487 0.782975
91.5561 3.06531 0.0669604 45.778 35.4787 36.7558 36.7558 0.417463 0.834927
92.4333 3.15235 0.068208 46.2167 36.5374 37.9184 37.9184 0.398014 0.796028
94.5089 3.18135 0.0673239 47.2545 30.05 31.1766 31.1766 0.315233 0.630465
96.6617 3.19205 0.0660459 48.3308 31.4376 32.6067 32.6067 0.314915 0.62983
96.6617 3.19205 0.0660459 48.3308 31.4376 32.6067 32.6067 0.356415 0.71283
96.7611 3.22019 0.0665595 48.3805 24.8648 25.6912 25.6912 0.28392 0.56784
96.7611 3.22019 0.0665595 48.3805 24.8648 25.6912 25.6912 0.25535 0.5107
100.248 3.23039 0.0644482 50.1239 12.7467 12.5478 12.5478 0.129914 0.259829
100.248 3.23039 0.0644482 50.1239 12.7467 12.5478 12.5478 0.12499 0.249981
93.0704 3.14145 0.0675069 46.5352 38.5222 39.9375 39.9375 0.422676 0.845351
94.9312 3.06414 0.0645549 47.4656 40.3586 41.721 41.721 0.494861 0.989721
94.4316 3.09466 0.0655428 47.2158 38.026 39.3704 39.3704 0.432483 0.864966
99.2367 3.05892 0.0616489 49.6184 42.33 43.6898 43.6898 0.469811 0.939623
99.2367 3.05892 0.0616489 49.6184 42.33 43.6898 43.6898 0.382302 0.764604
98.6451 2.99406 0.0607036 49.3225 40.56 41.8266 41.8266 0.436663 0.873326
99.8897 3.08017 0.0616714 49.9449 40.1641 41.4932 41.4932 0.4444 0.8888
99.8897 3.08017 0.0616714 49.9449 40.1641 41.4932 41.4932 0.424706 0.849412
98.1536 3.07685 0.0626946 49.0768 40.3347 41.6809 41.6809 0.441192 0.882383
98.1536 3.07685 0.0626946 49.0768 40.3347 41.6809 41.6809 0.407108 0.814216
96.3408 3.07245 0.0637829 48.1704 40.5746 41.9377 41.9377 0.407411 0.814822
96.3408 3.07245 0.0637829 48.1704 40.5746 41.9377 41.9377 0.446892 0.893783
95.1842 3.00695 0.0631818 47.5921 40.243 41.5452 41.5452 0.427078 0.854156
95.6941 3.0028 0.0627582 47.847 40.4143 41.7116 41.7116 0.418494 0.836987
99.5284 3.10309 0.0623558 49.7642 44.2879 45.7204 45.7204 0.437326 0.874651
103.236 3.08004 0.0596698 51.6181 45.5676 46.9723 46.9723 0.413682 0.827365
103.039 3.05687 0.0593339 51.5197 45.0927 46.469 46.469 0.40122 0.802439
106.941 3.09815 0.0579415 53.4703 48.8561 50.2982 50.2982 0.466763 0.933526
103.614 3.13382 0.0604905 51.8068 48.8721 50.3628 50.3628 0.466254 0.932509
104.079 3.06285 0.058856 52.0397 48.0945 49.5068 49.5068 0.478987 0.957973
102.557 3.01789 0.0588527 51.2786 46.4174 47.7751 47.7751 0.457432 0.914863
99.8697 2.99176 0.0599133 49.9348 44.2132 45.5326 45.5326 0.482479 0.964959
103.959 3.06682 0.0590006 51.9794 48.3662 49.7852 49.7852 0.431008 0.862017
97.0717 3.00749 0.0619643 48.5358 44.4839 45.8374 45.8374 0.472257 0.944515
96.9911 3.0277 0.0624324 48.4956 44.9077 46.2858 46.2858 0.511295 1.02259
92.7198 2.92836 0.0631657 46.3599 35.3229 36.4523 36.4523 0.404364 0.808727
91.9533 2.93989 0.0639432 45.9767 34.8973 36.0335 36.0335 0.422834 0.845669
91.9533 2.93989 0.0639432 45.9767 34.8973 36.0335 36.0335 0.382011 0.764022
91.9533 2.93989 0.0639432 45.9767 34.8973 36.0335 36.0335 0.386992 0.773985
93.4174 2.95723 0.0633121 46.7087 38.8121 40.0518 40.0518 0.350561 0.701122
92.5315 2.94406 0.0636336 46.2657 36.206 37.3778 37.3778 0.432137 0.864274
89.8928 2.95085 0.0656526 44.9464 37.6606 38.9009 38.9009 0.349616 0.699232
91.8752 3.05932 0.0665974 45.9376 44.5122 45.9355 45.9355 0.532115 1.06423
93.902 3.14968 0.0670844 46.951 47.5609 49.077 49.077 0.481968 0.963935
93.902 3.14968 0.0670844 46.951 47.5609 49.077 49.077 0.513049 1.0261
93.902 3.14968 0.0670844 46.951 47.5609 49.077 49.077 0.534672 1.06934
93.902 3.14968 0.0670844 46.951 47.5609 49.077 49.077 0.450298 0.900596
95.7497 3.14588 0.0657104 47.8748 48.5054 50.0177 50.0177 0.533962 1.06792
95.7497 3.14588 0.0657104 47.8748 48.5054 50.0177 50.0177 0.570451 1.1409
95.7497 3.14588 0.0657104 47.8748 48.5054 50.0177 50.0177 0.514361 1.02872
93.0596 3.06825 0.0659416 46.5298 44.2461 45.674 45.674 0.460124 0.920247
93.2431 3.08246 0.0661167 46.6216 44.7245 46.1688 46.1688 0.530224 1.06045
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.532761 1.06552
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.541455 1.08291
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.526977 1.05395
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.553721 1.10744
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.535751 1.0715
95.0348 3.21887 0.0677408 47.5174 48.26 49.8451 49.8451 0.522171 1.04434
93.9871 3.13726 0.0667593 46.9935 46.0336 47.5365 47.5365 0.539681 1.07936
94.5892 3.2045 0.0677562 47.2946 47.6971 49.2684 49.2684 0.56868 1.13736
94.5892 3.2045 0.0677562 47.2946 47.6971 49.2684 49.2684 0.52115 1.0423
94.888 3.18093 0.0670461 47.444 46.4492 47.9958 47.9958 0.470358 0.940717
93.3168 3.15869 0.0676981 46.6584 44.2099 45.7269 45.7269 0.508381 1.01676
92.6093 3.13706 0.0677482 46.3047 44.8802 46.3813 46.3813 0.533868 1.06774
91.592 3.11616 0.0680443 45.796 42.8232 44.2932 44.2932 0.503287 1.00657
91.592 3.11616 0.0680443 45.796 42.8232 44.2932 44.2932 0.459029 0.918057
91.592 3.11616 0.0680443 45.796 42.8232 44.2932 44.2932 0.53513 1.07026
89.5601 3.12848 0.0698632 44.7801 41.3024 42.779 42.779 0.534572 1.06914
90.91 3.20718 0.0705573 45.455 43.3503 44.9176 44.9176 0.562649 1.1253
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.438721 0.877441
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.486943 0.973886
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.510842 1.02168
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.464336 0.928672
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.561147 1.12229
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.417279 0.834558
89.8141 3.26639 0.0727366 44.9071 42.3823 44.0054 44.0054 0.459388 0.918775
90.2316 3.26294 0.0723236 45.1158 42.4015 44.0196 44.0196 0.437321 0.874642
90.2316 3.26294 0.0723236 45.1158 42.4015 44.0196 44.0196 0.468196 0.936391
90.2316 3.26294 0.0723236 45.1158 42.4015 44.0196 44.0196 0.484126 0.968253
90.2316 3.26294 0.0723236 45.1158 42.4015 44.0196 44.0196 0.531594 1.06319
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.562733 1.12547
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.528727 1.05745
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.494635 0.989269
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.544537 1.08907
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.506861 1.01372
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.504914 1.00983
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.532293 1.06459
88.6003 3.23649 0.0730582 44.3002 42.261 43.8576 43.8576 0.550337 1.10067
86.3623 3.22699 0.0747314 43.1811 40.7735 42.3574 42.3574 0.468994 0.937989
81.8597 3.21576 0.0785675 40.9299 39.3028 40.8804 40.8804 0.487087 0.974174
81.8597 3.21576 0.0785675 40.9299 39.3028 40.8804 40.8804 0.513844 1.02769
83.2375 3.22408 0.077467 41.6188 41.2957 42.8866 42.8866 0.509014 1.01803
84.0423 3.1942 0.0760141 42.0212 40.8967 42.4556 42.4556 0.480542 0.961084
82.2338 3.18187 0.077386 41.1169 39.1721 40.7138 40.7138 0.503999 1.008
83.4338 3.18463 0.0763392 41.7169 39.4431 40.9852 40.9852 0.463236 0.926473
84.8001 3.14316 0.0741312 42.4 38.6371 40.1225 40.1225 0.503948 1.0079
84.8001 3.14316 0.0741312 42.4 38.6371 40.1225 40.1225 0.504316 1.00863
83.1971 3.13403 0.0753399 41.5985 37.8069 39.2819 39.2819 0.450562 0.901124
82.9959 3.15256 0.0759691 41.498 38.0202 39.5175 39.5175 0.46867 0.937339
82.9959 3.15256 0.0759691 41.498 38.0202 39.5175 39.5175 0.462231 0.924462
82.9959 3.15256 0.0759691 41.498 38.0202 39.5175 39.5175 0.496596 0.993191
82.3701 3.22201 0.0782325 41.185 41.6768 43.2653 43.2653 0.527729 1.05546
84.4406 3.23036 0.0765119 42.2203 41.812 43.409 43.409 0.533608 1.06722
85.0917 3.29692 0.0774911 42.5459 43.6919 45.3534 45.3534 0.468955 0.937909
83.2099 3.31161 0.0795965 41.605 44.7726 46.432 46.432 0.523732 1.04746
83.9881 3.29245 0.0784028 41.9941 45.8682 47.4996 47.4996 0.561262 1.12252
85.0863 3.34513 0.0786293 42.5431 49.2775 50.9057 50.9057 0.587486 1.17497
86.316 3.34577 0.0775238 43.158 51.1379 52.7362 52.7362 0.689498 1.379
86.8794 3.32299 0.0764967 43.4397 49.2391 50.8699 50.8699 0.58522 1.17044
85.72 3.30725 0.0771641 42.86 43.5598 45.2331 45.2331 0.48207 0.964141
84.4557 3.27472 0.0775489 42.2279 44.28 45.9139 45.9139 0.52261 1.04522
86.2234 3.25484 0.0754978 43.1117 46.5632 48.1642 48.1642 0.574762 1.14952
84.4656 3.24161 0.0767557 42.2328 45.0624 46.6564 46.6564 0.582037 1.16407
85.0516 3.23383 0.0760439 42.5258 45.1562 46.7446 46.7446 0.533268 1.06654
85.9481 3.21362 0.0747804 42.9741 47.482 49.0273 49.0273 0.607908 1.21582
88.4447 3.18071 0.0719253 44.2224 48.0798 49.6033 49.6033 0.546125 1.09225
89.4098 3.18522 0.0712499 44.7049 49.2874 50.8061 50.8061 0.611321 1.22264
90.1678 3.16755 0.070259 45.0839 49.7091 51.2103 51.2103 0.57813 1.15626
89.4094 3.13369 0.0700976 44.7047 41.284 42.7663 42.7663 0.519275 1.03855
85.0085 3.08157 0.0725003 42.5043 25.9532 26.9345 26.9345 0.347728 0.695455
83.7205 3.04772 0.072807 41.8602 25.5599 26.5125 26.5125 0.315714 0.631427
86.1977 3.07005 0.0712328 43.0989 35.6557 37.0012 37.0012 0.424366 0.848732
87.3453 3.08356 0.0706062 43.6727 38.492 39.8992 39.8992 0.420492 0.840984
87.6569 2.99334 0.0682968 43.8284 34.916 36.1525 36.1525 0.413845 0.82769
88.5914 3.03768 0.0685773 44.2957 38.1028 39.4481 39.4481 0.495012 0.990025
85.2421 3.03187 0.0711356 42.621 38.6673 40.0401 40.0401 0.450541 0.901082
87.6202 3.03229 0.0692145 43.8101 40.2003 41.579 41.579 0.473753 0.947506
87.129 2.96759 0.0681196 43.5645 30.9887 32.076 32.076 0.362666 0.725332
84.4044 3.06929 0.0727281 42.2022 40.3654 41.7959 41.7959 0.548645 1.09729
84.4044 3.06929 0.0727281 42.2022 40.3654 41.7959 41.7959 0.489044 0.978088
84.1296 3.01411 0.071654 42.0648 37.102 38.4411 38.4411 0.452042 0.904085
82.6467 2.89199 0.0699844 41.3233 24.0351 24.7879 24.7879 0.281593 0.563185
79.1097 2.90034 0.0733244 39.5549 22.5731 23.3058 23.3058 0.281929 0.563859
79.7018 2.88013 0.0722726 39.8509 21.3452 21.9713 21.9713 0.28645 0.5729
81.3517 2.87681 0.0707252 40.6759 23.3317 24.0525 24.0525 0.305599 0.611198
82.0506 2.81777 0.0686836 41.0253 18.2037 18.5165 18.5165 0.219547 0.439094
82.4615 2.82782 0.0685852 41.2307 16.8608 17.0677 17.0677 0.218376 0.436752
82.0336 2.72111 0.0663414 41.0168 0.313731 0.30508 0.30508 0.0039976 0.0079952
85.369 2.85711 0.0669355 42.6845 18.7268 19.0509 19.0509 0.216032 0.432065
85.1125 2.99891 0.0704693 42.5562 31.2081 32.3607 32.3607 0.404081 0.808163
83.8704 3.02647 0.0721703 41.9352 32.7285 33.9761 33.9761 0.433013 0.866025
82.9023 3.06709 0.0739929 41.4511 31.1265 32.3703 32.3703 0.408678 0.817356
82.061 2.99729 0.0730503 41.0305 23.3349 24.1417 24.1417 0.287662 0.575325
82.9145 3.04487 0.0734459 41.4573 24.0222 24.8955 24.8955 0.326905 0.653811
84.6045 3.06749 0.0725136 42.3022 31.9332 33.1833 33.1833 0.385277 0.770554
84.1097 3.14422 0.0747646 42.0549 39.8239 41.3262 41.3262 0.433976 0.867951
84.066 3.04951 0.0725503 42.033 34.4647 35.7823 35.7823 0.453914 0.907827
81.9557 3.06781 0.0748651 40.9778 35.696 37.0798 37.0798 0.462788 0.925576
84.3838 3.06218 0.0725775 42.1919 37.598 38.9909 38.9909 0.45244 0.904879
84.9673 3.05725 0.0719631 42.4837 37.2981 38.6768 38.6768 0.492077 0.984155
83.2917 3.10849 0.074641 41.6458 38.1955 39.6496 39.6496 0.502583 1.00517
84.2561 3.07737 0.073048 42.128 38.2465 39.6647 39.6647 0.467224 0.934449
90.2427 3.08199 0.0683044 45.1213 40.5464 41.9637 41.9637 0.49758 0.995161
85.531 3.07202 0.0718341 42.7655 37.4238 38.8148 38.8148 0.388174 0.776348
87.7386 3.08656 0.070358 43.8693 41.2191 42.6614 42.6614 0.502924 1.00585
90.6585 3.15283 0.0695539 45.3293 43.5614 45.0764 45.0764 0.542999 1.086
85.7316 3.2262 0.0752628 42.8658 41.9902 43.582 43.582 0.52082 1.04164
87.775 3.28708 0.0748979 43.8875 44.3682 46.0218 46.0218 0.600829 1.20166
84.511 3.25955 0.0771392 42.2555 41.6379 43.2637 43.2637 0.493072 0.986143
84.4287 3.13388 0.0742374 42.2144 37.4563 38.9174 38.9174 0.436401 0.872803
85.0652 3.13264 0.0736526 42.5326 37.6662 39.1248 39.1248 0.513335 1.02667
86.472 3.22131 0.0745052 43.236 44.1768 45.7635 45.7635 0.507507 1.01501
