 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.24344 -1.26803 -0.549553
 -1.25366 -1.27988 -0.566749
 -1.21864 -1.23875 -0.539202
 -1.23822 -1.26003 -0.569282
 -1.22381 -1.24602 -0.533541
 -1.2946 -1.3254 -0.642792
 -1.16447 -1.18736 -0.485396
 -1.08419 -1.08293 -0.296816
 -1.0422 -1.04746 -0.19783
 -1.05639 -1.06905 -0.241332
 -0.910229 -0.876499 0.179896
 -0.916229 -0.88202 0.156283
 -0.954493 -0.921293 0.0542755
 -1.10691 -1.12128 -0.318628
 -1.05158 -1.04356 -0.169171
 -1.09076 -1.10221 -0.298793
 -1.03234 -1.02917 -0.161055
 -1.05408 -1.06041 -0.217468
 -1.14177 -1.16833 -0.396854
 -1.28895 -1.33318 -0.613798
 -1.34473 -1.3998 -0.669569
 -1.355 -1.40646 -0.678987
 -1.5184 -1.55729 -0.803439
 -1.50583 -1.53269 -0.8138
 -1.47349 -1.48781 -0.762411
 -1.32235 -1.32848 -0.603678
 -1.31502 -1.34533 -0.643722
 -1.31611 -1.35406 -0.631027
 -1.06869 -1.05432 -0.175408
 -1.06689 -1.05243 -0.138639
 -1.09803 -1.1244 -0.360887
 -0.846344 -0.766518 0.532862
 -0.965173 -0.935914 0.100339
 -1.22125 -1.22985 -0.448584
 -1.12874 -1.13516 -0.304974
 -1.13889 -1.16823 -0.339128
 -1.14423 -1.17144 -0.338678
 -1.07347 -1.09578 -0.294727
 -1.12755 -1.14569 -0.396812
 -1.10475 -1.12016 -0.368607
 -1.24746 -1.24931 -0.457927
 -1.19536 -1.20911 -0.35495
 -1.16301 -1.15671 -0.318732
 -1.18646 -1.1743 -0.381215
 -1.07265 -1.04455 -0.180657
 -1.13452 -1.11153 -0.256465
 -1.19086 -1.1714 -0.323338
 -1.21846 -1.18836 -0.369395
 -1.28189 -1.2397 -0.419207
 -1.28683 -1.23799 -0.358409
 -1.23009 -1.16626 -0.251264
 -0.99388 -0.905514 0.141031
 -1.12491 -1.0257 -0.0222776
 -1.27403 -1.18631 -0.212098
 -1.31506 -1.20752 -0.21883
 -1.2153 -1.16493 -0.198574
 -1.28611 -1.24253 -0.333382
 -1.25784 -1.21822 -0.272189
 -1.2469 -1.21231 -0.321479
 -1.27473 -1.27119 -0.429892
 -1.27525 -1.26197 -0.39949
 -1.28343 -1.3139 -0.546755
 -1.23502 -1.26579 -0.523328
 -1.084 -1.07344 -0.230227
 -1.17216 -1.17576 -0.380376
 -1.18163 -1.17903 -0.337429
 -1.0311 -0.97343 0.0336443
 -1.04515 -0.97939 0.0104657
 -1.03158 -0.968447 0.0232305
 -1.12685 -1.09928 -0.235537
 -1.12933 -1.10521 -0.20784
 -1.34217 -1.3277 -0.415769
 -1.31293 -1.29135 -0.440439
 -1.393 -1.3881 -0.580559
 -1.41574 -1.44889 -0.695508
 -1.43293 -1.47339 -0.761098
 -1.49511 -1.53076 -0.836321
 -1.57986 -1.61664 -0.936078
 -1.59542 -1.63281 -0.978082
 -1.63321 -1.6682 -0.967269
 -1.6135 -1.61644 -0.903211
 -1.65075 -1.61451 -0.928332
 -1.62201 -1.5905 -0.910162
 -1.55341 -1.50786 -0.804917
 -1.44052 -1.4173 -0.769606
 -1.49792 -1.51401 -0.812794
 -1.48452 -1.49404 -0.773942
 -1.48909 -1.47158 -0.807119
 -1.54732 -1.55389 -0.888028
 -1.54038 -1.56307 -0.907111
 -1.56283 -1.58646 -0.959633
 -1.58468 -1.61027 -0.963765
 -1.58451 -1.65099 -0.988823
 -1.58135 -1.64799 -1.01141
 -1.68849 -1.76189 -1.08572
 -1.71188 -1.77458 -1.07132
 -1.57863 -1.67975 -1.04002
 -1.57058 -1.6766 -1.058
 -1.6505 -1.75759 -1.10563
 -1.64878 -1.76124 -1.12818
 -1.61144 -1.74248 -1.1817
 -1.69035 -1.79457 -1.13501
 -1.7908 -1.86528 -1.18245
 -1.79485 -1.85557 -1.18677
 -1.65498 -1.7134 -1.10339
 -1.6563 -1.71429 -1.09622
 -1.68238 -1.72955 -1.11674
 -1.71238 -1.75334 -1.11011
 -1.74861 -1.79019 -1.11532
 -1.68002 -1.72259 -1.05932
 -1.57209 -1.62836 -0.957588
 -1.54826 -1.59154 -0.942002
 -1.42531 -1.48172 -0.851869
 -1.45106 -1.50946 -0.848456
 -1.42336 -1.51215 -0.931928
 -1.4345 -1.47689 -0.884729
 -1.48847 -1.54039 -0.935642
 -1.47057 -1.53804 -0.934576
 -1.40605 -1.504 -0.979484
 -1.50835 -1.615 -1.06715
 -1.69429 -1.78697 -1.15839
 -1.65484 -1.75005 -1.15349
 -1.62689 -1.74554 -1.11685
 -1.57405 -1.70117 -1.08591
 -1.49401 -1.63317 -1.07985
 -1.49401 -1.63317 -1.07985
 -1.62341 -1.73603 -1.13537
 -1.69945 -1.78368 -1.20379
 -1.57773 -1.67162 -1.11892
 -1.57231 -1.68243 -1.21702
 -1.45269 -1.59302 -1.18534
 -1.46511 -1.59218 -1.15076
 -1.37837 -1.50164 -1.06623
 -1.44195 -1.55071 -1.05761
 -1.41434 -1.54509 -1.0353
 -1.38163 -1.51708 -1.01673
 -1.66225 -1.79194 -1.17662
 -1.72548 -1.82337 -1.17594
 -1.72548 -1.82337 -1.17594
 -1.75253 -1.84149 -1.17775
 -1.62522 -1.74465 -1.1813
 -1.56969 -1.69334 -1.07041
 -1.52128 -1.65005 -1.02502
 -1.52128 -1.65005 -1.02502
 -1.53832 -1.65966 -1.01694
 -1.63178 -1.70928 -1.00721
 -1.57746 -1.64358 -0.971872
 -1.58333 -1.63901 -0.983484
 -1.58149 -1.63895 -1.02402
 -1.74979 -1.77318 -1.08504
 -1.71811 -1.73628 -1.01035
 -1.6263 -1.67722 -0.986978
 -1.70213 -1.74973 -1.00229
 -1.64492 -1.70251 -0.972708
 -1.71507 -1.75249 -0.992343
 -1.69041 -1.70535 -0.953429
 -1.62606 -1.63174 -0.890787
 -1.61405 -1.59965 -0.806445
 -1.51893 -1.53748 -0.756572
 -1.51893 -1.53748 -0.756572
 -1.5122 -1.53961 -0.776407
 -1.60567 -1.63828 -0.822209
 -1.52979 -1.58028 -0.763463
 -1.4962 -1.55006 -0.713708
 -1.47466 -1.54356 -0.709075
 -1.49565 -1.58718 -0.873752
 -1.52751 -1.61804 -0.882794
 -1.59774 -1.67306 -0.94594
 -1.53901 -1.64088 -0.978323
